,_id,ltable_id,rtable_id,ltable_title,ltable_artist_name,ltable_year,rtable_title,rtable_year,rtable_episode,rtable_song,rtable_artists
2123,2123,898723,452897,Now We Are Free,Lisa Gerrard / Gavin Greenaway / The Lyndhurst Orchestra / Bruce Fowler / Yvonne S. Moriarty / Walt Fowler / Ladd McIntosh / Elizabeth Finch / Jack Smalley / Hans Zimmer,2000,Gladiator,2000.0,,Now We Are Free,lisa gerrard+hans zimmer
2136,2136,960567,140200,7 Days,Craig David,2000,Live from Studio Five,2009.0,(#1.125),7 Days,craig david
2147,2147,283839,463302,Ida! Sweet As Apple Cider,Tommy Dorsey and His Orchestra with Frank Sinatra_ Vocal,0,Hannah and Her Sisters,1986.0,,Back to the Apple,frank foster+count basie+his orchestra  (as count basie+his orchestra)
2149,2149,67872,480783,Haq Ali Ali Maula Ali,Aziz Mian_ Sabri Brothers_ Nusrat Fateh Ali Khan,0,Im British But...,1990.0,,Ali Maula Ali Maula Ali Dam Dam,nusrat fateh ali khan
2154,2154,734107,480783,Man Kunto Maula,Aziz Mian_ Sabri Brothers_ Nusrat Fateh Ali Khan,0,Im British But...,1990.0,,Ali Maula Ali Maula Ali Dam Dam,nusrat fateh ali khan
2171,2171,747761,447633,The Four Seasons - Winter - Allegro,Antonio Vivaldi,1998,Fur: An Imaginary Portrait of Diane Arbus,2006.0,,The Four Seasons Spring Concerto No. 1 Largo,antonio vivaldi
2173,2173,873306,447633,Largo,Antonio Vivaldi,1990,Fur: An Imaginary Portrait of Diane Arbus,2006.0,,The Four Seasons Spring Concerto No. 1 Largo,antonio vivaldi
2174,2174,570972,447633,The Four Seasons - Spring - Allegro,Antonio Vivaldi,1989,Fur: An Imaginary Portrait of Diane Arbus,2006.0,,The Four Seasons Spring Concerto No. 1 Largo,antonio vivaldi
2181,2181,658982,477509,Triptico De Luces Y Sombra (Directo Cordoba),Luis Eduardo Aute,0,Humo y azar,2007.0,,Tríptico de luces y sombras,luis eduardo aute
2189,2189,625457,714793,Une Jolie Fleur (Dans Une Peau D'Vache),Georges Brassens,1988,Vive la France,1974.0,,Une jolie fleur,georges brassens
2194,2194,295711,493391,Jackson,Johnny Cash / June Carter,1967,Johnny Cash in San Quentin,1969.0,,Jackson,billy edd wheeler+jerry leiber+johnny cash+june carter cash
2217,2217,636983,241196,Sleep Late_ My Lady Friend,Harry Nilsson,0,The Courtship of Eddies Father,1969.0,The Promise (#1.22),Best Friend (Theme song),harry nilsson
2228,2228,941713,712911,Was hat die Zeit mit uns gemacht,Udo Lindenberg,2008,Verführung von Engeln,2000.0,,Über die Verführung von Engeln,udo lindenberg
2238,2238,149838,435260,Cloud on my Tongue,Tori Amos,1994,FM4 Radio Sessions: Tori Amos,2009.0,,Cloud on My Tongue,tori amos
2247,2247,762520,338929,Aya,Shigeru Umebayashi,0,Absurdistan,2008.0,,Aya,shigeru umebayashi
2268,2268,717754,1883,Too Funky,George Michael,1992,20 to 1,2005.0,TVs Funniest Neighbours (#10.5),Too Funky,george michael
2276,2276,612129,94356,Man Got To Do,Anthony B.,0,GMTV,1993.0,(2009-11-20),Youve Got The Love,anthony b. stephens+florence+the machine
2306,2306,88851,88268,Jolene,Dolly Parton,1974,Fern Britton Meets...,2009.0,Dolly Parton (#1.1),Jolene,dolly parton
2324,2324,448924,140547,Today Was A Fairytale,Taylor Swift,2010,Live from Studio Five,2009.0,(#1.93),Today Was a Fairytale,taylor swift
2331,2331,659224,152323,Dog Days Are Over (Demo),Florence + The Machine,2009,Mencaps Little Noise Sessions,2009.0,(2009-12-12),Dog Days Are Over,florence welch+isabella summers+florence+the machine
2339,2339,562657,436140,Good Rockin Tonight,Roy Brown,0,Fallout 4,2015.0,,Good Rockin Tonight,roy brown
2357,2357,865754,116838,Stand By Me,Ben E. King,1961,Idol stjörnuleit,2003.0,(#1.2),Stand By Me,ben e. king+jerry leiber+mike stoller+guðfinna hugrún grundfjörð
2368,2368,959541,144149,Longa Se Torna A Espera,Xutos & Pontapés,1984,Lua Vermelha,2010.0,(#1.32),Ai se ele cai,xutos e pontapés
2375,2375,719072,250651,Steal Away (LP Version),Robbie Dupree,0,The King of Queens,1998.0,Strike Out (#3.7),Steal Away,robbie dupree
2379,2379,247653,529984,Strip Polka,Andrews Sisters,0,Mafia II,2010.0,,STRIP POLKA,the andrews sisters
2404,2404,815507,340303,The Blues Had A Baby And They Named It Rock And Roll,Muddy Waters,1997,Adventures in Babysitting,1987.0,,Blues Had a Baby and They Named It Rock-n-Roll,muddy waters
2409,2409,948896,127810,Days Go By (Full Vocal Mix),Dirty Vegas,2001,Keen Eddie,2003.0,Citizen Cecil (#1.10),Days Go By,dirty vegas
2413,2413,519320,218786,Por Causa De Você_ Menina / Chove Chuva / Mas Que Nada,Jorge Ben,0,Som Brasil,2007.0,Jorge Ben Jor (#3.9),Chove Chuva,jorge ben jor+wilson simoninha
2423,2423,88851,293699,Jolene,Dolly Parton,1974,This Morning,1988.0,(2011-04-14),Jolene,dolly parton
2445,2445,325479,526832,Symphony No. 9 In D Minor_ Op. 125; lll Adagio Molto E Cantabile,Ludwig van Beethoven,0,Ludwig van Beethoven: Missa solemnis op. 123,1979.0,,Missa solemnis op. 123,ludwig van beethoven+anna tomowa-sintow+ruza baldani+eric tappy+josé van dam  with singverein der gesellschaft der musikfreunde wien+berliner philharmoniker
2450,2450,955631,49087,If I Had A Heart,Fever Ray,2008,Connected,2011.0,Brothers Keeper (#1.10)} {{SUSPENDED},If I Had A Heart,fever ray
2455,2455,658428,65430,Um Caso Raro,Pólo Norte,0,Deixa-me Amar,2007.0,(#1.137),Um caso raro,pólo norte
2460,2460,676515,234673,Strange Magic,Electric Light Orchestra,1975,That 70s Show,1998.0,Fez Dates Donna (#3.21),Strange Magic,jeff lynne+electric light orchestra
2462,2462,903360,234673,The magic of love,Russell Watson / Lionel Richie / Jay Berliner / Jeff Bova / Royal Philharmonic Orchestra / John Lubbock,0,That 70s Show,1998.0,Fez Dates Donna (#3.21),Strange Magic,jeff lynne+electric light orchestra
2470,2470,317521,245465,The Ride Of The Valkyries_ Op.wwv86b : Overture,Richard Wagner,0,The Fresh Beat Band,2009.0,Cool Pool Party (#3.4),Ride of the Valkyries,richard wagner
2478,2478,857561,526382,Poppy's Song,Big Muff,1998,Loving Jezebel,1999.0,,Poppys Song,big muff
2486,2486,869082,720804,Golden Years (1999 Digital Remaster),David Bowie,1976,What We Do Is Secret,2007.0,,Five Years,david bowie
2508,2508,417002,590446,Sed Ansiedad Y Hambre,Fruko Y Sus Tesos,0,Real Women Have Curves,2002.0,,La Suburban Y La Bronco,manuel aquino+fredy y sus norteños
2525,2525,856274,25240,Something For The Pain,Bon Jovi,1995,Beavis and Butt-Head,1993.0,Prank Call (#6.13),Something For the Pain,bon jovi
2532,2532,346168,644983,It's Money That I Love (LP Version),Randy Newman,1979,The 62nd Annual Academy Awards,1990.0,,I Love to See You Smile,randy newman
2533,2533,50937,644983,Falling In Love (LP Version),Randy Newman,1988,The 62nd Annual Academy Awards,1990.0,,I Love to See You Smile,randy newman
2539,2539,677475,644983,I Think It's Going To Rain Today (LP Version),Randy Newman,0,The 62nd Annual Academy Awards,1990.0,,I Love to See You Smile,randy newman
2552,2552,614791,13302,Y solo se me ocurre amarte (Unplugged),Alejandro Sanz,0,Amores verdaderos,2012.0,Enfermedad al descubierto (#1.25),No me compares,alejandro sanz
2570,2570,924990,35069,Tennessee Homesick Blues,Dolly Parton,1992,Bravo Profiles,1994.0,Dolly Parton: Diamond in a Rhinestone World,My Tennessee Mountain Home,dolly parton
2571,2571,706119,35069,Better Move It On Home,Porter Wagoner & Dolly Parton,2009,Bravo Profiles,1994.0,Dolly Parton: Diamond in a Rhinestone World,My Tennessee Mountain Home,dolly parton
2581,2581,325697,114668,Money I$ King,Lee Fields & The Expressions,2009,How to Make It in America,2010.0,Big in Japan (#1.5),Money I$ King,lee fields+the expressions
2582,2582,813103,90740,Galvanize (Album Version),The Chemical Brothers,2004,Formula 1: BBC Sport,2009.0,The Hungarian Grand Prix: Qualifying (#2.34),Galvanize,the chemical brothers
2595,2595,769202,523347,Serenata Huasteca,José Alfredo Jimenez;Acompañamiento Del Mariachi Vargas De Tecalitlan,0,Los cinco halcones,1962.0,,Serenata Huasteca,josé alfredo jiménez
2610,2610,459689,201488,Dancing Choose,TV On The Radio,2008,Saturday Night Live,1975.0,Bradley Cooper/TV on the Radio (#34.15),Dancing Choose,tv on the radio
2611,2611,373436,586286,Songs For Voice And Piano_ Op.49 (arr.for Orchestra): No.4 Lullaby,Johannes Brahms,0,Quackodile Tears,1962.0,,Brahms Lullaby,johannes brahms
2617,2617,746987,714253,But I Feel Good,Groove Armada,2002,Virgin Territory,2007.0,,But I Feel Good,groove armada
2644,2644,935696,113264,Night Train,Jimmy Forrest,1952,House M.D.,2004.0,Broken (#6.1),Night Train,jimmy forrest
2649,2649,217057,170147,Solsbury Hill (2002 Digital Remaster),Peter Gabriel,0,Ochéntame... otra vez,2014.0,¡Más música  por favor! (#3.9),Solsbury Hill,peter gabriel
2663,2663,325479,431770,Symphony No. 9 In D Minor_ Op. 125; lll Adagio Molto E Cantabile,Ludwig van Beethoven,0,Eroica,2003.0,,Symphony No. 3 in E-Flat Major (Eroica),ludwig van beethoven+orchestre révolutionnaire et romantique
2671,2671,191986,534175,Exodus,Bob Marley & The Wailers,2007,Marley,2012.0,,Exodus (Live),bob marley+the wailers
2672,2672,376368,477508,La Locura Que Todo Lo Cura,Luis Eduardo Aute,0,Humo y azar,2007.0,,Mojándolo todo,luis eduardo aute
2678,2678,864057,178326,Horse Warriors,Radar Brothers,2010,Parenthood,2010.0,These Are the Times We Live In (#6.7),Horse Down,radar brothers
2679,2679,740561,458789,Good Riddance - Time Of Your Life (Vocals Removed),Green Day Can You Rock Instructional,0,Green Day: Awesome As F**K,2011.0,,Know Your Enemy,green day
2680,2680,692919,458789,Know Your Enemy (Album Version),Green Day,2009,Green Day: Awesome As F**K,2011.0,,Know Your Enemy,green day
2684,2684,815775,111113,Cantata No. 80 A Mighty Fortress Is Our God BWV 80: Chorale_ Cantata No. 80 The Word of God will firm abide against our foes assailing,Johann Sebastian Bach,0,Histoire dun instrument,1962.0,Lharmonica,Brandenburg Concerto No2 in F Major BWV 1047  movement 1,johann sebastian bach
2686,2686,247188,111113,Mass in B Minor BWV 232: Gratias Agimus,Johann Sebastian Bach,0,Histoire dun instrument,1962.0,Lharmonica,Brandenburg Concerto No2 in F Major BWV 1047  movement 1,johann sebastian bach
2687,2687,683895,111113,Brandenburgisches Konzert Nr.1 BWV  1046 - Allegro,Johann Sebastian Bach,0,Histoire dun instrument,1962.0,Lharmonica,Brandenburg Concerto No2 in F Major BWV 1047  movement 1,johann sebastian bach
2690,2690,753265,111113,Trio C-Moll für Flauto Traverso Violine_ Violoncello und Cembalo aus dem 'Musikalischen Opfer' BWV 1,Johann Sebastian Bach,0,Histoire dun instrument,1962.0,Lharmonica,Brandenburg Concerto No2 in F Major BWV 1047  movement 1,johann sebastian bach
2691,2691,383577,111113,Brandenburgisches Konzert Nr.1  BWV  1046 - Adagio,Johann Sebastian Bach,0,Histoire dun instrument,1962.0,Lharmonica,Brandenburg Concerto No2 in F Major BWV 1047  movement 1,johann sebastian bach
2694,2694,186186,85348,Big Time (2002 Digital Remaster),Peter Gabriel,0,Everybody Hates Chris,2005.0,Everybody Hates Varsity Jackets (#4.12),Big Time,peter gabriel
2704,2704,192435,22897,Summer In Monterey,Brian Wilson And Van Dyke Parks,1995,Barbary Coast,1975.0,Irish Luck (#1.6),Tis the Last Rose of Summer,thomas moore+conny van dyke
2709,2709,767443,22897,Tokyo Rose (Album Version),Van Dyke Parks,1989,Barbary Coast,1975.0,Irish Luck (#1.6),Tis the Last Rose of Summer,thomas moore+conny van dyke
2713,2713,798089,252364,Love Theme,The Boston Pops Orchestra / John Williams,0,The Looney Tunes Show,2011.0,Best Friends (#1.1),Theme from _Superman (1978)_ (qv),john williams
2715,2715,190131,252364,Love Theme [A Summer Place,The Boston Pops Orchestra / John Williams,0,The Looney Tunes Show,2011.0,Best Friends (#1.1),Theme from _Superman (1978)_ (qv),john williams
2721,2721,790878,252364,Main Theme [The Pink Panther],The Boston Pops Orchestra / John Williams,0,The Looney Tunes Show,2011.0,Best Friends (#1.1),Theme from _Superman (1978)_ (qv),john williams
2724,2724,712305,252364,New York_ New York (Main Theme),The Boston Pops Orchestra / John Williams,0,The Looney Tunes Show,2011.0,Best Friends (#1.1),Theme from _Superman (1978)_ (qv),john williams
2731,2731,789020,610640,Theme From Shaft,Isaac Hayes,1972,Shaft,1971.0,,Shaft Strikes Again,isaac hayes
2733,2733,177131,562983,Gritty Shaker,David Holmes,1997,Oceans Eleven,2001.0,,Gritty Shaker,david holmes
2740,2740,895587,152134,Soft Wolf Tread,Grant Lee Buffalo,1993,Men in Trees,2006.0,No Man Is an Iceland (#2.3),Soft Asylum,grant lee phillips
2745,2745,948620,654998,Skip To My Lou,Old Town School of Folk Music,0,The Curious Puppy,1939.0,,Der Deitchers Dog (Oh Where  Oh Where Has My Little Dog Gone),music from the german folk song zu lauterbach hab i mein strumpf velorn
2759,2759,747761,595770,The Four Seasons - Winter - Allegro,Antonio Vivaldi,1998,Riviera,1987.0,,The Four Seasons,antonio vivaldi
2762,2762,570972,595770,The Four Seasons - Spring - Allegro,Antonio Vivaldi,1989,Riviera,1987.0,,The Four Seasons,antonio vivaldi
2769,2769,586056,249949,This Great Big Empty Room,Jerry Reed,1999,The Johnny Cash Show,1969.0,(#1.3),This Thing Called Love,jerry reed
2775,2775,492512,478079,Between The Eyes (Album),Love Battery,1990,Hype!,1996.0,,Between the Eyes,love battery
2821,2821,345037,682813,Driving Miss Daisy - End Title,Hans Zimmer,0,The Sandbox,2005.0,,Idylls End,hans zimmer
2829,2829,687037,544422,Axel F,Harold Faltermeyer,1984,Monsters vs. Aliens,2009.0,,Axel F,harold faltermeyer
2853,2853,626199,298722,Whenever You Want My Love,The Real Thing / The Real Thing,1978,Top of the Pops,1964.0,(1976-06-24),You To Me Are Everything,ken gold+michael denne+the real thing
2861,2861,872414,121118,Voodoo Child,Rogue Traders,2005,International Test Series 2015,2015.0,England vs. New Zealand: Match 2 (#1.3),Voodoo Child,rogue traders
2863,2863,934552,47660,Unwritten,Natasha Bedingfield,2004,Cold Case,2003.0,Running Around (#5.3),Unwritten,natasha bedingfield
2867,2867,940604,663996,When The Going Gets Tough_ The Tough Get Going,Billy Ocean,2004,The Hand of God: 30 Years On,2016.0,,When the Going Gets Tough  the Tough Get Going,billy ocean
2871,2871,730014,364814,Bengang,Paul Kalkbrenner,2008,Berlin Calling,2008.0,,Bengang,paul kalkbrenner
2872,2872,955775,255768,Gonna Make You Sweat (Everybody Dance Now),C & C Music Factory,0,The Mentalist,2008.0,Rose-Colored Glasses (#2.11),Gonna Make You Sweat (Everybody Dance Now),robert clivillés+freedom williams+c.c. music factory
2875,2875,787503,255768,Gonna Make You Sweat  (Everybody Dance Now),C & C Music Factory Feat. Freedom Williams,0,The Mentalist,2008.0,Rose-Colored Glasses (#2.11),Gonna Make You Sweat (Everybody Dance Now),robert clivillés+freedom williams+c.c. music factory
2876,2876,494882,255768,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory (Presenting Freedom Williams),0,The Mentalist,2008.0,Rose-Colored Glasses (#2.11),Gonna Make You Sweat (Everybody Dance Now),robert clivillés+freedom williams+c.c. music factory
2877,2877,292655,206219,Talkin' Bout A Revolution (LP Version),Tracy Chapman,1988,Servants: The True Story of Life Below Stairs,2012.0,Class War (#1.2),Talkin Bout A Revolution,tracy chapman
2884,2884,309696,341787,Onde Te Vais Esconder,Pedro Abrunhosa,1999,Akasha,2001.0,,Onde Te Vais Esconder,pedro abrunhosa / pedro abrunhosa+pedro abrunhosa e os bandemonio
2885,2885,351816,340334,Dark Side (LP Version),The Shadows Of Knight,0,Adventures in the Sin Bin,2012.0,,Dark Side,the shadows of knight
2887,2887,936665,24667,I'll Sail This Ship Alone,The Beautiful South,1989,Beach Boys,1997.0,(#1.11),Ill Sail This Ship Alone,the beautiful south
2896,2896,510266,180608,Ain't No Sunshine,Bill Withers,1971,Perception,2012.0,Nemesis (#1.7),Aint No Sunshine,bill withers
2899,2899,706399,572016,Wagner: Tristan und Isolde: Frisch weht der Wind der Heimat zu,Richard Wagner,0,Parole de flic,1985.0,,Tristan et Iseult,richard wagner
2903,2903,956762,572016,Wagner: Tristan und Isolde: Auf! Auf! Ihr Frauen!,Richard Wagner,0,Parole de flic,1985.0,,Tristan et Iseult,richard wagner
2908,2908,338777,516918,Words Get In The Way,Miami Sound Machine,1985,Let It Be Me,1995.0,,Get On Your Feet,john defaria+jorge casas+gloria estefan+the miami sound machine
2911,2911,429186,25318,Girls Aint Nuthin But Trouble,Jazzy Jeff Andthe Fresh Prince,0,Beavis and Butt-Head,1993.0,Sporting Goods (#3.25),Girls Aint Nothin But Trouble,dj jazzy jeff+the fresh prince
2912,2912,318781,494646,Junkyard,Alex Chilton,1987,Judas Kiss,1998.0,,Junkyard,alex chilton
2928,2928,948402,256941,Love Disease ( Remastered 97' Version ),The Paul Butterfield Blues Band,1969,The Muppet Show,1976.0,Paul Williams (#1.8),Just An Old Fashioned Love Song,paul williams+paul williams muppet likenesses  ) with the gogolala jubilee jug band
2951,2951,658855,611872,Free,Cat Power,2003,Shes Beautiful When Shes Angry,2014.0,,Free,cat power
2963,2963,753265,14944,Trio C-Moll für Flauto Traverso Violine_ Violoncello und Cembalo aus dem 'Musikalischen Opfer' BWV 1,Johann Sebastian Bach,0,Anke hat Zeit,2013.0,(#1.1),Suite Nr. 1 G-Dur  BMV 1007 3. Courante,johann sebastian bach+nils mönkemeyer
2969,2969,333875,54326,Stayin' Alive [Live - Las Vegas 1997] (Album Version),Bee Gees,1998,Cuéntame,2001.0,Las dos comuniones de María Alcántara (#12.1),Staying Alive,barry gibb+robin gibb+maurice gibb+the bee gees
2981,2981,957959,260961,Two Sides To Every Story,Dolly Parton and Porter Wagoner,0,The Porter Wagoner Show,1961.0,(#1.561),The Sun Dont Shine (On The Same Dog Every Day),porter wagoner
2989,2989,699422,702621,Grítenme Piedras Del Campo,Cuco Sánchez,0,Tres valientes camaradas,1956.0,,Gritenme Piedras del Campo,cuco sánchez
2998,2998,805760,407103,Johnny B. Goode,Chuck Berry,1958,De Zeemeerman,1996.0,,Johnny B. Goode,chuck berry
3008,3008,950936,444523,So In Love,Cole Porter,1949,Frantic,1988.0,,I Love Paris,cole porter
3011,3011,35416,708626,Night And Day,Oscar Peterson Trio,0,Under the Tuscan Sun,2003.0,,Saturday Night (Is the Loneliest Night in the Week),sammy cahn+jule styne+the oscar peterson trio
3026,3026,476432,584369,Take My Heart (You Can Have It If You Want It),Kool & The Gang,1994,Prête-moi ta main,2006.0,,Take My Heart (You Can Have It If You Want It),claydes smith+j.t. taylor+george funky brown+robert kool bell+ronald bell+kool+the gang
3027,3027,206562,521348,White Rose Parade,Lady Of The Sunshine,2009,Lizzie Borden Took an Ax,2014.0,,White Rose Parade,lady of the sunshine
3029,3029,899961,304545,Yo Se De Una Mujer,Joan Manuel Serrat,0,Totes aquelles cançons,2004.0,1976-1979: Es fa llarg esperar (#1.12),Quasi una dona,joan manuel serrat
3043,3043,657321,707366,Fina Estampa,Chabuca Granda,0,Un gallo con espolones (Operación ñongos),1964.0,,Fina Estampa,chabuca granda
3045,3045,405528,187711,Prison Break - Main Title Season 3,Ramin Djawadi,0,Prison Break,2005.0,Riots  Drills and the Devil: Part 2 (#1.7),Main Titles,ramin djawadi
3056,3056,45719,285506,Bridal Chorus,Richard Wagner / Otto Sieben,1991,The Wonder Years,1988.0,Scenes from a Wedding (#6.3),Bridal Chorus,richard wagner
3062,3062,240489,446224,Louie Louie,Richard Berry,0,Fright Night Part 2,1988.0,,Louie  Louie,richard berry
3063,3063,961401,327157,Canon And Gigue For Strings In D Major,Johann Pachelbel,0,13 Going on 30,2004.0,,Canon in D,johann pachelbel
3069,3069,291773,2559,The Love That You Had (LP Version),Tracy Chapman,1992,30 Rock,2006.0,Pilot (#1.1),Love Is a Battlefield,tracy morgan+holly knight+mike chapman
3071,3071,366033,150955,The Right Kind Of Love (LP Version),Jeremy Jordan,1993,Melrose Place,1992.0,Bye Bye Billy (#1.24),The Right Kind of Love,jeremy jordan
3072,3072,715583,351761,Melodías Vibradoras (Remix),El Otro Yo,1999,Apariencias,2000.0,,Melodias vibradoras,el otro yo
3073,3073,877696,569494,Roadrunner,The Modern Lovers,1976,PCU,1994.0,,Roadrunner,jonathan richman+the modern lovers
3106,3106,344072,502099,The Nutcracker Op.71-atto 2 - Chinese Dance,Pyotr Il'yich Tchaikovsky,0,Kirsties Crafty Christmas,2013.0,,Dance of the Sugar Plum Fairy,pyotr ilyich tchaikovsky
3117,3117,784494,575216,Being Boring (Live),Pet Shop Boys,2000,Pet Shop Boys: A Life in Pop,2006.0,,Being boring,neil tennant+chris lowe+pet shop boys
3133,3133,569479,98249,Jack The Ripper (2010 Digital Remaster),Nick Cave & The Bad Seeds,0,Glastonbury Festival,1998.0,2013,Jack the Ripper,nick cave+the bad seeds
3143,3143,556778,536654,Bad For Good,Jim Steinman,1981,Meat Loaf: Live with the Melbourne Symphony Orchestra,2004.0,,Two Out Of Three Aint Bad,jim steinman
3146,3146,153685,101307,Sugar,Peggy Lee,1991,Gotham,2014.0,Rise of the Villains: By Fire (#2.6),Sugar (That Sugar Baby o Mine),peggy lee
3149,3149,676894,101307,Baby Don't Be Mad At Me,Peggy Lee,0,Gotham,2014.0,Rise of the Villains: By Fire (#2.6),Sugar (That Sugar Baby o Mine),peggy lee
3152,3152,501446,101307,Baby_ Don't Be Mad At Me,Peggy Lee,0,Gotham,2014.0,Rise of the Villains: By Fire (#2.6),Sugar (That Sugar Baby o Mine),peggy lee
3154,3154,334196,472214,Real American,Rick Derringer,0,Hollywood Hulk Hogan: Hulk Still Rules,2002.0,,Real American,rick derringer
3159,3159,317521,566453,The Ride Of The Valkyries_ Op.wwv86b : Overture,Richard Wagner,0,One  Two  Three,1961.0,,Ride of the Valkyries,richard wagner
3175,3175,841629,83804,1st Things 1st,Phantom Planet,2004,Entourage,2004.0,The Script and the Sherpa (#1.5),1st Things 1st,phantom planet
3176,3176,910939,480387,Legata A Un Granello Di Sabbia,Nico Fidenco,1997,I maniaci,1964.0,,Cosa rimane alla fine di un amore,nico fidenco
3182,3182,160910,727401,Snow [Hey Oh] (Album Version),Red Hot Chili Peppers,0,WrestleMania XXIV,2008.0,,Snow ((Hey Oh)),red hot chili peppers
3192,3192,956974,171688,Butterfly Bleu (LP Version),Iron Butterfly,1970,One Hit Wonderland,2012.0,In-A-Gadda-Da-Vida by Iron Butterfly (#2.10),Butterfly Bleu,iron butterfly
3200,3200,896245,103656,Your Song,Kate Walsh,2007,Greys Anatomy,2005.0,The Other Side of This Life: Part 2 (#3.23),Your Song,kate walsh
3213,3213,550933,312713,The Christmas Song (Merry Christmas To You),The King Cole Trio,0,Veronica Mars,2004.0,One Angry Veronica (#2.10),The Christmas Song,nat king cole
3219,3219,226503,312713,The Christmas Song,Nat King Cole,1986,Veronica Mars,2004.0,One Angry Veronica (#2.10),The Christmas Song,nat king cole
3232,3232,755503,680180,When I'm Cleaning Windows,George Formby,1989,The Queen of Shebas Pearls,2004.0,,When Im Cleaning Windows,george formby
3239,3239,900693,684409,If U Seek Amy,Britney Spears,2008,The Singles Collection: Bonus DVD,2009.0,,If U Seek Amy,britney spears
3247,3247,940850,84861,Don't You (Forget About Me) (Live),Simple Minds,1988,Eureka,2006.0,Your Face or Mine (#3.10),Dont You (Forget About Me),simple minds
3263,3263,564531,505339,Peer Gyant Suite No. 2_ Op. 55 Solveij's Lied,Edvard Grieg,0,Lannée de léveil,1991.0,,Lyric Suite - Bell Ringing Andante,edvard grieg
3266,3266,317521,535732,The Ride Of The Valkyries_ Op.wwv86b : Overture,Richard Wagner,0,Maximum Overdrive,1986.0,,Ride of the Valkyries,richard wagner
3278,3278,722722,127306,Redemption Day,Sheryl Crow,1996,Katie,2012.0,(#1.104),This Day,sheryl crow
3289,3289,633681,659929,The Lady Is A Tramp,Frank Sinatra_ Dean Martin & Sammy Davis Jr,0,The First 40 Years,1980.0,,The Lady Is a Tramp,richard rodgers+sammy davis jr.
3291,3291,828551,22587,Heartbreaker,Pat Benatar,1979,Bandstand,1952.0,(#23.15),Heartbreaker,pat benatar
3296,3296,790270,489100,Blue Moon,Dave's True Story,0,Jack Goes Boating,2010.0,,Blue Moon,lorenz hart+richard rodgers+daves true story
3299,3299,876136,245537,Theme 1,Van Der Graaf Generator,2000,The Fresh Beat Band,2009.0,Hippity Hop (#1.7),The Fresh Beat Band Theme,scott kraft+nadine van der velde+the fresh beat band
3301,3301,272815,282014,The Perfect Year,Dina Carroll,1994,The Video Pool,1984.0,(#1.150),The Perfect Year,dina carroll
3307,3307,432899,717973,Take the Skinheads Bowling,Camper Van Beethoven,1985,Wasting Away,2007.0,,Take the Skinheads Bowling,camper van beethoven
3319,3319,924279,365706,War Profiteering Is Killing Us All,The Suicide Machines,2005,Better Off Undead,2007.0,,War Profiteering Is Killing Us All,the suicide machines
3328,3328,946992,216323,Magic Carpet Ride (RIP Groove Remix),Mighty Dub Katz,0,So You Think You Can Dance,2005.0,1 of 8 Voted Off (#7.13),Magic Carpet Ride,mighty dub katz
3337,3337,789020,109356,Theme From Shaft,Isaac Hayes,1972,Het is weer zo laat!,1978.0,De vieze deur (#1.6),Theme from Shaft,isaac hayes
3340,3340,928096,144278,Morfina,Mundo Cão,2006,Lua Vermelha,2010.0,(#1.339),Morfina,mundo cão
3341,3341,946327,43296,Do What U Like (Dave Aude Club Remix),Bad Boy Bill,0,Castle,2009.0,When the Bough Breaks (#2.5),Do What U Like (feat. Alyssa Palmer),bad boy bill
3347,3347,519256,716018,Pieces (Album Version),Dark new Day,0,WWE SmackDown! vs. RAW 2006,2005.0,,Pieces,dark new day+arrangement with warner music group video game licensing
3351,3351,182912,213259,I Saw The Light,Todd Rundgren,1972,Six Feet Under,2001.0,Death Works Overtime (#3.11),I Saw the Light,todd rundgren
3362,3362,69828,28021,E agora que estou sem ti,Tony Carreira,2008,Belmonte,2013.0,(#1.33),E Agora Tu Vais (Vais Deixar a Minha Vida),tony carreira
3363,3363,907007,28021,Como É Que Tu Vais,Tony Carreira,0,Belmonte,2013.0,(#1.33),E Agora Tu Vais (Vais Deixar a Minha Vida),tony carreira
3366,3366,590108,174070,Float On,Modest Mouse,2003,One Tree Hill,2003.0,Truth Doesnt Make a Noise (#2.2),Float On,modest mouse
3367,3367,265969,167579,Verano fatal,Nacho Vegas & Christina Rosenvinge,2007,No disparen al pianista,2007.0,(#1.9),Verano fatal,christina rosenvinge+nacho vegas
3368,3368,815775,363165,Cantata No. 80 A Mighty Fortress Is Our God BWV 80: Chorale_ Cantata No. 80 The Word of God will firm abide against our foes assailing,Johann Sebastian Bach,0,Bee Season,2005.0,,Partita in D Minor BWV 1004 Chaccone,johann sebastian bach+timothy fain
3370,3370,247188,363165,Mass in B Minor BWV 232: Gratias Agimus,Johann Sebastian Bach,0,Bee Season,2005.0,,Partita in D Minor BWV 1004 Chaccone,johann sebastian bach+timothy fain
3371,3371,683895,363165,Brandenburgisches Konzert Nr.1 BWV  1046 - Allegro,Johann Sebastian Bach,0,Bee Season,2005.0,,Partita in D Minor BWV 1004 Chaccone,johann sebastian bach+timothy fain
3373,3373,753265,363165,Trio C-Moll für Flauto Traverso Violine_ Violoncello und Cembalo aus dem 'Musikalischen Opfer' BWV 1,Johann Sebastian Bach,0,Bee Season,2005.0,,Partita in D Minor BWV 1004 Chaccone,johann sebastian bach+timothy fain
