,Unnamed: 0,_id,ltable_id,rtable_id,ltable_title,ltable_artist_name,ltable_year,rtable_title,rtable_year,rtable_episode,rtable_song,rtable_artists
1017000,1017000,1017000,338586,439263,Tainted Love,My Ruin,1999,Filthy Gorgeous: The Trannyshack Story,2005.0,,I Love Rock And Roll,jake hooker+alan merrill+joan jett+the blackhearts
1023994,1023994,1023994,340989,203179,We Will Rock You (Live),Queen + Paul Rodgers,0,Saturday Night Live,1975.0,Sissy Spacek/Richard Baskin (#2.16),One  I Love You,richard baskin+sissy spacek
1038606,1038606,1038606,347426,371991,Closer To You,Brett Dennen,2008,Blue Valentine,2010.0,,You Always Hurt the One You Love,doris fisher+allan roberts+ryan gosling
1043417,1043417,1043417,349337,434421,Written off,The Blue Bloods,2004,Exit Wounds,2001.0,,Off Da Chain Daddy,drag-on+a. smith+k. davis+aja
1044259,1044259,1044259,349534,254422,Awakening Of Pleasant Feelings Upon Arriving In Th,Charles MacKerras/ London Philharmonic,0,The Match Game,1962.0,(#1.66),A Swingin Safari (The Theme of The Match Game),bert kaempfert
1045078,1045078,1045078,349633,548099,Chain Of Fools,The Commitments,1991,Murder Most Likely,1999.0,,Out of the Darkness,earl johnson+buzz shearman+david moxness
1047180,1047180,1047180,350697,486288,Song of the Sea,Tunng,2005,Invasion: UFO,1974.0,,Dawn of an Era,francis monkman
1050592,1050592,1050592,351680,645429,Medley: Who - My Heart Stood Still - Three Little Words - Dig Down Deep,Tommy Dorsey & His Orchestra,0,The 90s: Ten Years That Changed the World,2015.0,,Smack My Bitch Up,liam howlett+ced-gee+t.r. love+moe love+kool keith+the prodigy
1058836,1058836,1058836,353792,592959,Come Along ft. Tiye Phoenix,Dynas,0,Rest Stop: Dont Look Back,2008.0,,Come On,jonah johnson+richard pookie woods+blackcowboy
1059670,1059670,1059670,354141,163813,Menuet From String Quintet No. 5 In E Major_ Op. 13,Luigi Boccherini,0,Mystery Science Theater 3000,1988.0,The Undead (#9.6),I Caint Say No,richard rodgers+kevin murphy
1062636,1062636,1062636,355486,463515,Tintarella Di Luna,Bob Azzam,0,Happily Buried,1939.0,,Id Rather Have You,bob wright+chet forrest+john hubbard
1063301,1063301,1063301,355748,568901,Still Desire You,Melanie Doane,2002,Out to Kill,2014.0,,You Dont Know How Hard,tom goss+liz deroche
1065502,1065502,1065502,356619,577061,It Wasn't That I Had To,Jim Lauderdale,2006,Pink Angels,1972.0,,Everything I Need ,errol sober
1072426,1072426,1072426,358694,78540,Don't Let Me Be The Last To Know,Britney Spears,1999,EastEnders,1985.0,(2001-01-29),Fill Me In,craig david
1080032,1080032,1080032,361657,504732,C'est La Vie (Maurice Joshua Album Vers),Kim English,0,Kvinnorna kring Larsson,1934.0,,La Source,lÌ©o delibes
1086373,1086373,1086373,363150,267221,Be My Girl (1991 Digital Remaster),The Lettermen,0,The Simpsons,1989.0,A Streetcar Named Marge (#4.2),I Thought My Life Would Be a Mardi Gras,jeff martin+julie kavner
1093229,1093229,1093229,365379,488726,Even Cowgirls Get The Blues,RODNEY CROWELL,1993,Jai faim!!!,2001.0,,Dawn Blues,david lindup
1100678,1100678,1100678,368020,389435,Don't You Worry,Cecil Grant,0,Checking In,2014.0,,Waiting Around For You,sandy stanton
1109983,1109983,1109983,371122,338734,Boy Scouts of America by John Philip Sousa,Dj Balli,0,Above the Rim,1994.0,,Stick Em Up,the beastie boys+adam horovitz  / adam yauch  / mike d   / dj hurricane
1114209,1114209,1114209,371896,291342,'T Is Nooit Te Laat,Rob De Nijs,1992,The Young and the Restless,1973.0,(#1.8328),Nadias Theme,barry de vorzon+perry botkin jr.
1114457,1114457,1114457,372009,626966,Drop It Like It's Hot (feat. Lil Wayne & Loco),Yung Berg feat. Lil Wayne & Loco,0,Springtime in the Rockies,1942.0,,I  Yi  Yi  Yi  Yi (I Like You Very Much),harry warren
1115457,1115457,1115457,372486,44198,Basic Thugonomics,John Cena,2004,Champs-ElysÌ©es,1982.0,(2012-03-10),All That Jazz,john kander+sofia essaÌødi
1119190,1119190,1119190,374317,87410,I Need You Now,Joni James,0,Fame,1982.0,Whos Afraid of the Big Bad Wolf? (#4.21),The Child in Me,james patrick dunne+valerie landsburg
1130536,1130536,1130536,377726,535275,Sometimes I Think You Know Me Better Than I Know Myself,Television Personalities,2003,Matilda,,,When I Grow Up (Reprise),tim minchin
1142708,1142708,1142708,382766,124327,Hey Ma,Cam'Ron / Juelz Santana / Freekey Zeekey / Toya,2003,Jessie,2011.0,Evil Times Two (#1.19),Hey Jessie,debby ryan
1151077,1151077,1151077,386438,580772,Full Moon Tonight,Zarabanda,0,Porkys Spring Planting,1938.0,,Bob White (Whatcha Gonna Swing Tonight?),bernard hanighen
1153926,1153926,1153926,387450,254155,Baganda / Dance of Life,Xcultures,2000,The Marty Stuart Show,2008.0,The Kentucky Headhunters  Lorrie Bennett and Pastor Evelyn Hubbard (#5.3),He Was a Friend of Mine,marty stuart+the fabulous superlatives
1157899,1157899,1157899,388562,143795,SÌ_ Se Vive Uma Vez (Emma),Wanessa,0,Lua Vermelha,2010.0,(#1.267),Ai se ele cai,xutos e pontapÌ©s
1161812,1161812,1161812,390236,443818,When The War Is Over,Long John Baldry,0,Four Weddings and a Funeral,1994.0,,Walking Back to Happiness,john schroeder    / mike hawker
1169012,1169012,1169012,391905,712909,You Oughta Know,The Killing Moon,2006,VerfÌ_hrung fÌ_r AnfÌ_nger,2005.0,,Just For You,lionel richie+paul barry+mark taylor
1179777,1179777,1179777,395543,193812,Do You Know What I'm Seeing? (Album Version),Panic At The Disco,2008,Red Band Society,2014.0,Pilot (#1.1),Stuck in the Middle With You,gerry rafferty+joe egan+stealers wheel
1184126,1184126,1184126,397137,327688,Gentleman Friend,The George Shearing Quintet with Nancy Wilson,0,1969,1988.0,,Goin up the Country,canned heat+alan wilson
1210110,1210110,1210110,403236,435566,Las gafas de Mike (Version maqueta),Quique Gonzalez,0,Fado Corrido,1964.0,,Estranha Forma de Vida,jorge brum do canto+amÌÁlia rodrigues
1210567,1210567,1210567,403387,215318,Last Night I Dreamed You Didn't Love Me,The Tragically Hip,2006,Smash,2012.0,Hell on Earth (#1.9),The Higher You Get  the Farther the Fall,marc shaiman+scott wittman+norbert leo butz+the cast of heaven on earth
1217070,1217070,1217070,404872,674741,Future Love,Frank McComb,2001,The Music Never Stopped,2011.0,,Mannequins In Love,marc ferrari+william joseph martin
1225544,1225544,1225544,407436,451284,He Ain't as Black as He's Painted,Billy Ocean,0,Ghost Dog: The Way of the Samurai,1999.0,,Armagideon Time,willie williams+coxsone dodd+arrangement with ocean park music group
1227060,1227060,1227060,407742,480913,Son Of Sam,Silver,0,Im Not There.,2007.0,,Sad-Eyed Lady of the Lowlands,bob dylan+arrangement with sony bmg music entertainment
1227807,1227807,1227807,407831,692650,Pledging My Love,Marvin Gaye / Diana Ross,0,The Year Dolly Parton Was My Mom,2011.0,,Love Is Like a Butterfly,dolly parton
1230077,1230077,1230077,408690,620954,I Go Crazy,The Yardbirds,0,Soft Drinks and Sweet Music,1934.0,,Do I Know What Im Doing?,sanford green+sylvia froos
1231585,1231585,1231585,409396,569420,You'll Lose A Precious Love,The Uniques,0,P.S. I Love You,1981.0,,P.S. I Love You,sharon cuneta
1233055,1233055,1233055,410030,683935,Me And My Black Metal Friends,Atom And His Package,1997,The Ship from Shanghai,1930.0,,You Were Meant For Me,nacio herb brown+conrad nagel  aboard the yacht
1239961,1239961,1239961,412273,239905,Did You Ever See A Dream Walking?,Bing Crosby,1992,The Bold and the Beautiful,1987.0,(#1.5132),Fading Into You,constantine maroulis
1244478,1244478,1244478,413548,320657,Because Of You,Heatbeat,0,Wonders of the Universe,2011.0,Destiny (#1.1),Wonders of the Universe,sheridan tongue
1254584,1254584,1254584,416297,89512,Not Like You Do (Album Version),Norman Brown,0,Fish Hooks,2010.0,All Fins On Deck/Cattlefish  Ho! (#2.24),I Like You,jody whitesides+robert navarro
1254748,1254748,1254748,416297,262406,Not Like You Do (Album Version),Norman Brown,0,The Puzzle Place,1994.0,Rudy One (#1.6),You Cant Say That,richard schotter+stephen horelick+alice dinnean+noel macneal+peter linz+jim martin+alison mork+carmen osbahr+drew massey
1255925,1255925,1255925,417059,319647,Wise Up Sucker,Pop Will Eat Itself,2009,Wimbledon,1937.0,2014: Day 2  Part 2 (#72.4),Spice Up Your Life,spice girls+richard stannard+matt rowe
1256962,1256962,1256962,417609,541376,The Foot Of The Cross,Beloved,0,Mind Games,1989.0,,The Writing of the Wall,david campbell+raven kane+mary apick
1262932,1262932,1262932,419466,477748,I Got Ants In My Pants_ Part 1,James Brown,0,Hunting for Herschell,2003.0,,Suite Hunting,j. michael james
1270143,1270143,1270143,421559,70124,I Got A Line On You,The Jeff Healey Band,1995,Die Harald Schmidt Show,2011.0,(#1.25),If I Had a Gun... (Live),noel gallagher+noel gallaghers high flying birds
1276243,1276243,1276243,422688,397787,Little Did I Know,Zoegirl,2000,Consenting Adults,1992.0,,I Wanna Piece Of The Party,
1282561,1282561,1282561,425256,135756,I'll Get By (As Long As I Have You),Harry James And His Orchestra,2006,Late Show with David Letterman,1993.0,(#19.4),What the World Needs Now Is Love,burt bacharach+the cbs orchestra
1340970,1340970,1340970,445363,466968,(I'm Gonna Live Some) Before I Die,Faron Young,0,Heaven Help Us,1985.0,,I Cant Help Myself,lamont dozier+brian holland+eddie holland+the four tops
1346746,1346746,1346746,447716,501069,Gaspard de la Nuit: II. Le Gibet,Maurice Ravel,1989,Killing Zoe,1993.0,,La Chansonnette,philippe-gÌ©rard
1351830,1351830,1351830,449449,539803,Cool way of living,Nasty Idols,0,Michael,1996.0,,Sittin By the Side of the Road,teresa james+terry wilson+andie macdowell
1356934,1356934,1356934,450276,90568,Hate That I Love You,Rihanna / David Bisbal,2007,Forever,2014.0,The Art of Murder (#1.4),My One and Only Love,guy wood+robert mellin+ella fitzgerald
1358522,1358522,1358522,450939,615256,Impregnated Tidbits of Dope Hits,Speech,0,Silver Dollar,1932.0,,Columbia  the Gem of the Ocean,david t. shaw
1363308,1363308,1363308,452129,237375,New Game,Wakefield,2005,The Beatles Anthology,1995.0,,Whats the New Mary Jane,john lennon+paul mccartney+the beatles
1364189,1364189,1364189,452444,390591,Positions of Strength,Heiruspecs,0,Children on Their Birthdays,2002.0,,Dear Mother of Mine,j.d. hinton+ross vannelli+ritch brinkley+john judd+paul quaintance+joe van slyke
1365060,1365060,1365060,452711,281879,Jon Anderson Solo - Time And A Word / Owner Of A Lonely Heart / Teakbois,Anderson Bruford Wakeman Howe,0,The Vampire Diaries,2009.0,We All Go a Little Mad Sometimes (#4.6),The Thread of the Thing,fay wolf
1370953,1370953,1370953,454798,248480,She Sang a Song of Norway,Volcano the Bear,2000,The Hollywood Squares,1965.0,(#2.46),The Silly Song (Were THE HOLLYWOOD SQUARES),james jimmie haskell
1380292,1380292,1380292,457774,270082,I Am The Mercury,Jimmie Spheeris,0,The Sopranos,1999.0,Pilot (#1.1),No More I Love Yous,david freeman+joseph hughes+annie lennox
1384705,1384705,1384705,459416,57877,Don't Say You Love Me (2009 Digital Remaster),Erasure,0,Dancing with the Stars,2004.0,2009 Semi-Final (#9.9),Bring Me To Life,amy lee+david hodges+ben moody
1390065,1390065,1390065,460912,398404,Inn I Slottet Fra Droemmen,Burzum,1994,Cop Land,1997.0,,I Cant Quit,robert cray+the robert cray band+arrangement with polygram film+tv licensing
1395223,1395223,1395223,462378,278881,Drive Me Crazy,Zebra,1984,The Tonight Show with Jay Leno,1992.0,(#20.74),Kiss Me Slowly,will anderson+dave haywood+charles kelley+parachute
1410808,1410808,1410808,469009,47592,Amazing Grace / Sweet Rivers of Redeeming Love (medley),The Ritchie Family,0,Cold Case,2003.0,Offender (#4.19),Bizarre Love Triangle,new order
1412003,1412003,1412003,469785,480913,Persistence of Memory,Afro Celt Sound System,2001,Im Not There.,2007.0,,Sad-Eyed Lady of the Lowlands,bob dylan+arrangement with sony bmg music entertainment
1418687,1418687,1418687,471580,373116,Medley: Papa's Got A Brand New Bag / I Got You (I Feel Good) / I Got The Feelin',James Brown / The J.B.'s,0,Bomber,2009.0,,Feel Good About It,erik sunbring+jacob lind+marching band
1424127,1424127,1424127,472890,663595,I Wanna Be Your Man,Young Deenay,1998,The Grey Hounded Hare,1949.0,,I Go For You,m.k. jerome+kim gannon
1426631,1426631,1426631,473511,171851,Your Best Hits,The Big Screen,2005,One Hit Wonderland,2012.0,Party All the Time by Eddie Murphy (#2.1),Boogie in Your Butt,eddie murphy+david wolfert
1433034,1433034,1433034,474827,732788,Beautiful Life,The Studio Sound Ensemble,0,Zorro Rides Again,1937.0,,A BEAUTIFUL SHADE OF BLUE,walter hirsch+lou handman
1438797,1438797,1438797,476881,492630,House of 1000 Corpses (Bonus Track),Zombie Girl,0,Jobs,2013.0,,House Of The Rising Sun,the brymers
1450596,1450596,1450596,480562,727560,Deeper Shade of Blue,Walter Trout,0,Wrong Side of Town,2010.0,,The Wrong Side of Town (Main Titles),dhana taprogge+greg allen+taxi doll
1451799,1451799,1451799,481092,223750,I Believe,Wes King,1998,Spotlight,1968.0,(1976-02-29),I Believe in Music,dunja rajter+les humphries+gottfried bÌ¦ttger
1457733,1457733,1457733,483387,138924,Be Of Good Heart,Sunscreem,1996,Limitless,2015.0,Close Encounters (#1.17),At The Heart of it All,nine inch nails
1462874,1462874,1462874,485017,220208,I Will Follow Him,Sandy Posey,1988,Soul Train,1971.0,Freddie Jackson/Mikki Howard/Da Youngstas (#22.5),Can I Touch You,kiyamma griffin+vincent herbert+freddie jackson
1482200,1482200,1482200,491405,333539,Make It Happen,John Waite,1982,A Hard Days Night,1964.0,,I Should Have Known Better,john lennon+usually credited to john lennon+paul mccartney+the beatles
1491046,1491046,1491046,494552,367552,Last Night I Dreamt That Somebody Loved Me,Wormwood,0,Big Top Pee-wee,1988.0,,Arthur Murray Taught Me Dancing In A Hurry,victor schertzinger+johnny mercer+betty hutton   with jimmy dorsey+his orchestra
1497932,1497932,1497932,496059,117461,My Sweet Lord (LP Version),Billy Preston,0,Idol,2004.0,Kvalprogram 1 (#1.2),For Once in My Life,ronald miller+orlando murden+nina svensson
1513081,1513081,1513081,500455,726323,You're Nobody Till Somebody Loves You,Steve Lawrence,0,Wolf Girl,2001.0,,Thats You Baby,con conrad+archie gottler+sidney d. mitchell+annette hanshaw
1516196,1516196,1516196,501203,419739,Fin_ fin_ fin (You Ain't Nothing But Fine_ Fine_ Fine),Wizex,0,Dorfman,2011.0,,How Are You Doing?,eleni mandell+inara george+becky stark+the living sisters
1521509,1521509,1521509,503537,379736,The Pilgram (Chapter 33),Paul Burch,0,Bugsy Malone,1976.0,,Ordinary Fool,paul williams
1527032,1527032,1527032,505396,25892,The Facts Of Love,Jaki Graham,1994,Being Erica,2009.0,Under My Thumb (#2.8),All of Us,lily frost
1538324,1538324,1538324,508366,166133,You Can Leave Your Hat On,Ty Herndon,1999,New Girl,2011.0,The Story of the 50 (#1.10),You Make Me Feel,ina wroldsen+steve mac+cobra starship+sabi portlock
1545930,1545930,1545930,510521,479941,He Don't Have the Blues Anymore,Maria Muldaur,1999,I Walk Alone,1948.0,,Dont Call It Love,allie wrubel+lizabeth scott   )
1546057,1546057,1546057,510593,78412,Carnival of the Animals: VII. Aquarium,Barry Wordsworth_ London Symphony Orchestra (LSO)_ Camille Saint-SaÌÇns,0,EastEnders,1985.0,(2000-08-29),If I Could Turn Back the Hands of Time,r. kelly
1546311,1546311,1546311,510593,322402,Carnival of the Animals: VII. Aquarium,Barry Wordsworth_ London Symphony Orchestra (LSO)_ Camille Saint-SaÌÇns,0,You Bet Your Life,1950.0,(#2.30),Blue Skies,irving berlin+television orchestra under the leadership of buddy collette
1548650,1548650,1548650,511130,599923,Shapes Of Things - Original,The Yardbirds,0,Rude,1995.0,,Sink Into the Frame of the Portrait,the dream warriors
1550746,1550746,1550746,511748,82076,I Wish You Love,Gloria Lynne,1997,Empire,2015.0,Die But Once (#1.11),What is Love,veronika bozeman
1556763,1556763,1556763,513026,561800,Falling In Love Again,Marlene Dietrich,1990,O kalyteros mou filos,2001.0,,Love You,xaxakes
1559852,1559852,1559852,514260,663254,Jam In G Minor - Live,Santana,0,The Great Race,1965.0,,Toccata and Fugue in D Minor,johann sebastian bach
1560043,1560043,1560043,514269,226175,I Will Love Again,Kelly Llorenna,2007,Stars in Their Eyes,1990.0,(#8.6),This Aint a Love Song,jon bon jovi+richie sambora+desmond child+david burrows
1585516,1585516,1585516,523756,115495,I Discover Love,Fad Gadget,1983,I Love Lucy,1951.0,Lucy Changes Her Mind (#2.21),Theme From I Love Lucy (Instrumental),eliot daniel+wilbur hatch+the desi arnaz orchestra
1599004,1599004,1599004,527775,132197,La Tragedia Di Un Uomo Ridicolo,Ennio Morricone,1987,La Malquerida,2014.0,Ulises y Acacia se reencuentran (#1.68),La Malquerida,pablo preciado+romÌÁn torres cuevas+alejandro pÌ©rez gonzÌÁlez+cristiÌÁn castro+jesÌ¼s navarro+melissa robles
1606273,1606273,1606273,530577,292215,DÌ©gats D'IdÌ©e,Les BlÌ©rots De R.A.V.E.L,0,The Young and the Restless,1973.0,(#1.9145),Nadias Theme,barry de vorzon+perry botkin jr.
1607632,1607632,1607632,530882,301608,Can You Feel Me?,Will Smith Featuring EVE,1999,Top of the Pops,1964.0,(1981-05-07),Keep on Loving You,reo speedwagon
1610410,1610410,1610410,531305,11947,You Got To Let The Music (Vs.Capella) (South Foundation Remix),Tyro Vs Capella - Capella,0,American Idol: The Search for a Superstar,2002.0,The Final Decision... But the Right One? (#3.12),What You Wont Do for Love,bobby caldwell+alfons kettner+matthew rogers
1634371,1634371,1634371,539748,531815,Over The River And Through The Woods,Goofy,2008,Mamas New Hat,1939.0,,Sobre las Olas (Over the Waves),juventino rosas
1634670,1634670,1634670,539812,701391,Din bÌ_ste vÌ_n,John  Holm,1997,Traffic Signal,2007.0,,Na Jis Din Teri Meri (fast),shamir tandon+kunal ganjawala+yogita pathak
1641102,1641102,1641102,542182,127893,No Bootleg DVDs,OutKast,2006,Keen Eddie,2003.0,The Amazing Larry Dunn (#1.6),No Transmission,lhb
1641446,1641446,1641446,542356,714161,Le Roi s'amuse: Incidental Music - Ballet Music: II.      Pavane,Sir Thomas Beecham/Royal Philharmonic Orchestra,0,Violette & FranÌ¤ois,1977.0,,Monsieur Le Maire,philippe sarde+hubert rostaing  et son sextette rythmique
1645529,1645529,1645529,543597,227140,Take Me Home,Phil Coulter,1994,Strictly Come Dancing,2004.0,Week 2 (#12.4),I Wanna Dance with Somebody (Who Loves Me),george merrill+shannon rubicam+whitney houston
1649193,1649193,1649193,544315,468374,Memories Of Tomorrow,Suicidal Tendencies,1983,Helter Skelter,1949.0,,Without a Shadow of a Doubt,ord hamilton
1649969,1649969,1649969,544753,26831,Tu e il mare,I Teppisti dei Sogni,0,Belmonte,2013.0,(#1.169),E Agora Tu Vais (Vais Deixar a Minha Vida),tony carreira
1653387,1653387,1653387,546038,678319,Turn It Around In Your Mind,Jerry Reed,1970,The Philly Kid,2012.0,,Your Love Is Convenient,ian honeyman+mark bates+daniel rojas
1660299,1660299,1660299,548704,400330,The Last Wall of the Castle,Jefferson Airplane,1967,Creating a Fairy Tale World: The Making of Shrek,2001.0,,BEST YEARS OF OUR LIVES,david jaymes+geoffrey deane+baha me
1673837,1673837,1673837,552463,482096,East of the Stars,Lorna,0,If I Stay,2014.0,,The Swan from The Carnival of the Animals,camille saint-saÌÇns
1677697,1677697,1677697,552971,82634,Im Not a Juvenile Delinquent,Frankie Lymon,0,Engaged & Underage,2007.0,Bre & Josh (#1.4),Why Not Now,michÌ¬le vice-maslin dorian cheah alissa moreno+alissa moreno
1682888,1682888,1682888,555439,547140,Plain In Love (from Grab Me A Gondola),The Original London Cast,0,Mr. and Mrs. Loving,1996.0,,The Blues That Was Waiting For Me,tony zamagni+arrangement with rounder records
1685389,1685389,1685389,555969,312220,A che ora Ì¬ la fine del mondo? (It's the end of the world as we know it (and I feel fine)),Ligabue,1994,VentdelplÌÊ,2005.0,(#7.22),La cobla de la Marcela,francesc pellicer+juliana sampedro
1690238,1690238,1690238,557082,724125,I Want To Be Like You [Live At Isle Of Wight Festival],Paolo Nutini,2006,Wie kÌ_sst man einen MillionÌ_r?,2007.0,,Wherever You Will Go,alex band+aaron kamin+the calling
1691652,1691652,1691652,557914,555143,Some Things I Know,Vince Gill / Lee Ann Womack,0,New Day,2009.0,,How Did I Get By Without You?,john waite
1716839,1716839,1716839,565881,712725,No Anesthetic for Love,The Nat King Cole Trio,0,Vendetta,1986.0,,Love Slave,the screaming sirens
1722629,1722629,1722629,567685,363013,I'm Not Gone,Cloud Cult,2003,Bedazzled,2000.0,,Two-Beat or Not Two-Beat,curt sobel+gary schreiner
1728961,1728961,1728961,569461,178377,Right Arm For Your Love,Z.Z. Hill,1982,Parenthood,2010.0,We Made It Through the Night (#6.12),Love Like This,ry x
1733277,1733277,1733277,570318,29718,Fly Me To The Moon (LP Version),LaVern Baker,0,Best Week Ever,2013.0,(#1.11),Start Me Up,august wisbon+dj roc
1733503,1733503,1733503,570318,467215,Fly Me To The Moon (LP Version),LaVern Baker,0,Heavy Petting,1989.0,,Do You Love Me?,berry gordy+the contours
1737020,1737020,1737020,571199,541635,Method Of Modern Love,Saint Etienne,0,Ministry: Tapes of Wrath,2000.0,,The Land of Rape & Honey (Live),ministry
1737126,1737126,1737126,571199,643845,Method Of Modern Love,Saint Etienne,0,The 31st Annual Tony Awards,1977.0,,I Love My Wife,cy coleman+lenny baker
1741312,1741312,1741312,573040,722318,I Believe My Time Ain't Long,Peter Green Splinter Group,2001,Where We Started,2013.0,,My Disgrace,keeley filgo
1770957,1770957,1770957,583499,504003,Take A Piece Of My Heart,Lulu,0,Kristins Christmas Past,2013.0,,Jesus  Joy of Mans Desiring,johann sebastian bach
1775860,1775860,1775860,584701,320394,Since I Met You Baby,Millie / Jackie Edwards,0,Wolfblood,2012.0,With Friends Like These (#3.3),A Promise That I Keep,andy price+lisa knapp
1784648,1784648,1784648,588062,716839,Children Of The Revolution (LP Version),Violent Femmes,0,Walk the Line,2005.0,,Ring of Fire,june carter cash+merle kilgore+joaquin phoenix+reese witherspoon
1792417,1792417,1792417,590351,464323,Bottle of Rum,Warsaw Poland Bros.,0,Hard to Hold,1984.0,,Heart Of A Woman,nona hendryx
1799151,1799151,1799151,593445,577061,Lord_ I Want To Die Easy,Josh White,0,Pink Angels,1972.0,,Everything I Need ,errol sober
1799983,1799983,1799983,593682,80081,Ich grÌ_ÌÙe alle und den Rest der Welt,VivaVoce - A Cappella Boyband,2006,Ein SchloÌÙ am WÌ¦rthersee,1990.0,Heimkehr zum WÌ¦rthersee (#3.3),Meer der Liebe,walter widemair+tommy steiner
1811229,1811229,1811229,596639,393972,Tell Me What You're Feeling featuring Domu Vocal Mix,Nathan Haines,2007,Close Encounters of the Third Kind,1977.0,,More Than a Feeling,tom scholz+boston
1815469,1815469,1815469,598436,691064,Naked With You,Turbo Fruits,2009,The Who Live in Texas 75,2012.0,,Naked Eye,pete townshend
1816412,1816412,1816412,599151,513972,The Stars In His Head / Bernard 33 - Dark Lights (Colin Stetson Remix),Bell Orchestre,2009,Le roi de coeur,1966.0,,La Marche Du Sacre,georges delerue  et son orchestre
1819326,1819326,1819326,599708,404041,Blood from a Stone,The Heart Throbs,1990,Dampfnudelblues,2013.0,,If You Want Blood (Youve Got It),angus young+malcolm young+bon scott+ac/dc
1832458,1832458,1832458,604524,368821,Nobody Calls Me Chicken,I Am The Ocean,0,Bittersweet,2008.0,,Take Me to the Sun,gonzalo silva
1837402,1837402,1837402,606384,658665,Population Dead,David Newman,2005,The Exorcist,1973.0,,Study No. 1,david borden
1845692,1845692,1845692,609078,234548,At The End Of A Slow Dance,Van Hunt,0,Texaco Star Theatre Starring Milton Berle,1948.0,(#1.40),We Are The Men of Texaco,buddy arnold+heywood kling
1874787,1874787,1874787,617714,21643,Any Place I Hang My Hat is Home - On the Atchison_ Topeka and The Santa Fe - Jeepers Creepers - Glow Worm - Lazybones - I'm an Old Cowhand - Come Rain or Come Shine - Blues in the Night (The Travel Medley),Lee Lessack,0,Ballers,2015.0,Flamingos (#1.10),If I Ruled the World,nas+jean claude olivier+kurtis walker blow+samuel barnes+lauryn hill
1875040,1875040,1875040,617714,202059,Any Place I Hang My Hat is Home - On the Atchison_ Topeka and The Santa Fe - Jeepers Creepers - Glow Worm - Lazybones - I'm an Old Cowhand - Come Rain or Come Shine - Blues in the Night (The Travel Medley),Lee Lessack,0,Saturday Night Live,1975.0,Jack Black/John Mayer (#29.1),Bigger Than My Body,john mayer
1877425,1877425,1877425,618338,287637,Country Music In My Soul,George Hamilton IV & Sylvie,0,The X Factor,2004.0,Live Results Show 2 (#1.12),Wind Beneath My Wings,verity keays
1887615,1887615,1887615,621514,412549,Make Love Whenever You Can,Arabesque,0,Detroit Rock City,1999.0,,I Stole Your Love,paul stanley+kiss
1899887,1899887,1899887,625371,264026,Only End Up Lonely,Ignacio PeÌ±a,0,The Ren & Stimpy Show,1991.0,I Love Chicken/Powdered Toast Man vs. Waffle Woman (#4.6),Very End,sam fonteyn
1903346,1903346,1903346,626502,258382,Blue Monday,Z. Z. Hill,1995,The O.C.,2003.0,The Brothers Grim (#2.17),Beat Up Blue (Lucid Version),justin catalino
1913349,1913349,1913349,629344,251143,(Up To My Neck In) High Muddy Water (Album Version) (Feat. Linda Ronstadt),The Stone Poneys Featuring Linda Ronstadt,0,The L Word,2004.0,Left Hand of the Goddess (#3.12),Water Music,george frideric handel
1916878,1916878,1916878,630359,508786,Meet Me Half Way,Kenny Loggins,1987,La permission de minuit,2011.0,,Let Me Know:,benedicte pardijon+bless
1922570,1922570,1922570,632214,383469,My Violent Heart,Nine Inch Nails,2007,Campfire Stories,2001.0,,Welcome to My Hell,manic cirkus
1928509,1928509,1928509,633844,397182,Lord of the Pants (T Cisco Remix),Romanowski,0,Concierto homenaje a las vÌ_ctimas del terrorismo,2007.0,,A Walk in the Garden of Paradise,frederick delius
1929288,1929288,1929288,633964,357383,Take Me Home Country Roads,John Denver,1978,Back to Gaya,2004.0,,Teach The World to Love,john cacavas /bonnie cacavas+the john cacavas orchestra
1937794,1937794,1937794,636300,133722,I Know You're Gonna Break My Heart,Wild Strawberries,2000,Laguna Beach: The Real Orange County,2004.0,18 Candles (#1.4),Why Cant I,
1941353,1941353,1941353,636983,109109,Sleep Late_ My Lady Friend,Harry Nilsson,0,Het Klokhuis,1988.0,Databeveiliging,Buurtpreventie,harry bannink+edwin rutten
1944012,1944012,1944012,637852,238088,My Laboratory (Is Ready For You),The Love Unlimited Orchestra,0,The Big Bang Theory,2007.0,The Celebration Experimentation (#9.17),Happy Birthday to You,patty s. hill+mildred j. hill
1947671,1947671,1947671,638828,463515,When You Were Shouting At The Devil... We Were In League With Satan (997783-2),Zimmers Hole,2008,Happily Buried,1939.0,,Id Rather Have You,bob wright+chet forrest+john hubbard
1956989,1956989,1956989,640614,147400,What If I Don't Make It,Max Minelli,0,MahÌ« tsukai tai!,1999.0,,I Wanna No More,
1967901,1967901,1967901,642957,553415,Theme From Monty Python's Flying Circus,TV Sounds Unlimited,0,Natural Selection,1999.0,,White Hills Theme,les brooks+sean eason+my young
1980520,1980520,1980520,646482,226254,Poison Kiss,X-Perience,2006,Stars in Their Eyes,1990.0,1998 Celebrity Special,The Shoop Shoop Song (Its In His Kiss),rudy clark+carol vorderman
1980800,1980800,1980800,646594,732570,Way back home,Jaded Heart,0,Zombieland,2009.0,,Hard to Come Back,yann chÌ©hu+julien richer+dan voisin+joel daventry+success
