,_id,ltable_id,rtable_id,ltable_title,ltable_artist_name,ltable_year,rtable_title,rtable_year,rtable_episode,rtable_song,rtable_artists
51489,51489,150750,555614,Why Should Love Be This Way,Michael Stanley Band,1992,New York  I Love You,2008.0,,The Way You Look Tonight,jerome kern the michael rose orchestra
51502,51502,491457,555614,Tonight,Michael Palmer,0,New York  I Love You,2008.0,,The Way You Look Tonight,jerome kern the michael rose orchestra
51512,51512,953633,67077,ÌÛ Espera De Godot,Delfins,0,Deixa-me Amar,2007.0,(#1.6),ÃŒÃ› espera de Godot,delfins
52113,52113,222260,597064,I Never Had A Sweetheart,Connie Francis,1993,Rock Rock Rock!,1956.0,,I Never Had A Sweetheart,connie francis
52126,52126,329707,627521,If I Can't Dance,Sophie Ellis-Bextor,2007,St. Trinians,2007.0,,If I Cant Dance,sophie ellis-bextor
52128,52128,933434,420388,Love In An Elevator,Aerosmith,1989,Down,2001.0,,Love in an Elevator,aerosmith
52228,52228,242785,721925,Hold what you got,JOE TEX,1969,When Will I Be Loved,2004.0,,Hold on to What Youve Got,joe tex
52324,52324,172625,732933,Skinny Woman,Furry Lewis,2007,Zusje,1995.0,,When a Man Loves a Woman,andrew wright calvin lewis percy sledge
52326,52326,870758,732933,Don't Say Goodbye When You Go,Monica Lewis,0,Zusje,1995.0,,When a Man Loves a Woman,andrew wright calvin lewis percy sledge
52344,52344,879238,732933,When A Man Loves A Woman,Percy Sledge,1966,Zusje,1995.0,,When a Man Loves a Woman,andrew wright calvin lewis percy sledge
52533,52533,906519,391136,C' est la ouate (radio edit),Caroline Loeb,0,Chouchou,2003.0,,Cest la ouate,caroline loeb
52741,52741,921208,79601,Going Down,Freddie King,1971,Eastbound & Down,2009.0,Chapter 6 (#1.6),Going Down,freddie king
52827,52827,550864,716839,Ring Of Fire,June Carter Cash,2008,Walk the Line,2005.0,,Ring of Fire,june carter cash merle kilgore joaquin phoenix reese witherspoon
52858,52858,750274,223708,Chirpy Chirpy Cheep Cheep,Middle Of The Road,1988,Spotlight,1968.0,(1973-12-31),Chirpy Chirpy Cheep Cheep,middle of the road
52879,52879,914105,114119,The South's Gonna Do It Again,The Charlie Daniels Band,1983,How I Met Your Mother,2005.0,Duel Citizenship (#5.5),Im Gonna Be (500 Miles),charlie reid craig reid the proclaimers
53000,53000,755647,98764,Good Time [Craig C. Master Blaster Dub],Leela James,0,Glee,2009.0,Nationals (#3.21),Time For Some Girl Talk,james s. levine
53034,53034,717681,98764,Hungry Country Girl,James Cotton,0,Glee,2009.0,Nationals (#3.21),Time For Some Girl Talk,james s. levine
53450,53450,768513,616400,...Baby One More Time,Britney Spears,1998,SingStar Pop,2007.0,,...Baby One More Time,max martin britney spears
53460,53460,858936,616400,Baby Confess (Trucker's Version),Leland Martin,0,SingStar Pop,2007.0,,...Baby One More Time,max martin britney spears
53475,53475,740567,616400,One More Day / Boots of Spanish Leather,Martin Simpson,1999,SingStar Pop,2007.0,,...Baby One More Time,max martin britney spears
53539,53539,456047,299983,Blame It On The Boogie,The Jacksons,1978,Top of the Pops,1964.0,(1978-09-28),Blame it on the Boogie,mick jackson dave jackson elmar krohn the jacksons
53557,53557,882228,299983,Blame It On the Boogie,Tony Jackson,0,Top of the Pops,1964.0,(1978-09-28),Blame it on the Boogie,mick jackson dave jackson elmar krohn the jacksons
53594,53594,683770,571465,The Angel Song,Stacie Rose,0,Paranoid Park,2007.0,,Song 3,ethan rose
53640,53640,184359,656476,Homme,Brazilian Girls,2005,The Dig,2005.0,,Homme,brazilian girls
54038,54038,45719,529264,Bridal Chorus,Richard Wagner / Otto Sieben,1991,Madea Goes to Jail,2009.0,,Bridal March,richard wagner jay weigel
54358,54358,489697,367552,Arthur Murray Taught Me Dancing In A Hurry,Betty Hutton,2008,Big Top Pee-wee,1988.0,,Arthur Murray Taught Me Dancing In A Hurry,victor schertzinger johnny mercer betty hutton   with jimmy dorsey his orchestra
54786,54786,86201,604676,The Day I Fall In Love,James Ingram;Dolly Parton,0,Saturday Night Live: The Best of Jimmy Fallon,2005.0,,Mothers Day Song,sean garrett la marquis jefferson lil jon ludacris james phillips patrick j. que smith usher raymond jimmy fallon tina fey
54833,54833,72003,604676,Freedom Song,Wadada Leo Smith,0,Saturday Night Live: The Best of Jimmy Fallon,2005.0,,Mothers Day Song,sean garrett la marquis jefferson lil jon ludacris james phillips patrick j. que smith usher raymond jimmy fallon tina fey
54875,54875,670898,604676,The Song Is You (LP Version),Jimmy Giuffre,1957,Saturday Night Live: The Best of Jimmy Fallon,2005.0,,Mothers Day Song,sean garrett la marquis jefferson lil jon ludacris james phillips patrick j. que smith usher raymond jimmy fallon tina fey
54966,54966,803038,604676,Forest Song (End Credits),Winifred Phillips,2009,Saturday Night Live: The Best of Jimmy Fallon,2005.0,,Mothers Day Song,sean garrett la marquis jefferson lil jon ludacris james phillips patrick j. que smith usher raymond jimmy fallon tina fey
54991,54991,178699,604676,Beautiful Day,Mary J. Blige,2001,Saturday Night Live: The Best of Jimmy Fallon,2005.0,,Mothers Day Song,sean garrett la marquis jefferson lil jon ludacris james phillips patrick j. que smith usher raymond jimmy fallon tina fey
55003,55003,495667,604676,A New Day,Lee Ritenour / Harvey Mason / Bob James,1993,Saturday Night Live: The Best of Jimmy Fallon,2005.0,,Mothers Day Song,sean garrett la marquis jefferson lil jon ludacris james phillips patrick j. que smith usher raymond jimmy fallon tina fey
55101,55101,492933,604676,A Mother's Last Word To Her Daughter,Washington Phillips,0,Saturday Night Live: The Best of Jimmy Fallon,2005.0,,Mothers Day Song,sean garrett la marquis jefferson lil jon ludacris james phillips patrick j. que smith usher raymond jimmy fallon tina fey
55311,55311,708957,568901,I Don't Wanna Grow Up,Tom Waits,1992,Out to Kill,2014.0,,You Dont Know How Hard,tom goss liz deroche
55330,55330,898380,568901,How The West Was Won,Tom McRae,2005,Out to Kill,2014.0,,You Dont Know How Hard,tom goss liz deroche
55476,55476,847929,364537,Lord I Want To Be A Christian,Yolanda Adams,0,Ben X,2007.0,,I Want You,praga khan oliver adams
55760,55760,343395,329098,When I Kissed the Teacher,Tina Arena & Johnny Bowles,0,29 und noch Jungfrau,2007.0,,When We Are Together,johnny mcelhone sharleen spiteri texas
55766,55766,652902,329098,September When It Comes,Rosanne Cash Featuring Johnny Cash,2000,29 und noch Jungfrau,2007.0,,When We Are Together,johnny mcelhone sharleen spiteri texas
56006,56006,511258,4548,I'm Not Sorry (Live at Radio 1 One Big Weekend),The Pigeon Detectives,2006,90210,2008.0,A Thousand Words (#4.9),Im Not Sorry Wait for Me,the pigeon detectives
56016,56016,250361,598754,I Know I'll Meet My Mother After All,Walter Smith & Friends,0,Rookie of the Year,1993.0,,You Dont Know What You Got,walter kahn tom uzzo deborah stevens karen young
56044,56044,923655,598754,U Gotta Know,Young Deenay,1998,Rookie of the Year,1993.0,,You Dont Know What You Got,walter kahn tom uzzo deborah stevens karen young
56047,56047,213527,598754,When He Died He Got A Home In Hell,Walter Smith & Friends,0,Rookie of the Year,1993.0,,You Dont Know What You Got,walter kahn tom uzzo deborah stevens karen young
56056,56056,879477,598754,You Don't Wont None A Dis,Young Dre D,1997,Rookie of the Year,1993.0,,You Dont Know What You Got,walter kahn tom uzzo deborah stevens karen young
56061,56061,868474,598754,Don't Stop,Webstar / Ron Browz / Young B / Severe / T-Rex,0,Rookie of the Year,1993.0,,You Dont Know What You Got,walter kahn tom uzzo deborah stevens karen young
56101,56101,648985,598754,I Got Soul (War Child Arrangement of All These Things That I've Done),Young Soul Rebels,2009,Rookie of the Year,1993.0,,You Dont Know What You Got,walter kahn tom uzzo deborah stevens karen young
56122,56122,667155,598754,I Know U Don't Love Me,Young Jeezy,0,Rookie of the Year,1993.0,,You Dont Know What You Got,walter kahn tom uzzo deborah stevens karen young
56132,56132,708957,598754,I Don't Wanna Grow Up,Tom Waits,1992,Rookie of the Year,1993.0,,You Dont Know What You Got,walter kahn tom uzzo deborah stevens karen young
56149,56149,688669,598754,I Know They Watchin Me RMX (feat.Sonny Black),Young CRhyme aka Money Mendoza,0,Rookie of the Year,1993.0,,You Dont Know What You Got,walter kahn tom uzzo deborah stevens karen young
56162,56162,205933,598754,We Don't Know,Young Widows,2006,Rookie of the Year,1993.0,,You Dont Know What You Got,walter kahn tom uzzo deborah stevens karen young
56188,56188,392445,598754,Don't Say Goodnight,Walter Beasley,0,Rookie of the Year,1993.0,,You Dont Know What You Got,walter kahn tom uzzo deborah stevens karen young
56204,56204,107583,598754,State Prop (You Know Us),Young Gunz / Beanie Sigel,0,Rookie of the Year,1993.0,,You Dont Know What You Got,walter kahn tom uzzo deborah stevens karen young
56213,56213,584666,598754,You've Got to?,The Young Punx,0,Rookie of the Year,1993.0,,You Dont Know What You Got,walter kahn tom uzzo deborah stevens karen young
56229,56229,411096,598754,Who Got The Work,Young Jeezy,0,Rookie of the Year,1993.0,,You Dont Know What You Got,walter kahn tom uzzo deborah stevens karen young
56352,56352,495670,585280,Put Your Little Foot Right Out,Monty Alexander / Ray Brown / Herb Ellis,0,Pure Country,1992.0,,IM GONNA RIGHT A GREAT COUNTRY WRONG,peter mcgowin steve dorff milton brown the cactus brothers
56486,56486,825055,585280,Whos Gonna Shoe Your Pretty Little Feet,Everly Brothers,0,Pure Country,1992.0,,IM GONNA RIGHT A GREAT COUNTRY WRONG,peter mcgowin steve dorff milton brown the cactus brothers
56628,56628,571078,324214,Trav'lin' Light,Tony Bennett,0,Zoey 101,2005.0,Chases Girlfriend (#3.2),She is Light,scott bennett
56699,56699,941591,249127,I Feel It All,Feist,0,The Inbetweeners,2008.0,Wills Birthday (#2.3),I Feel It All,leslie feist
56723,56723,649531,148438,TÌ« Fora,Kelly Key,2008,MalhaÃŒÂ¤ÃŒÂ£o,1995.0,,TÃŒÂ« Fora,kelly key
56744,56744,501496,379431,Sixteen Seconds Happy,Vincent Gallo,1998,Buffalo 66,1998.0,,Sixteen Seconds Happy,vincent gallo
56759,56759,957142,650584,I Had The Craziest Dream,Harry James & His Orchestra,0,The Bottom of the Bottle,1956.0,,I Had the Craziest Dream,harry warren
56833,56833,263362,271867,I Heard The Angels Singing,William Lee Ellis,0,The Tennessee Ernie Ford Show,1956.0,Lee Aaker & Rin Tin Tin (#2.12),Hark the Herald Angels Sing,felix mendelssohn-bartholdy tennessee ernie ford the top twenty lee aaker brion ford buck ford
56891,56891,949405,271867,Medley: Joy To The World / Hark The Herald Angels Sing,Lee Greenwood,0,The Tennessee Ernie Ford Show,1956.0,Lee Aaker & Rin Tin Tin (#2.12),Hark the Herald Angels Sing,felix mendelssohn-bartholdy tennessee ernie ford the top twenty lee aaker brion ford buck ford
57013,57013,737552,302409,Can't Stand Losing You,The Police,1978,Top of the Pops,1964.0,(1995-05-11),I Cant Stand Losing You,the police
57126,57126,885805,62291,O amor para ser amor,Jorge Ferreira,0,De que te quiero  te quiero,2013.0,Diego convencido (#1.23),Amor  amor,jorge octavio domÃŒ_nguez octavio lara yuri manuel mijares
57159,57159,269501,547262,Organ Concerto No. 13 in F Major - 'The Cuckoo and the Nightengale': IV. Larghetto,London Philharmonic Orchestra_ Sir Adrian Boult_ Edward Power Biggs,0,Mrs. Miniver,1942.0,,Pomp and Circumstance March No.1 in D Major  Op.39,edward elgar
57161,57161,87569,547262,Pomp and Circumstance March No. 1 in D Op. 39 No. 1 (1993 Digital Remaster),Sir Edward Elgar,0,Mrs. Miniver,1942.0,,Pomp and Circumstance March No.1 in D Major  Op.39,edward elgar
57301,57301,351365,655102,Your Own Special Way,Paul Carrack,0,The Cutting Edge: Going for the Gold,2006.0,,Love Has A Mind Of Its Own,susan j. paul
57330,57330,467841,655102,Peace Of Mind,Paul Revere & The Raiders (featuring Mark Lindsay),2005,The Cutting Edge: Going for the Gold,2006.0,,Love Has A Mind Of Its Own,susan j. paul
57515,57515,307923,591078,Wail Of The Winds,Red Nichols / Five Pennies,0,Red Nichols & His World Famous Pennies,1936.0,,Wail of the Winds,harry warren red nichols his world famous pennies
57957,57957,951303,173018,You never know,Patric la Funk feat. Corey Andrew,0,One Tree Hill,2003.0,Hundred (#5.12),Never Tear Us Apart,andrew farriss michael hutchence inxs
57960,57960,239048,173018,Never Let Down,Andrew W.K.,2003,One Tree Hill,2003.0,Hundred (#5.12),Never Tear Us Apart,andrew farriss michael hutchence inxs
58066,58066,67597,703006,String Quartets Op. 54 (Hob. III: 57-59)_ 'Tost I'_ String Quartet in G major Op. 54 No. 1: IV.     Finale (Presto),Endellion String Quartet,0,Triple agent,2004.0,,Quatuor no 8,dmitri shostakovich le rubio string quartet
58090,58090,435624,703006,String Quartet No. 2 in F_ Op. 77: IV. Finale - Vivace assai,The Maggini Quartet,0,Triple agent,2004.0,,Quatuor no 8,dmitri shostakovich le rubio string quartet
58096,58096,389294,703006,String Quartet No. 2 'Intimate letters'/III. Moderato,Juilliard String Quartet,0,Triple agent,2004.0,,Quatuor no 8,dmitri shostakovich le rubio string quartet
58123,58123,917537,444070,Me And Mrs. Claus (album version),Bob Rivers,2002,Frances Ha,2012.0,,Mrs. Butters Lament,harry nilsson bob segarini arrangement with unichappell music inc.
58240,58240,563319,255695,A Swingin Safari,Bert Kaempfert And His Orchestra,2003,The Match Game,1962.0,Show No. 93 (#1.93),A Swingin Safari (The Theme of The Match Game),bert kaempfert
58246,58246,491581,581011,Don't Look Back,Raul Mezcolanza & Ian Hendrix,0,Portrait of a Serial Monogamist,2015.0,,Look Behind,ian desouza rosina kazi nic murray lal
58279,58279,940250,575400,Father_ Son,Peter Gabriel,0,Peter Gabriel: Growing Up Live,2003.0,,Father  Son,peter gabriel
58349,58349,312643,256368,Your Auntie Grizelda,The Monkees,1967,The Monkees,1966.0,,Your Auntie Grizelda,jack keller diane hildebrand the monkees
58389,58389,503508,613621,They're Either Too Young Or Too Old (from 'Thank Your Lucky Stars'),Bette Davis  - Thank Your Luck Stars,0,Show Business,1944.0,,I Want a Girl (Just Like the Girl That Married Dear Old Dad),harry von tilzer eddie cantor george murphy constance moore joan davis
58390,58390,457224,613621,A Dear John Letter,Skeeter Davis & Bobby Bare,1991,Show Business,1944.0,,I Want a Girl (Just Like the Girl That Married Dear Old Dad),harry von tilzer eddie cantor george murphy constance moore joan davis
58430,58430,418671,613621,We Just Got Off The Chain,Sir Harry Lauder,0,Show Business,1944.0,,I Want a Girl (Just Like the Girl That Married Dear Old Dad),harry von tilzer eddie cantor george murphy constance moore joan davis
58435,58435,935081,613621,I Like My Old Home Town,Sir Harry Lauder,0,Show Business,1944.0,,I Want a Girl (Just Like the Girl That Married Dear Old Dad),harry von tilzer eddie cantor george murphy constance moore joan davis
58451,58451,449529,613621,Little Dutch Girl,George Morgan,1990,Show Business,1944.0,,I Want a Girl (Just Like the Girl That Married Dear Old Dad),harry von tilzer eddie cantor george murphy constance moore joan davis
58493,58493,422283,613621,Just Ain't Enough Love,Eddie Holland,0,Show Business,1944.0,,I Want a Girl (Just Like the Girl That Married Dear Old Dad),harry von tilzer eddie cantor george murphy constance moore joan davis
58507,58507,188279,613621,We're Gonna Rock We're Gonna Roll aka I Want To Rock 'n' Roll,Wild Bill Moore And His Orchestra (Vocal: Scat Man),0,Show Business,1944.0,,I Want a Girl (Just Like the Girl That Married Dear Old Dad),harry von tilzer eddie cantor george murphy constance moore joan davis
58559,58559,417722,613621,I Want To Tell You (Live) (2004 Digital Remaster),George Harrison,0,Show Business,1944.0,,I Want a Girl (Just Like the Girl That Married Dear Old Dad),harry von tilzer eddie cantor george murphy constance moore joan davis
58571,58571,716566,613621,Country Girl Blues,Davis Coen,0,Show Business,1944.0,,I Want a Girl (Just Like the Girl That Married Dear Old Dad),harry von tilzer eddie cantor george murphy constance moore joan davis
58639,58639,817163,346221,Heart Like Locomotive,Verona,0,America Foreclosed,2015.0,,Heart Like a Locomotive,verona off of the rumored to whisper suspicions 2004
58766,58766,732411,380738,Salacious Tigers (Interlude),Wicked Jazz Sounds Band,2009,Bush Christmas,1983.0,,The Lachlan Tigers,john howard the bushwackers band
59159,59159,941400,607334,Oh Tannenbaum; O Holy Night; Coventry Carol,The Norman Luboff Choir,1956,Scrooge,1970.0,,A Christmas Carol,leslie bricusse choir
59359,59359,468390,138946,Put Your Hand in the Hand,T. Graham Brown,0,Limitless,2015.0,Side Effects May Include... (#1.6),Hand of Doom,brown sabbath brownout
59371,59371,589980,428714,Feel It Coming,Sara Melson,2008,Elisa,2015.0,,Feel It Now,sara jackson-holman
59442,59442,886495,158154,Babylon (Radio Mix 2),David Gray,0,Monkey Dust,2003.0,(#2.5),Babylon,david gray
59725,59725,259639,167577,Paranoid,The Sunday Drivers,2007,No disparen al pianista,2007.0,(#1.8),Paranoid,the sunday drivers
59796,59796,914710,491579,I Was Born To Love Magic,Keren Ann,0,Jersey Girl,1992.0,,BORN TO GIVE MY LOVE,mary ann kennedy pam rose pat bunch kennedy rose
59810,59810,59835,510974,No More Love (Ain't Nuthin But a House Party Mix),Quentin Harris_ Carla Prather,0,Lanfranchis Memorial Discotheque,2010.0,,Best Party Ever (Corey W edit),d. harris toecutter
59846,59846,611352,548898,Woh Ladki Hai,Sonu Nigam,0,Muskaan,2004.0,,Woh Ho Tum,sameer nikhil vinay anuradha paudwal sonu nigam
59855,59855,496894,136757,Baby,Os Mutantes,1968,LaÃŒÂ¤os de FamÃŒ_lia,2000.0,(#1.1),Baby,caetano veloso os mutantes
59948,59948,117620,514715,Baby in a Troubled Time - Simon & Nicky Off To War (Simon 1938-1945),William Goldstein,0,Legacy,2008.0,,One For My Baby,ben levels gerard garrelts ari goldstein ordinary peoples
60157,60157,115885,455792,People Will Say We're In Love,Robert Palmer,1990,Goodfellas,1990.0,,Its Not for Me to Say,robert allen johnny mathis
60210,60210,325479,129243,Symphony No. 9 In D Minor_ Op. 125; lll Adagio Molto E Cantabile,Ludwig van Beethoven,0,Kinderen voor kinderen,1980.0,Kinderen voor kinderen 5 (#5.1),Op ons eiland,jack gadellaa henk westrus george adriaan nathalie van bossÃŒÂ© brayan hubbard manolito kambel
60303,60303,881219,129243,Sta Op En Wandel,Raymond Van Het Groenewoud,2005,Kinderen voor kinderen,1980.0,Kinderen voor kinderen 5 (#5.1),Op ons eiland,jack gadellaa henk westrus george adriaan nathalie van bossÃŒÂ© brayan hubbard manolito kambel
60304,60304,843817,129243,Ouverture Hond Op Het Ijs,Youp van 't Hek,1989,Kinderen voor kinderen,1980.0,Kinderen voor kinderen 5 (#5.1),Op ons eiland,jack gadellaa henk westrus george adriaan nathalie van bossÃŒÂ© brayan hubbard manolito kambel
60516,60516,45719,199943,Bridal Chorus,Richard Wagner / Otto Sieben,1991,Sabrina  the Teenage Witch,1996.0,Soul Mates (#7.22),Bridal Chorus,richard wagner robert picardo
61352,61352,59835,177092,No More Love (Ain't Nuthin But a House Party Mix),Quentin Harris_ Carla Prather,0,Pan Am,2011.0,Truth or Dare (#1.7),It Aint No Easy Thing,carla thomas
61363,61363,674042,177092,You'll Lose A Good Thing,Carla Thomas,2006,Pan Am,2011.0,Truth or Dare (#1.7),It Aint No Easy Thing,carla thomas
61372,61372,646782,177092,Symphony No. 99 in E flat major (1992 Digital Remaster): III.     Minuet (Allegretto) & Trio,Royal Philharmonic Orchestra/Sir Thomas Beecham,0,Pan Am,2011.0,Truth or Dare (#1.7),It Aint No Easy Thing,carla thomas
61377,61377,795663,177092,Symphony No. 99 in E flat major (1992 Digital Remaster): I.       Adagio - Vivace assai,Royal Philharmonic Orchestra/Sir Thomas Beecham,0,Pan Am,2011.0,Truth or Dare (#1.7),It Aint No Easy Thing,carla thomas
61378,61378,842212,177092,Symphony No. 6 in C major_ D589: First movement: Adagio - Allegretto,Sir Thomas Beecham/Royal Philharmonic Orchestra,0,Pan Am,2011.0,Truth or Dare (#1.7),It Aint No Easy Thing,carla thomas
61379,61379,165849,177092,No New York,Thomas Jefferson Slave Apartments,0,Pan Am,2011.0,Truth or Dare (#1.7),It Aint No Easy Thing,carla thomas
61421,61421,11931,302892,Say You'll Be There (Live),Spice Girls,1998,Top of the Pops,1964.0,(1996-12-25),Say Youll Be There,spice girls jon b. eliot kennedy
61747,61747,739607,681761,Herodiade: Ne Pouvant Reprimer,Alfredo Kraus,0,The Road to Empire,2007.0,,Ebben! Ne andrÃŒ_ lontana,alfredo catalani
61809,61809,816805,44039,My World,Avril Lavigne,2002,Cesko hledÃŒÃ SuperStar,2004.0,TretÃŒ_ semifinÃŒÃle: Holky (#3.16),My World,avril lavigne clif magness barbora zemanovÃŒÃ
61894,61894,122185,470048,Disco Inferno (Single Edit),The Trammps,0,High Heels and Low Lifes,2001.0,,Disco Inferno,leroy green ron kersey the trammps
62510,62510,686544,357383,World Destruction (Meltdown Remix),Time Zone featuring John Lydon & Afrika Bambaataa,1992,Back to Gaya,2004.0,,Teach The World to Love,john cacavas /bonnie cacavas the john cacavas orchestra
62697,62697,888372,10500,Last Dance,Donna Summer,1978,Americas Got Talent,2006.0,Finale: Winner Revealed (#5.31),Last Dance,paul jabara john quale donna summer
62704,62704,89865,10500,I Can't Dance To Your Music,John Farnham,1995,Americas Got Talent,2006.0,Finale: Winner Revealed (#5.31),Last Dance,paul jabara john quale donna summer
62746,62746,258091,10500,End of Days - Dance Mix,John Debney,1999,Americas Got Talent,2006.0,Finale: Winner Revealed (#5.31),Last Dance,paul jabara john quale donna summer
62912,62912,406259,10500,Last Time Out,The John Earl Walker Band,0,Americas Got Talent,2006.0,Finale: Winner Revealed (#5.31),Last Dance,paul jabara john quale donna summer
62946,62946,513264,10500,Arabian Dance (Coffee),The Boston Pops Orchestra / John Williams,0,Americas Got Talent,2006.0,Finale: Winner Revealed (#5.31),Last Dance,paul jabara john quale donna summer
63016,63016,688564,77972,Anything Goes,Sky / Lil' Dank / Young Lee,0,Early Doors,2003.0,(#1.2),There She Goes,lee mavers the las
63469,63469,177469,278248,Lido Shuffle,Boz Scaggs,1976,The Tonight Show with Jay Leno,1992.0,(#20.151),Lido Shuffle,david paich boz scaggs the tonight show band
64124,64124,389722,217184,Circus,Kelis,2006,So You Think You Can Dance,2005.0,Top 14 Results (#3.13),Circus,kelis
64139,64139,381132,658665,No More,Guru's Jazzmatazz Featuring Craig David,0,The Exorcist,1973.0,,Study No. 1,david borden
64159,64159,840223,658665,Epigraph No. 1_ Var. 1,Ketil BjÌürnstad_ David Darling,2000,The Exorcist,1973.0,,Study No. 1,david borden
64161,64161,359065,658665,Si No Te Tengo A Ti,David Summers,0,The Exorcist,1973.0,,Study No. 1,david borden
64239,64239,775338,588705,Going Home,Red Garland,0,Rainbow Over the Range,1940.0,,My Tonto Basin Home,garland edmundson
64267,64267,402200,97656,Play The Blues On The Moon,Byther Smith,1989,Glastonbury 2009,2009.0,,Girls Who Play Guitars,duncan lloyd paul smith maximo park
64313,64313,933801,97656,Girls Who Play Guitars,Maximo Park,2007,Glastonbury 2009,2009.0,,Girls Who Play Guitars,duncan lloyd paul smith maximo park
64523,64523,676171,678094,The Way You Look Tonight,Frank Chacksfield  Orchestra,0,The Perfect You,2002.0,,No Way,michael sherwood bobby sherwood orchestra
64537,64537,3181,678094,The Way We Were,The London Pops Orchestra,0,The Perfect You,2002.0,,No Way,michael sherwood bobby sherwood orchestra
64556,64556,507506,678094,Ya No Voy Aguantar,Michael Salgado,0,The Perfect You,2002.0,,No Way,michael sherwood bobby sherwood orchestra
64612,64612,842212,678094,Symphony No. 6 in C major_ D589: First movement: Adagio - Allegretto,Sir Thomas Beecham/Royal Philharmonic Orchestra,0,The Perfect You,2002.0,,No Way,michael sherwood bobby sherwood orchestra
64620,64620,402726,678094,The Way You Look Tonight,The Golden Age Orchestra_ Paul SummeråÊ,0,The Perfect You,2002.0,,No Way,michael sherwood bobby sherwood orchestra
64632,64632,269501,678094,Organ Concerto No. 13 in F Major - 'The Cuckoo and the Nightengale': IV. Larghetto,London Philharmonic Orchestra_ Sir Adrian Boult_ Edward Power Biggs,0,The Perfect You,2002.0,,No Way,michael sherwood bobby sherwood orchestra
64659,64659,185559,678094,Symphony No. 7 In C Sharp Minor_ Op. 131: 4. Vivace,Leif Ove Andsnes & Bergen Philharmonic Orchestra,0,The Perfect You,2002.0,,No Way,michael sherwood bobby sherwood orchestra
64660,64660,435194,678094,Concerto in D major_ Op. 7 No. 6: II. Adagio,Philharmonia Orchestra,0,The Perfect You,2002.0,,No Way,michael sherwood bobby sherwood orchestra
64661,64661,336201,678094,Piano Concerto No. 3 In C Major_ Op. 26: 2. Theme And Variations,Leif Ove Andsnes & Bergen Philharmonic Orchestra,0,The Perfect You,2002.0,,No Way,michael sherwood bobby sherwood orchestra
64664,64664,67558,678094,Concerto No. 2 in C Minor for Piano and Orchestra_ Op. 18: II. Adagio sostenuto,Saint Louis Symphony Orchestra,0,The Perfect You,2002.0,,No Way,michael sherwood bobby sherwood orchestra
64668,64668,856082,678094,Dont Be That Way,Chick Webb And His Orchestra,0,The Perfect You,2002.0,,No Way,michael sherwood bobby sherwood orchestra
64676,64676,291996,678094,My Heart Knows It's Way Home,Michael James,0,The Perfect You,2002.0,,No Way,michael sherwood bobby sherwood orchestra
64703,64703,793627,678094,Way back home,Winston McAnuff_ The Bazbaz Orchestra,2005,The Perfect You,2002.0,,No Way,michael sherwood bobby sherwood orchestra
64768,64768,844100,678094,Symphony No. 5 in C-Sharp Minor: IV. Adagietto,Gustav Mahler_ Moscow RTV Large Symphony Orchestra Kyril Kondrashin_ Various Artist,1987,The Perfect You,2002.0,,No Way,michael sherwood bobby sherwood orchestra
64780,64780,103441,678094,You Are No Good - Original,Michael Prophet,0,The Perfect You,2002.0,,No Way,michael sherwood bobby sherwood orchestra
64803,64803,164251,678094,Symphony No. 4 Op. 98 In E Minor: Allegro Giacoso,The London Fox Orchestra,0,The Perfect You,2002.0,,No Way,michael sherwood bobby sherwood orchestra
64804,64804,177821,678094,Symphony No. 1 In C Minor Op. 68: Un Poco Allegretto e Grazioso,The London Fox Orchestra,0,The Perfect You,2002.0,,No Way,michael sherwood bobby sherwood orchestra
64805,64805,808397,678094,Concerto No. 25 in C Major for Piano and Orchestra_ K. 503/II. Andante,Murray Perahia;English Chamber Orchestra,0,The Perfect You,2002.0,,No Way,michael sherwood bobby sherwood orchestra
64806,64806,629905,678094,Four Seasons Concerto No. 4 In F Minor - Winter: Allegro,The London Fox Orchestra,0,The Perfect You,2002.0,,No Way,michael sherwood bobby sherwood orchestra
64822,64822,838699,678094,One Monkey Don't Stop No Show,Bobby Rush,0,The Perfect You,2002.0,,No Way,michael sherwood bobby sherwood orchestra
64827,64827,150750,678094,Why Should Love Be This Way,Michael Stanley Band,1992,The Perfect You,2002.0,,No Way,michael sherwood bobby sherwood orchestra
64906,64906,382771,23221,Take The Money And Run,Steve Miller Band,1976,Baseball,1994.0,A National Heirloom (#1.4),Take Me Out to the Ballgame,jack norworth albert von tilzer held welzel dick miller the national pastime orchestra
64973,64973,77058,23221,Take A Pair Of Sparkling Eyes (The Gondoliers_ Act 2) (1992 Digital Remaster),JOSEF LOCKE & ORCHESTRA,0,Baseball,1994.0,A National Heirloom (#1.4),Take Me Out to the Ballgame,jack norworth albert von tilzer held welzel dick miller the national pastime orchestra
65172,65172,267100,23221,a. Out to Sea  b. The Shark Cage Fugue from Jaws,John Williams;The Boston Pops Orchestra,0,Baseball,1994.0,A National Heirloom (#1.4),Take Me Out to the Ballgame,jack norworth albert von tilzer held welzel dick miller the national pastime orchestra
65434,65434,461690,546353,Black & Blue,Jim Boggia,2001,Moving Malcolm,2003.0,,Black & Blue,jim boggia
65532,65532,688387,677170,Wild About You Baby - Live,Hound Dog Taylor and The Houserockers,0,The Outing,1987.0,,WILD SIDE OF ME,taylor rhodes
