,_id,ltable_id,rtable_id,ltable_title,ltable_artist_name,ltable_year,rtable_title,rtable_year,rtable_episode,rtable_song,rtable_artists
204329,204329,678131,299222,Goodbye Baby (Baby Goodbye),Van Morrison,1967,Top of the Pops,1964.0,(1977-06-30),Baby Dont Change Your Mind,van mccoy gladys knight the pips
205513,205513,441070,1018,Physical (Live At The Sydney Opera House),Olivia Newton-John,0,20 to 1,2005.0,Adults Only 20 to 1: Naughty Trends (#10.1),Physical,olivia newton-john steve kipner terry shaddick
206533,206533,453545,41770,I Just Want To Make Love To You,Willie Dixon,1989,Canadian Idol,2003.0,Top 8 Performances (#2.20),I Just Want to Make Love to You,willie dixon elena juatco
209079,209079,104386,379979,Bury the Evidence (Album version),Tricky,2001,Bully,2001.0,,Bury the Evidence,tricky i. broomfield
209936,209936,632456,381032,Mr. Crowley,Ozzy Osbourne,1980,By Dawn,2011.0,,Mr. Crowley,ozzy osbourne randy rhoads bob daisley arrangement with sony music licensing
211171,211171,13002,354142,The Grand Vizier's Garden Party (Entrance) (1994 Digital Remaster),Pink Floyd,0,Assault of Innocence,1975.0,,The Grand Viziers Garden Party (Entrance),pink floyd
211214,211214,820726,161171,Velocity Girl (Alt. Mix),Primal Scream,0,Music for Misfits: The Story of Indie,2015.0,Into the Mainstream (#1.3),Velocity Girl,bobby gillespie primal scream
212590,212590,793257,669138,Trouble Dub - FAMS Mix,Bob Marley & The Wailers,0,The Last Horseman,1944.0,,Trouble on the Range,cindy walker bob wills his texas playboys
213444,213444,357521,296786,Because I Love You (The Postman Song),Stevie B,1988,Todds Pop Song Reviews,2009.0,The Top Ten Worst Hit Songs of 1991 (#7.6),Because I Love You (The Postman Song),warren allen brooks stevie b
214249,214249,231517,133307,Quiero Tener La Sombra De Tu Cuerpo,Victor Manuel,1974,La tele de tu vida,2007.0,(#1.26),Quiero abrazarte tanto,vÃŒ_ctor manuel
214786,214786,104214,237224,Twenty Flight Rock,Eddie Cochran,1957,The Beatles Anthology,1995.0,,Twenty Flight Rock,ned fairchild eddie cochran
215212,215212,895017,10932,The Ballad Of Lucy Jordan,Marianne Faithfull,1979,American Horror Story,2011.0,Be Our Guest (#5.12),The Ballad of Lucy Jordan,shel silverstein marianne faithfull
215830,215830,914354,644330,Dreams Of The Everyday Housewife,Glen Campbell,1968,The 43rd Annual Academy Awards,1971.0,,Pieces of Dreams,michel legrand alan bergman marilyn bergman glen campbell
215859,215859,254305,685250,Long Tall Sally,Little Richard,1956,The Sound of Mumbai: A Musical,2010.0,,So Long  Farewell,richard rodgers
216561,216561,873011,380372,Funny How Time Slips Away,Johnny Tillotson,1995,Burlesque Assassins,2012.0,,My Funny Molotov,johnny summers chris andrew kodi hutchinson
217581,217581,689730,267685,Never Fall In Love,Dan Bern,1997,The Simpsons,1989.0,Gump Roast (#13.17),Theyll Never Stop the Simpsons,alf clausen dan castellaneta
218390,218390,630088,29291,Muda De Vida,Humanos,2004,Bem-Vindos a Beirais,2013.0,Rimas ForÃŒÂ¤adas (#4.171),Muda de Vida,antÃŒ_nio variaÃŒÂ¤ÃŒÂµes humanos
219860,219860,247529,362664,What Other Reason (2008 Digital Remaster),Johnny Hates Jazz,1987,Beauty,1998.0,,What the Heart Sees,geoff levin johnny pierce joanna adair christensen-pierce vanessa griaziano
221542,221542,543785,204590,Did You Ever Have To Make Up Your Mind [Live],John Sebastian,0,Scream Queens,2015.0,Pilot (#1.1),Have You Ever Really Loved a Woman? (uncredited),bryan adams robert john lange michael kamen
221681,221681,248698,728818,Tong Poo,Ryuichi Sakamoto,0,Yellow Magic Orchestra Live at NHK,2011.0,,TONG POO,ryuichi sakamoto
222826,222826,149838,719734,Cloud on my Tongue,Tori Amos,1994,Welcome to Sunny Florida,2004.0,,Cloud on My Tongue,tori amos
223731,223731,791828,388962,The Impression That I Get,The Mighty Mighty Bosstones,1996,Chasing Amy,1997.0,,The Impression That I Get,dicky barrett joe gittleman the mighty mighty bosstones arrangement with polygram film tv licensing
224220,224220,541671,225357,Main Title,Jerry Goldsmith,1966,Stargate SG-1,1997.0,Politics (#1.20),End Title,joel goldsmith
224891,224891,175676,588210,Sweet Georgia Brown (1991 Digital Remaster),The King Cole Trio,0,Radiofreccia,1998.0,,Sweet Home Alabama,ronnie van zant edward king gary rossington lynyrd skynyrd
224920,224920,314885,588210,Sweet Little Angel,B.B. King,1956,Radiofreccia,1998.0,,Sweet Home Alabama,ronnie van zant edward king gary rossington lynyrd skynyrd
225440,225440,808917,673911,No More Hate,Chris Decay,2010,The Misadventures of Margaret,1998.0,,The More I See You,mack gordon harry warren chris montez
226707,226707,387579,692102,Hey Little Girl,The Untamed Youth,0,The Work of Director Mark Romanek,2005.0,,Little Trouble Girl,sonic youth
228661,228661,812584,179096,Contigo Aprendi,Armando Manzanero,0,Passione,2010.0,(#1.1),Contigo Aprendi,armando manzanero cauby peixoto angela maria
228966,228966,360166,50982,Am I That Easy To Forget,Skeeter Davis,1995,Country Style  U.S.A.,1957.0,(#4.6),Am I That Easy to Forget,skeeter davis
230406,230406,237028,641275,Bizet: Carmen: Je vais danser en votre honneur,Georges Bizet,0,Tempo,1996.0,,Carmen: March of the Toreadors,georges bizet
233563,233563,928738,583495,I Get Lifted 2,Paul Johnson,0,Private Wars,1993.0,,Lets Get Ready To Rumble,bill wesley paul garces
233718,233718,461003,155437,Why Wont You,The Rogers Sisters,2006,MisteRogers Neighborhood,1968.0,1101: Death of a Goldfish (#3.36),Wont You Be My Neighbor?,fred rogers
236354,236354,740100,347387,Pan American Boogie,Wayne Raney,2005,American Temp,2001.0,,American Temp,wayne c. hopkins yvette cook the american temp band
236828,236828,97855,587166,Souvenir (Hard House Version),Orchestral Manoeuvres In The Dark,1998,Quixotes Island,2011.0,,Souvenir,orchestral manoeuvres in the dark paul humphreys martin cooper
238762,238762,618338,251143,Country Music In My Soul,George Hamilton IV & Sylvie,0,The L Word,2004.0,Left Hand of the Goddess (#3.12),Water Music,george frideric handel
239674,239674,690709,237994,New How Long How Long Blues - Part 2,Leroy Carr,0,The Betty Hutton Show,1959.0,Goldie Without Men (#1.29),How Long Blues,leroy carr betty hutton
241105,241105,799143,457711,I Believe,Misconduct / The Almighty Trigger Happy,2001,Grand Theft Auto: Liberty City Stories,2005.0,,I Believe,happy clappers c. scott g. ripley m. knotts m. topham
241430,241430,680861,493161,Born In Troubled Times,The John Scofield Band,2003,John Lennon Live in New York City,1986.0,,Born in a Prison,yoko ono the plastic ono elephants memory band
241632,241632,105630,493161,Born In The U.S.A.,Bruce Springsteen & The E Street Band,1984,John Lennon Live in New York City,1986.0,,Born in a Prison,yoko ono the plastic ono elephants memory band
242035,242035,545412,416824,This Is The Gospel Of Christ,Scott Wesley Brown,0,Diverso da chi?,2009.0,,This Is A Mans  Mans  Mans World,james brown betty newsome
246538,246538,495987,63828,Way Better Now,Speedmarket Avenue,2008,Degrassi: The Next Generation,2001.0,Heat of the Moment (#8.12),Way Better Now,isak klasson speedmarket avenue
247388,247388,449340,387500,Unnamed Blues,New Roanoke Jug Band,0,Cement,2000.0,,July Blues,joe ely the joe ely band
248794,248794,325161,78751,The Road To Hell,Chris Rea,1990,EastEnders,1985.0,(2001-11-09),The Road to Hell,chris rea
250399,250399,634453,33187,Rose Room,Harry James & His Orchestra,0,Boardwalk Empire,2010.0,A Return to Normalcy (#1.12),Rose Room,art hickman harry williams vince giordano his nighthawks orchestra  (as vince giordano the nighthawks)
250429,250429,582669,588223,The Passenger,Iggy Pop,1977,Radiofreccia,1998.0,,The Passenger,iggy pop
251384,251384,406834,327667,Down Along The Sheltering Palms,The Boswell Sisters,0,1941,1979.0,,Down by the Ohio,abe olman the andrews sisters
252070,252070,586637,75574,Cha-La Head-Cha-La (2005 Version Instrumental/DRAGON BALL Z Opening Theme),Kageyama Hironobu,0,Dragon Ball Z: Doragon bÃŒÂ«ru zetto,1989.0,SusamajÃŒÂ¨ hakuryoku!! Mita ka  GokÃŒÃˆ no furu pÃŒÂ¢wÃŒÂ¢ (#1.69),CHA-LA HEAD CHA-LA,chiho kiyooka hironobu kageyama
254815,254815,842801,69701,Blood Theme,Daniel Licht,2007,Dexter,2006.0,Scar Tissue (#8.4),Blood Theme,daniel licht
255794,255794,363570,420212,St. Anthony,The Sensational Alex Harvey Band,1972,Double Jeopardy,1999.0,,St. James Infirmary,spirit of new orleans brass band
260581,260581,532646,72187,Doce Vampiro,Rita Lee,1979,Doce Fugitiva,2006.0,(#1.282),Doce Fugitiva,rita pereira
262031,262031,764495,343943,Living In The U.S.A. (1991 Digital Remaster),Steve Miller Band,1991,All Things Must Pass: The Rise and Fall of Tower Records,2015.0,,Living in the USA,steve miller steve miller band
262045,262045,105630,343943,Born In The U.S.A.,Bruce Springsteen & The E Street Band,1984,All Things Must Pass: The Rise and Fall of Tower Records,2015.0,,Living in the USA,steve miller steve miller band
263601,263601,197448,714446,Lunatic Fringe (acoustic version),Tom Cochrane,1997,Vision Quest,1985.0,,Lunatic Fringe,red rider tom cochrane
264047,264047,277450,697013,Leaving Shire (2002 Digital Remaster),Bo Hansson,0,Tillsammans,2000.0,,Leaving Shire,bo hansson
264472,264472,247363,599874,One Day At A Time,Willie Nelson,1965,Ruckus,1980.0,,ONE DAY AT A TIME,willie nelson hank cochran janie fricke
268737,268737,91959,194976,Get Up Stand Up,Stellar Project Feat. Brandi Emma,2004,Rescue Special Ops,2009.0,Rescue in the Blue Mountains (#1.1),Get a Little Dirty,akinola / blease / jay the ironweed project
268968,268968,927301,250625,(She Put The)Wamee(On Me),Screaming Jay Hawkins,0,The King of Queens,1998.0,Knee Jerk (#8.16),I Put a Spell on You,screamin jay hawkins
270389,270389,419466,216299,I Got Ants In My Pants_ Part 1,James Brown,0,So You Think You Can Dance,2005.0,1 of 11 Voted Off (#7.7),I Got the Feelin,james brown
271984,271984,928738,367188,I Get Lifted 2,Paul Johnson,0,Big Fella,1937.0,,When I Get to Heaven,paul robeson   on the wharf
273868,273868,932690,600293,So Good,Spoonface & Wah Syndicate Feat. Janet Kay,0,Rumor Has It...,2005.0,,So Tired,russ morgan jack stuart kay starr
275427,275427,702281,491542,Short Shorts,The Royal Teens,1986,Jersey Boys,2014.0,,Short Shorts,bill crandall thomas austin bob gaudio bill dalton the royal teens
275846,275846,803855,406208,Thank You Love,Brian & Tony Gold,0,Date and Switch,2014.0,,Thank You For Being A Friend,andrew gold simon steadman charlton pettus nicholas braun
277169,277169,259742,234103,MuÌ©rdete la lengua,Francisca Valenzuela,2007,TeletÃŒ_n,1978.0,TeletÃŒ_n 2010: DÃŒ_a 2 (#23.2),MuÃŒÂ©rdete la lengua,francisca valenzuela
277938,277938,720348,530350,I Get A Kick Out Of You (Instrumental),Nat King Cole,0,Magnavox Presents Frank Sinatra,1973.0,,I Get a Kick Out of You,cole porter frank sinatra
278277,278277,566825,217726,King Of Pain,The Police,1983,So You Think You Can Dance,2005.0,Top 8 (#1.9),King of Pain,sting the police
279589,279589,94767,36061,Say What You Want,Sam Fox,1997,Britains Got More Talent,2007.0,2015: Live Semi-Final 4 (#9.11),What I Did for Love,david guetta giorgio tuinfort breyan stanley isaac jason evigan sam martin sean douglas emeli sandÃŒÂ©
280503,280503,822572,387834,Macarena,Los Del Sol,0,Chachi 420,1997.0,,Macarena,los del rÃŒ_o antonio romero rafael ruiz carlos de yarza mike triay
281652,281652,680861,378709,Born In Troubled Times,The John Scofield Band,2003,Bruce Springsteen: Born in the U.S.A.,1984.0,,Born In U.S.A.,bruce springsteen the e street band
282224,282224,462815,385569,Suzanne,Leonard Cohen,1967,Carry It On,1970.0,,Suzanne,leonard cohen
282313,282313,28746,256643,One Woman Man,Dave Hollister,2001,The Muppet Show,1976.0,Bernadette Peters (#2.12),Just One Person,larry grossman bernadette peters jim henson frank oz richard hunt dave goelz jerry nelson
282451,282451,247363,256643,One Day At A Time,Willie Nelson,1965,The Muppet Show,1976.0,Bernadette Peters (#2.12),Just One Person,larry grossman bernadette peters jim henson frank oz richard hunt dave goelz jerry nelson
283483,283483,868999,544941,White Rabbit,Jefferson Airplane,1967,Moonwalkers,2015.0,,White Rabbit,grace slick jefferson airplane
284199,284199,174812,576166,No Quarter,Jimmy Page / Robert Plant,2002,Physical Graffiti: A Classic Album Under Review,2008.0,,No Quarter,john paul jones jimmy page robert plant led zeppelin
287086,287086,520044,215929,Let The Music Play,G. Love / Ben Harper / Marc Broussard,2006,So You Think You Can Dance Canada,2008.0,Top 16 (#1.9),Let Me Leave,marc broussard
287791,287791,441070,537220,Physical (Live At The Sydney Opera House),Olivia Newton-John,0,Meet the Fockers,2004.0,,Physical,steve kipner terry shaddick olivia newton-john
288449,288449,877260,422826,The Christmas Song,Warren Hill,0,Duck Amuck,1953.0,,The Song of the Marines,harry warren daffy duck
290100,290100,671182,223603,Graveyard,Johnny Pearson,0,SpongeBob SquarePants,1999.0,Wet Painters/Krusty Krab Training Video (#3.10),Graveyard,johnny pearson
290617,290617,906406,188886,Oh Pretty Woman,Steve Cropper,1971,Punklandia,2008.0,Vaatteet on mun aatteet (#1.1),Pretty Vacant,steve jones glen matlock paul cook john lydon the sex pistols
291667,291667,853581,355505,Better Man,Narada Michael Walden,0,Automorphosis,2009.0,,Milk Man,zilla michael travis jamie janover aaron holstein
291819,291819,580169,330229,Crying,Roy Orbison,1962,50/50,2011.0,,Crying,roy orbison joe melson
291999,291999,713865,725097,Shut Up and Leave Me Alone,The Michael Stanley Band,0,Win a Date with Tad Hamilton!,2004.0,,Get Up,james michael taylor dayne
292007,292007,425256,725097,I'll Get By (As Long As I Have You),Harry James And His Orchestra,2006,Win a Date with Tad Hamilton!,2004.0,,Get Up,james michael taylor dayne
297497,297497,394547,350268,I Can Only Be Me (Album Version),Eva Cassidy,2002,Anita & Me,2002.0,,How Can I Be Sure,felix cavaliere edward brigati david cassidy
299095,299095,863795,457152,Nude Night,The Chemical Brothers,2003,Grand Theft Auto IV: The Ballad of Gay Tony,2009.0,,Nude Night,ed simons tom rowlands the chemical brothers
299388,299388,303023,150988,Words Get In The Way,Gloria Estefan,1989,Melrose Place,1992.0,Peanut Butter and Jealousy (#1.20),Words Get In The Way,gloria estefan
303299,303299,860278,382212,I'm A Believer,Neil Diamond,1967,Cactus Flower,1969.0,,Im A Believer,neil diamond
303754,303754,209407,173675,Sidewalks (Album Version),Story Of The Year,2003,One Tree Hill,2003.0,Somewhere a Clock Is Ticking (#2.16),Sidewalks (Acoustic Version),story of the year
304178,304178,110184,369817,Blood Is Pumpin,Voodoo & Serano,2001,Blade II,2002.0,,Blood is Pumping (Cold Blood),c.j. stone reinhard raith voodoo serano
304972,304972,462397,544012,Billies Bounce,Shelly Manne,0,Moneyball,2011.0,,Bounce To Dis,d.j. laz miranda fernando arrangement with shelly bay music
307138,307138,937335,533814,La Luna,Steve Roach & Robert Rich,0,Marilyn Hotchkiss Ballroom Dancing & Charm School,2005.0,,Bella Luna,robert j. walsh
307913,307913,563319,254416,A Swingin Safari,Bert Kaempfert And His Orchestra,2003,The Match Game,1962.0,(#1.46),A Swingin Safari (The Theme of The Match Game),bert kaempfert
307917,307917,557923,678618,What,Joey Baron feat. Arthur Blythe_ Ron Carter & Bill Frisell,1997,The Pirates of Penzance,1994.0,,What Ought We Do?,arthur sullivan susie french melissa langton anna butera
308841,308841,897120,425010,Dance Hall Days,Wang Chung,1983,Echelon Conspiracy,2009.0,,Dance Hall Days,wang chung
308885,308885,625289,103501,Draw Your Swords,Angus & Julia Stone,2010,Greys Anatomy,2005.0,Suicide Is Painless (#6.18),Draw Your Swords,angus julia stone
312634,312634,269961,398404,I Can't Fail,The Robert Cray Band,2010,Cop Land,1997.0,,I Cant Quit,robert cray the robert cray band arrangement with polygram film tv licensing
313158,313158,817784,363111,Just Have A Little Talk - Album Version,David Meece,0,Bedtime with Barney: Imagination Island,1994.0,,Just Imagine (Reprise),philip a. parker stephen white bob west hope cervantes pia manalo john david bennett ricky carter barry pearl julie johnson patty wirtz
314086,314086,782606,525579,The Funeral (Album Version),Band Of Horses,0,Love and Honor,2013.0,,The Funeral,band of horses benjamin bridwell christopher early timothy meining
316210,316210,57832,500215,The Man On The Flying Trapeze,Eddie Cantor,1994,Kid Millions,1934.0,,The Man on the Flying Trapeze,gaston lyle eddie cantor
316322,316322,754431,177294,My Funny Valentine,Miles Davis Quintet,1956,Parashat Ha-Shavua,2006.0,Bo (#2.4),My Funny Valentine,miles davis richard rodgers
319863,319863,227719,619048,Saturday Night,Jane Jensen,0,Slither,2006.0,,Saturday Night,jane jensen
321857,321857,502273,135756,What The World Needs Now Is Love,Burt Bacharach,1967,Late Show with David Letterman,1993.0,(#19.4),What the World Needs Now Is Love,burt bacharach the cbs orchestra
323051,323051,541890,660782,Akaka Falls,Arthur Lyman,0,The Freeway Maniac,1989.0,,Underwater Falls,arthur barrow robby krieger
323641,323641,478232,443175,Darling Don't You Worry,The Twinkle Brothers,0,Forever  Darling,1956.0,,Forever  Darling,bronislau kaper the ames brothers
325147,325147,174320,729093,Shoulda Seen It Comin',Mike Marshall & Chris Thile,2006,Yes: Symphonic Live,2002.0,,Ive Seen All Good People,jon anderson  : your move chris squire : all good people yes  with european festival orchestra
325365,325365,877546,504627,Dream Lover,Bobby Rydell,1993,Kustom Kar Kommandos,1970.0,,Dream Lover,bobby darin the paris sisters
327229,327229,602091,134668,Lonely Boy,Andrew Gold,1992,Late Night with Jimmy Fallon,2009.0,(#2.183),Lonely Boy,andrew gold the roots
327374,327374,241105,218586,Papagaio Do Futuro,Alceu ValenÌ¤a,1974,Som Brasil,2007.0,Alceu ValenÃŒÂ¤a (#3.5),Papagaio do Futuro,alceu valenÃŒÂ¤a silvÃŒÂ©rio pessoa
328573,328573,406259,711230,Last Time Out,The John Earl Walker Band,0,Valentines Day,2010.0,,Every Time You Smiled,john debney glen ballard carina round
330136,330136,719210,227381,Short Change Hero,The Heavy,2009,Strike Back,2010.0,Iraq: Part Two (#1.2),Short Change Hero,the heavy
331277,331277,112632,598671,Every Day When I Come Home I Expect To Find You Gone,Jim Bob,0,Ronnie Milsap: Live,2002.0,,Any Day Now,bob hilliard burt bacharach ronnie milsap
331870,331870,669448,277060,I Was A Teenage Anarchist (Album Version),Against Me!,0,The Tonight Show with Jay Leno,1992.0,(#18.68),I Was a Teenage Anarchist,tom gabel james bowman andrew seward george rebelo against me!
332030,332030,663657,146443,Canon In D Major,Johann Pachelbel,1977,Mad,2010.0,Twilight: Staking Dawn/Cookie Blue (#2.16),Canon in D,johann pachelbel
332796,332796,664145,386080,Hope No. 2,Grachan Moncur III / Roswell Rudd / Andrew Cyrille / Archie Shepp / Reggie Workman / Amiri Baraka,0,Casino Jack,2010.0,,Ballade No. 1  Op 23,frÃŒÂ©dÃŒÂ©ric chopin andrew burashko
333380,333380,385515,545824,Kummer,Stephan Remmler,2006,Mothers Meat Freuds Flesh,1984.0,,Kummer,stephan remmler gert kralle krawinkel trio
334841,334841,143210,573375,Travelin' Band,Creedence Clearwater Revival,1998,Pawn Sacrifice,2014.0,,Travellin Band,john fogerty creedence clearwater revival
338261,338261,12280,229679,Thank You Mr. Poobah ( Remastered 97' Version ),The Paul Butterfield Blues Band,0,SuperStar KZ,2003.0,(#1.15),Thank You,dido paul herman irina kotlyarova
338350,338350,281712,496284,Waltz From  Swan Lake,Pyotr Il'yich Tchaikovsky,0,Justice,2014.0,,Waltz of the Flowers,pyotr ilyich tchaikovsky
338933,338933,808143,311109,Blue suede shoes,Elvis Presley,1956,Vegas,2012.0,Estinto (#1.10),Blue Christmas,billy hayes jay johnson elvis presley
338971,338971,472807,311109,Christmas Lights,Wild Billy Childish & The Musicians of the British Empire,2007,Vegas,2012.0,Estinto (#1.10),Blue Christmas,billy hayes jay johnson elvis presley
339458,339458,318137,269502,I'm Gonna Love You (Soundtrack Version),Sonny & Cher,0,The Sonny and Cher Show,1976.0,(#1.8),Im Gonna Make You Love Me / My World Is Empty Without You,kenny gamble jerry ross also co-attributed to jerry williams leon huff  / brian holland lamont dozier eddie holland sonny bono cher
342884,342884,277117,151529,Pisando Fuerte,Alejandro Sanz,1991,MemÃŒ_ries de la tele,2007.0,(#3.30),Pisando fuerte,alejandro sanz ÃŒÃ›lex casademunt
343782,343782,690975,299929,British Hustle,Hi-Tension,1978,Top of the Pops,1964.0,(1978-08-31),The British Hustle,jeffrey guishard paul phillips hi-tension
348114,348114,216391,256519,I Call Him Holy,VIP Mass Choir featuring John P. Kee,0,The Monkees,1966.0,The Monkees in Paris (#2.22),Dont Call On Me,michael nesmith john london the monkees
349202,349202,278838,558947,Dance The Night Away,The Flying Pickets,1994,Noel Gallaghers High Flying Birds DallAlcatraz Di Milano,2011.0,,Half the World Away,noel gallagher noel gallaghers high flying birds
353544,353544,213947,41195,El Mono Relojero,Kapanga,1998,Campeones de la vida,1999.0,(#1.2),El mono relojero,kapanga
354607,354607,398841,78412,If I Could Turn Back The Hands Of Time,R. Kelly,1998,EastEnders,1985.0,(2000-08-29),If I Could Turn Back the Hands of Time,r. kelly
356538,356538,17932,305901,Human Being,The New York Dolls,1974,True Detective,2014.0,Church in Ruins (#2.6),Human Being,new york dolls
357598,357598,123877,511013,Little Girl Lost,Kris Kristofferson,1972,Lao pao er,2015.0,,Greenhouse Girl,kris wu cui jian
357838,357838,265893,483600,Ice Bound,Steve Lukather,2008,In Gods Hands,1998.0,,Glory Bound,shawn smith steve fisk pigeonhed
359803,359803,663657,603420,Canon In D Major,Johann Pachelbel,1977,Sanctuary,2008.0,,Canon in D major,johann pachelbel
359898,359898,178699,67799,Beautiful Day,Mary J. Blige,2001,Dennis the Menace,1959.0,Dennis and the Starlings (#1.28),Beautiful Dreamer,stephen foster mary wickes
361234,361234,160670,210345,I've Got A Woman,The Barbarians,0,Shindig!,1964.0,(#1.25),Youve Got to Understand,goehring kuntz the barbarians
362584,362584,830930,14266,Maple Leaf Rag,Scott Joplin,1971,Animaniacs,1993.0,Jokahontas/Boids on the Hood/Mighty Wakko at the Bat (#4.3),Maple Leaf Rag,scott joplin
366731,366731,378170,296702,Gotta Get Paid,John Brown,0,Todds Pop Song Reviews,2009.0,The Lazy Song (#2.11),Get Up Offa That Thing,james brown
367299,367299,79103,367949,MorgenblÌ_tter op. 279 (Walzer),AndrÌ© Rieu_ Johann Strauss Orchester,0,Bill and Coo,1948.0,,FrÃŒ_hlingsstimmen  Op. 410 (Voices of Spring),johann strauss
367558,367558,658428,66710,Um Caso Raro,PÌ_lo Norte,0,Deixa-me Amar,2007.0,(#1.26),Um caso raro,pÃŒ_lo norte
371231,371231,365456,318176,Trading Things In (Album Version),The Voluntary Butler Scheme,0,When Things Were Rotten,1975.0,,When Things Were Rotten,charles strouse artie butler
372662,372662,661615,44842,The Key To Her Ferrari,Thomas Dolby,1988,Chefs Table,2015.0,Niki Nakayama (#1.4),A Key For All The Rooms,thomas vanoosting
373310,373310,694045,235781,Concerto No 1 In B Flat Minor_ Op23: Third Movement - Allegro Con Fuoco,Van Cliburn,0,The Adventures of the Galaxy Rangers,1986.0,Progress (#1.14),No Guts  No Glory,john van tongeren phil galdston
374692,374692,187328,627524,Love Is A Many Splendored Thing,The Four Aces / Al Alberts,1991,St. Trinians,2007.0,,Love Is a Many Splendored Thing,sammy fain the four aces
375381,375381,796456,659158,(Let Me Up) I've Had Enough (Album Version),Kenny Wayne Shepherd Band,1995,The Fan,1996.0,, (LET ME UP) IVE HAD ENOUGH,kenny wayne shepherd mark selby joe nadeau arrangement with warner special products
375506,375506,567162,377463,In Dulci Jubilo,Mike Oldfield,1975,Britains Favourite Christmas Songs,2011.0,,In Dulce Jubilo,mike oldfield
375865,375865,91909,438075,Muffin Man,Harry Gregson-Williams,2004,Female,1933.0,,Old Man Sunshine (Little Boy Bluebird),harry warren
377035,377035,146405,376535,Pump Up The Jam,Technotronic,1989,Bride Wars,2009.0,,Pump Up The Jam,thomas de quincey manuela kamosi technotronic
377248,377248,351207,635579,Yeh Tu Kya Kar Rahela Hai,Sunidhi Chauhan,0,Sur: The Melody of Life,2002.0,,Tu Dil Ki Khushi,nida fazli m.m. keeravani lucky ali sunidhi chauhan
379617,379617,879415,301853,Tears Are Not Enough,ABC,0,Top of the Pops,1964.0,(1981-11-19),Tears Are Not Enough,abc
379785,379785,351640,165921,White Christmas,Bing Crosby,1942,Never Mind the Buzzcocks,1996.0,Merry Mind the Buzzcocks (#2.8),White Christmas,irving berlin bing crosby
383916,383916,562401,554497,My Heart Belongs To Only You,Bobby Vinton,1964,Nelson Mandela 70th Birthday Tribute,1988.0,,Unchain My Heart,bobby sharp teddy powell joe cocker
384523,384523,45719,4262,Bridal Chorus,Richard Wagner / Otto Sieben,1991,7th Heaven,1996.0,We Do (#7.18),Bridal Chorus,richard wagner
388050,388050,489310,465554,Why Do I Lie? (Pants On Fire Mix),Luscious Jackson,1997,Havoc,2005.0,,How Do U Want It,tupac shakur johnny jackson bruce fisher leon ware quincy jones
391982,391982,543785,576024,Did You Ever Have To Make Up Your Mind [Live],John Sebastian,0,Philadelphia,1993.0,,Have You Ever Seen The Rain,john fogerty spin doctors
392911,392911,473323,352883,Hello Central Give Me Heaven,Carter Family,0,Arizona Seaside,2007.0,,Hello L.A.,carter falco
393456,393456,273471,102854,Everybody Loves You,Jenn Grant,0,Greys Anatomy,2005.0,Hook  Line and Sinner (#6.20),Everybody Loves You,jenn grant
394401,394401,562715,588173,When I'm A Rock 'n Roll Star (Reprise),David Cassidy,0,Radio Unnameable,2012.0,,When First Unto this Country,david bromberg
397932,397932,25418,350734,Edgar The Party Man,John Gorka,1996,Annie Oakley,1935.0,,The Red Man,john philip sousa
398358,398358,123596,14977,Weird Science,Danny Byrd,2008,Annedroids,2013.0,An Android Space Odyssey (#2.5),Weird Science,danny elfman oingo boingo
399842,399842,591756,50688,Wild Out Day,Mike Ladd,2004,Countdown,1974.0,(#1.6),The Wild One,nicky chinn mike chapman suzi quatro
400143,400143,85167,574863,Big River (Featuring Johnny Cash and Waylon Jennings) (Album Version),Trick Pony (Featuring Johnny Cash and Waylon Jennings),2001,Permanent Record,1988.0,,Moon River,johnny mercer henry mancini
400170,400170,786422,694762,Thats All Right,Arthur Big Boy Crudup,0,This Is Elvis,1981.0,,Thats All Right Momma,arthur crudup
402590,402590,599174,267030,Salvavidas,Julieta Venegas,2000,The Shield,2002.0,Throwaway (#1.9),Salvavidas,julieta venegas
403483,403483,950966,302492,I'll Be There For You/ You're All I Need To Get By,Method Man / Mary J. Blige,0,Top of the Pops,1964.0,(1995-07-27),Ill Be There for You/Youre All I Need,nick ashford rza valerie simpson method man method man  feat mary j. blige
403665,403665,587867,302492,Ill Na Na,Foxy Brown / Method Man,0,Top of the Pops,1964.0,(1995-07-27),Ill Be There for You/Youre All I Need,nick ashford rza valerie simpson method man method man  feat mary j. blige
404459,404459,889993,678215,Deep In Your Mind (main mix),Kevin Yost,0,The Phantom Hour,2016.0,,Deep Noise,kevin macleod
405872,405872,909518,492903,The Little White Cloud That Cried,Johnnie Ray,1989,Joe the King,1999.0,,The Little White Cloud That Cried,johnnie ray
407425,407425,658428,65230,Um Caso Raro,PÌ_lo Norte,0,Deixa-me Amar,2007.0,(#1.119),Um caso raro,pÃŒ_lo norte
410403,410403,454297,295829,Somebody Loves Me,Paul Anka,0,Toast of the Town,1948.0,(#17.20),She Loves You,john lennon paul mccartney george harrison ringo starr
411346,411346,891949,36875,Getting Close,Dan Siegel,0,Broadchurch,2013.0,(#1.4),So Close,olafur arnalds arnor dan
412635,412635,944704,65855,CanÌ¤Ì£o Simples,Tiago Bettencourt,2007,Deixa-me Amar,2007.0,(#1.176),CanÃŒÂ¤ÃŒÂ£o simples,tiago bettencourt
