,_id,ltable_id,rtable_id,ltable_title,ltable_artist_name,ltable_year,rtable_title,rtable_year,rtable_episode,rtable_song,rtable_artists
24940,24940,611890,44198,Woman Is The Root Of All Evil - Original,Dr. John,0,Champs-ElysÌ©es,1982.0,(2012-03-10),All That Jazz,john kander+sofia essaÌødi
24952,24952,112255,44198,Glory Medley: Crown Him With Many Crowns/Christ The Lord Has Risen Today/Now Thank We All Our God,John Tesh,0,Champs-ElysÌ©es,1982.0,(2012-03-10),All That Jazz,john kander+sofia essaÌødi
25004,25004,134249,504177,SjÌ¦salavals,Sven-Bertil Taube,1996,Kuckelikaka,1949.0,,SjÌ¦salavals,evert taube
25007,25007,784423,162178,Buddy Holly,Rivers Cuomo,2007,My Mad Fat Diary,2013.0,Girls (#2.3),Buddy Holly,rivers cuomo+weezer
25031,25031,550864,636020,Ring Of Fire,June Carter Cash,2008,Suture,1993.0,,Ring of Fire,merle kilgore+june carter cash+johnny cash
25071,25071,114517,74527,Wie im Traum,Marc Andrae,0,Dora the Explorer,2000.0,Pinto the Pony Express (#2.9),Im the Map,marc weiner
25092,25092,356619,347035,It Wasn't That I Had To,Jim Lauderdale,2006,American Pie 2,2001.0,,Will I,jim cushnie+ricky estrada+dennis leipert+pushover
25093,25093,65292,347035,I Feel Like Singing Today,Jim Lauderdale/Ralph Stanley & The Clinch Mountain Boys,0,American Pie 2,2001.0,,Will I,jim cushnie+ricky estrada+dennis leipert+pushover
25094,25094,112632,347035,Every Day When I Come Home I Expect To Find You Gone,Jim Bob,0,American Pie 2,2001.0,,Will I,jim cushnie+ricky estrada+dennis leipert+pushover
25105,25105,76521,636822,Barra,Habib Koite,0,Sweet  Sweet Country,2013.0,,Barra,habib koite
25125,25125,351557,675948,Dead From the Neck Up,Riverboat Gamblers,2003,The Night of the White Pants,2006.0,,Dead From the Neck Up,the riverboat gamblers
25127,25127,636983,679585,Sleep Late_ My Lady Friend,Harry Nilsson,0,The Prisoner of Swing,1938.0,,The Lady Who Couldnt Be Kissed,harry warren
25210,25210,555138,274706,Les Deux Pigeons ( Ballet Suite): Pas Des Voiles (Theme Et Variations,Paul Bonneau,0,The Tonight Show Starring Johnny Carson,1962.0,(1971-03-18),Johnnys Theme,paul anka
25269,25269,889460,274706,Theme (The Duke) - Intro,The Dave Brubeck Quartet Featuring Paul Desmond,0,The Tonight Show Starring Johnny Carson,1962.0,(1971-03-18),Johnnys Theme,paul anka
25290,25290,500359,110983,All the Things You Are,Steve Smith,0,Histeria!,1998.0,The Thomas Jefferson Program (#1.27),If Youre Happy and You Know It,alfred b. smith
25292,25292,250361,110983,I Know I'll Meet My Mother After All,Walter Smith & Friends,0,Histeria!,1998.0,The Thomas Jefferson Program (#1.27),If Youre Happy and You Know It,alfred b. smith
25303,25303,939737,110983,I Don't Hate You - album version,Plan B,0,Histeria!,1998.0,The Thomas Jefferson Program (#1.27),If Youre Happy and You Know It,alfred b. smith
25321,25321,168853,110983,If U Can't Dance (Slide),Will Smith,2005,Histeria!,1998.0,The Thomas Jefferson Program (#1.27),If Youre Happy and You Know It,alfred b. smith
25335,25335,749013,110983,I Can't Trust You Man (W Smith),Willie Big Eyes Smith,0,Histeria!,1998.0,The Thomas Jefferson Program (#1.27),If Youre Happy and You Know It,alfred b. smith
25348,25348,802372,110983,Act Like You Know,Will Smith,2002,Histeria!,1998.0,The Thomas Jefferson Program (#1.27),If Youre Happy and You Know It,alfred b. smith
25352,25352,530882,110983,Can You Feel Me?,Will Smith Featuring EVE,1999,Histeria!,1998.0,The Thomas Jefferson Program (#1.27),If Youre Happy and You Know It,alfred b. smith
25375,25375,357521,110983,Because I Love You (The Postman Song),Stevie B,1988,Histeria!,1998.0,The Thomas Jefferson Program (#1.27),If Youre Happy and You Know It,alfred b. smith
25382,25382,640581,110983,I've Got A Crush On You,Keely Smith / Frankie Capp Orchestra,0,Histeria!,1998.0,The Thomas Jefferson Program (#1.27),If Youre Happy and You Know It,alfred b. smith
25894,25894,70041,181119,Dance The Night Away,Jimmy Martin,0,Petticoat Junction,1963.0,Kates Homecoming (#5.30),Up  Up and Away,jimmy webb+meredith macrae+lori saunders+linda henning
25901,25901,779617,181119,May The Bird Of Paradise Fly Up Your Nose,Little' Jimmy Dickens,1993,Petticoat Junction,1963.0,Kates Homecoming (#5.30),Up  Up and Away,jimmy webb+meredith macrae+lori saunders+linda henning
25931,25931,494876,181119,Steppin' Up In Class,Jimmy McCracklin,0,Petticoat Junction,1963.0,Kates Homecoming (#5.30),Up  Up and Away,jimmy webb+meredith macrae+lori saunders+linda henning
25953,25953,797179,306415,Will You Love Me Tomorrow,The Michael Stanley Band,1977,Tu cara me suena - Argentina,2013.0,(#3.1),The Greatest Love of All,michael masser+linda creed+diana amarilla
25966,25966,778454,306415,I Will Love You All My Life,Michael English,0,Tu cara me suena - Argentina,2013.0,(#3.1),The Greatest Love of All,michael masser+linda creed+diana amarilla
25970,25970,251103,306415,Love At First Sight (From The Film Totally Blonde),Michael BublÌ©,0,Tu cara me suena - Argentina,2013.0,(#3.1),The Greatest Love of All,michael masser+linda creed+diana amarilla
25972,25972,150750,306415,Why Should Love Be This Way,Michael Stanley Band,1992,Tu cara me suena - Argentina,2013.0,(#3.1),The Greatest Love of All,michael masser+linda creed+diana amarilla
25986,25986,641450,306415,(Your Love Keeps Lifting Me) Higher And Higher,Michael McDonald,0,Tu cara me suena - Argentina,2013.0,(#3.1),The Greatest Love of All,michael masser+linda creed+diana amarilla
26010,26010,840904,306415,Falling In Love Again,Michael Stanley Band,1981,Tu cara me suena - Argentina,2013.0,(#3.1),The Greatest Love of All,michael masser+linda creed+diana amarilla
26058,26058,346509,722869,The Green Station Haunt,The Focus Group,2007,Whiskey Tango Foxtrot,2016.0,,Green Gloves,matt berninger+bryce dessner+the national+arrangement with beggars group media limited
26085,26085,224966,39120,The Climb,Miley Cyrus,2009,CMT Top 20 Countdown,2001.0,(2009-03-20),The Climb,miley cyrus
26151,26151,143937,565794,Outlaw Blues,Thin White Rope,1993,One Last Chance,2004.0,,Parchman Farm Blues,bukka white
26181,26181,389158,565794,Howling Wolf Blues,Josh White,1996,One Last Chance,2004.0,,Parchman Farm Blues,bukka white
26191,26191,458983,565794,Parchman Farm Blues,Bukka White,1940,One Last Chance,2004.0,,Parchman Farm Blues,bukka white
26205,26205,534817,565794,Friendless City Blues,Josh White,1996,One Last Chance,2004.0,,Parchman Farm Blues,bukka white
26429,26429,692227,542958,Rocky Mountain Way,Joe Walsh,1973,Mob Job,1974.0,,Rocky Mountain Way,joe walsh+joe vitale+rocke grace+kenny passarelli
26493,26493,900871,502665,Abide With Me,Thelonious Monk Septet,0,Klansman,1974.0,,Abide with me,william h. monk
26513,26513,568846,112504,Where'm I Gonna Live When I Get Home,Warner Williams and Jay Summerour,0,Home and Away,1988.0,(#1.1597),Home and Away,mike perjanik+karen boddington+mark williams
26723,26723,128230,423647,The Social Set I,Henry Kaiser_ Greg Goodman_ Toshinori Kondo_ Evan Parker_ ROVA,0,Dying 2 Meet U,2012.0,,When I am laid in Earth (Didos Lament),henry purcell
26912,26912,568846,680273,Where'm I Gonna Live When I Get Home,Warner Williams and Jay Summerour,0,The Quickie,2001.0,,I Put a Spell on You,screamin jay hawkins+nolan f. porter ii+mike nelson (tenor+baritone sax)+ken steiger (guitars
26918,26918,333557,680273,I Put a Spell On You,Screamin Jay Hawkins,1956,The Quickie,2001.0,,I Put a Spell on You,screamin jay hawkins+nolan f. porter ii+mike nelson (tenor+baritone sax)+ken steiger (guitars
26923,26923,190677,680273,You Look Like The Devil (Sunday Set 1) (Live at the Texas Opry House),Willie Nelson,0,The Quickie,2001.0,,I Put a Spell on You,screamin jay hawkins+nolan f. porter ii+mike nelson (tenor+baritone sax)+ken steiger (guitars
26926,26926,256438,680273,Have I Told You Lately That I Love You? (single version),Ricky Nelson,0,The Quickie,2001.0,,I Put a Spell on You,screamin jay hawkins+nolan f. porter ii+mike nelson (tenor+baritone sax)+ken steiger (guitars
26928,26928,336381,680273,Anything Goes_ I Get A Kick Out Of You,Cole Porter,0,The Quickie,2001.0,,I Put a Spell on You,screamin jay hawkins+nolan f. porter ii+mike nelson (tenor+baritone sax)+ken steiger (guitars
26932,26932,784876,680273,Just Someone I Used To Know,Porter Wagoner and Dolly Parton,1989,The Quickie,2001.0,,I Put a Spell on You,screamin jay hawkins+nolan f. porter ii+mike nelson (tenor+baritone sax)+ken steiger (guitars
26933,26933,481466,680273,We Wish You A Merry Christmas,Willie Nelson,1997,The Quickie,2001.0,,I Put a Spell on You,screamin jay hawkins+nolan f. porter ii+mike nelson (tenor+baritone sax)+ken steiger (guitars
26939,26939,60232,680273,Fantastic That's You,Oliver Nelson,1966,The Quickie,2001.0,,I Put a Spell on You,screamin jay hawkins+nolan f. porter ii+mike nelson (tenor+baritone sax)+ken steiger (guitars
26941,26941,893905,680273,You Made Me Love You (I Didn't Want To Do It),Screaming Jay Hawkins,0,The Quickie,2001.0,,I Put a Spell on You,screamin jay hawkins+nolan f. porter ii+mike nelson (tenor+baritone sax)+ken steiger (guitars
26943,26943,927301,680273,(She Put The)Wamee(On Me),Screaming Jay Hawkins,0,The Quickie,2001.0,,I Put a Spell on You,screamin jay hawkins+nolan f. porter ii+mike nelson (tenor+baritone sax)+ken steiger (guitars
26944,26944,372125,680273,Am I Blue,Jay McShann,0,The Quickie,2001.0,,I Put a Spell on You,screamin jay hawkins+nolan f. porter ii+mike nelson (tenor+baritone sax)+ken steiger (guitars
26951,26951,147763,680273,Nothing I Can Do About It Now,Willie Nelson,1989,The Quickie,2001.0,,I Put a Spell on You,screamin jay hawkins+nolan f. porter ii+mike nelson (tenor+baritone sax)+ken steiger (guitars
26974,26974,617792,680273,I Can Love You Feat. D:exter,Jay Haze,2005,The Quickie,2001.0,,I Put a Spell on You,screamin jay hawkins+nolan f. porter ii+mike nelson (tenor+baritone sax)+ken steiger (guitars
26975,26975,177328,680273,I Love Ya (Masch Remix),Nik & Jay,0,The Quickie,2001.0,,I Put a Spell on You,screamin jay hawkins+nolan f. porter ii+mike nelson (tenor+baritone sax)+ken steiger (guitars
26990,26990,680053,680273,You Were Sleeping,Jay Reatard,2008,The Quickie,2001.0,,I Put a Spell on You,screamin jay hawkins+nolan f. porter ii+mike nelson (tenor+baritone sax)+ken steiger (guitars
27070,27070,400206,298506,Medicine Man - The Trees,Jerry Goldsmith,0,Top of the Pops,1964.0,(1970-03-26),Hey  Western Union Man,jerry butler+kenny gamble+leon huff
27078,27078,243667,298506,Hey_ Western Union Man,Jerry Butler,0,Top of the Pops,1964.0,(1970-03-26),Hey  Western Union Man,jerry butler+kenny gamble+leon huff
27082,27082,810177,298506,If A Man Ain't Thinkin' ('Bout His Woman),Jerry Kilgore,0,Top of the Pops,1964.0,(1970-03-26),Hey  Western Union Man,jerry butler+kenny gamble+leon huff
27171,27171,859205,156049,My Bottleneck (Story),Fred McDowell,0,MisteRogers Neighborhood,1968.0,1469: Superheroes (#10.9),Wont You Be My Neighbor?,fred rogers
27174,27174,461003,156049,Why Wont You,The Rogers Sisters,2006,MisteRogers Neighborhood,1968.0,1469: Superheroes (#10.9),Wont You Be My Neighbor?,fred rogers
27176,27176,80699,156049,The Way You Look Tonight,Fred Astaire & Ginger Rogers,1998,MisteRogers Neighborhood,1968.0,1469: Superheroes (#10.9),Wont You Be My Neighbor?,fred rogers
27177,27177,112762,156049,You And Me Against The World,Roy Rogers,0,MisteRogers Neighborhood,1968.0,1469: Superheroes (#10.9),Wont You Be My Neighbor?,fred rogers
27188,27188,548559,156049,Hey You In The Neighborhood,Fred Wesley,0,MisteRogers Neighborhood,1968.0,1469: Superheroes (#10.9),Wont You Be My Neighbor?,fred rogers
27503,27503,59688,117536,Journey Of The Black Star,MICHAEL WHITE,0,Idol,2004.0,List-ettor (#1.8),Black or White,michael jackson+bill bottrell+nathalie schemikal
28215,28215,326529,97265,Jesus Gave Love Away For Free (LP Version),Stephen Stills,0,Girls and Boys: Sex and British Pop,2005.0,Wannabe: The 1990s (#1.4),Jump (For My Love),stephen mitchell+marti sharron+gary skardina+girls aloud
28219,28219,447180,97265,Everybody Needs Love,Stephen Bishop,1994,Girls and Boys: Sex and British Pop,2005.0,Wannabe: The 1990s (#1.4),Jump (For My Love),stephen mitchell+marti sharron+gary skardina+girls aloud
28222,28222,828049,97265,My Love Is A Gentle Thing [1968 Demo],Stephen Stills,2009,Girls and Boys: Sex and British Pop,2005.0,Wannabe: The 1990s (#1.4),Jump (For My Love),stephen mitchell+marti sharron+gary skardina+girls aloud
28226,28226,247251,97265,Losing My Mind (Follies),Stephen Sondheim,0,Girls and Boys: Sex and British Pop,2005.0,Wannabe: The 1990s (#1.4),Jump (For My Love),stephen mitchell+marti sharron+gary skardina+girls aloud
28351,28351,61594,140567,Tosca (1997 Digital Remaster)_ ACT 1: Dammi i colori...Recondita armonia,Giuseppe di Stefano/Melchiorre Luise/Orchestra del Teatro alla Scala_ Milano/Victor de Sabata,0,Live from the Metropolitan Opera,1977.0,The Metropolitan Opera Silver Anniversary Gala (#16.1),Otello: Act III,giuseppe verdi+plÌÁcido domingo+mirella freni+justino dÌ_az+sondra kelly+uwe heilmann+paul plishka+charles anthony+dwayne croft
28583,28583,74997,182126,Lucy In The Sky With Diamonds,Elton John / John Lennon,1974,Play for Today,1970.0,The Flipside of Dominick Hide (#11.8),Lucy in the Sky with Diamonds,john lennon+paul mccartney
28645,28645,644482,466509,Racing With the Moon (vaughn's Theme Song),Vaughn Monroe,0,Heart of the Beholder,2005.0,,Heart of the Beholder (Closing Title Song),angie l. monroe
28653,28653,178610,466509,Song for J. J.,Blaine L. Reininger,0,Heart of the Beholder,2005.0,,Heart of the Beholder (Closing Title Song),angie l. monroe
28706,28706,576433,393184,Good Morning,Ninja High School,2005,Class Act,2006.0,,Good Room,shelton becton+eastern high school choir
28853,28853,885805,62286,O amor para ser amor,Jorge Ferreira,0,De que te quiero  te quiero,2013.0,Diana fallece (#1.60),Amor  amor,jorge octavio domÌ_nguez+octavio lara+yuri+manuel mijares
29019,29019,840317,113154,Hot Fridge,Ron Basejam,2010,Hot in Cleveland,2010.0,Pony Up (#4.16),Hot In Cleveland,ron wasserman+emerson swinford+tv tunesters
29027,29027,553232,695274,Who Said What,Marquis De Sade,1979,This World  Then the Fireworks,1997.0,,YOU DONT KNOW WHAT LOVE IS,gene de paul+don raye+chet baker
29032,29032,908621,695274,You Wonderful You (from 'Summer Stock'_ 1950) (LP Version),Judy Garland & Gene Kelly,0,This World  Then the Fireworks,1997.0,,YOU DONT KNOW WHAT LOVE IS,gene de paul+don raye+chet baker
29056,29056,815057,695274,You Can't Settle Blood,Sam Baker,0,This World  Then the Fireworks,1997.0,,YOU DONT KNOW WHAT LOVE IS,gene de paul+don raye+chet baker
29124,29124,391773,695274,(I'm Just A) Fool For You - Original,Gene Chandler,0,This World  Then the Fireworks,1997.0,,YOU DONT KNOW WHAT LOVE IS,gene de paul+don raye+chet baker
29126,29126,561848,695274,Only Love Can Break A Heart,Gene Pitney,1986,This World  Then the Fireworks,1997.0,,YOU DONT KNOW WHAT LOVE IS,gene de paul+don raye+chet baker
29148,29148,437312,695274,I Sure Miss You,Gene Vincent & The Bluecaps,1998,This World  Then the Fireworks,1997.0,,YOU DONT KNOW WHAT LOVE IS,gene de paul+don raye+chet baker
29162,29162,621435,695274,Ko Ko Mo - I Love You So (Digitally Remastered),Gene & Eunice,0,This World  Then the Fireworks,1997.0,,YOU DONT KNOW WHAT LOVE IS,gene de paul+don raye+chet baker
29209,29209,916797,115005,Get On Up (Clean LP Version),Trick Daddy (Featuring The Lost Tribe_ Money Mark Of Tre +6 and JV),0,Huckabee,2008.0,(2010-07-10),Up Above My Head,the blind boys of alabama
29214,29214,103822,115005,I Don't Know Why I Don't Like All My Friends,The Farmer's Boys,1983,Huckabee,2008.0,(2010-07-10),Up Above My Head,the blind boys of alabama
29250,29250,480268,115005,If I Had My Way,Blind Willie Johnson,2000,Huckabee,2008.0,(2010-07-10),Up Above My Head,the blind boys of alabama
29273,29273,761448,115005,All My Love,Mike Dunn & The Kings Of New England,2009,Huckabee,2008.0,(2010-07-10),Up Above My Head,the blind boys of alabama
29295,29295,336049,115005,I Got My Mind Made Up_ Get It Girl_ Push It,Ambassadors Of Funk,0,Huckabee,2008.0,(2010-07-10),Up Above My Head,the blind boys of alabama
29297,29297,913334,115005,Raising my Family (single mix),Sound of R.E.L.S.,0,Huckabee,2008.0,(2010-07-10),Up Above My Head,the blind boys of alabama
29321,29321,793448,115005,Heaven on My Mind,The Original Five Blind Boys Of Alabama,0,Huckabee,2008.0,(2010-07-10),Up Above My Head,the blind boys of alabama
29393,29393,486535,115005,Where's My Jet Pack,Birds Of Avalon,0,Huckabee,2008.0,(2010-07-10),Up Above My Head,the blind boys of alabama
29396,29396,940802,115005,The Detective: I Think E.t. Is Involved In My Family,Youth Pictures Of Florence Henderson,0,Huckabee,2008.0,(2010-07-10),Up Above My Head,the blind boys of alabama
29505,29505,534950,115005,Diesel On My Tail,New Riders of The Purple Sage,1993,Huckabee,2008.0,(2010-07-10),Up Above My Head,the blind boys of alabama
29525,29525,876772,115005,This World Is Not My Home,Jim Lauderdale/Ralph Stanley & The Clinch Mountain Boys,0,Huckabee,2008.0,(2010-07-10),Up Above My Head,the blind boys of alabama
29538,29538,120143,115005,When Cats Get Up In the Morning,Old Town School of Folk Music,0,Huckabee,2008.0,(2010-07-10),Up Above My Head,the blind boys of alabama
29729,29729,732038,227426,Ill Catch You When You Fall,Laura Lee,0,Strisser pÌ´ SamsÌü,1997.0,Kikkertsyn (#1.3),When it Comes to Love,laura illeborg+peter heegaard+velvet
29737,29737,745690,312763,We Used To Be Friends,The Dandy Warhols,2003,Veronica Mars,2004.0,Rashard and Wallace Go to White Castle (#2.12),We Used to Be Friends,courtney taylor-taylor+grant nicholas+the dandy warhols
29738,29738,584823,696100,esperanza,P.I.C.,2000,Three to Five & Glassy,2007.0,,Esperanza,p.i.c.
29741,29741,953633,65527,ÌÛ Espera De Godot,Delfins,0,Deixa-me Amar,2007.0,(#1.146),ÌÛ espera de Godot,delfins
29757,29757,868901,657460,Them Changes,Buddy Miles,1970,The Dukes of September Live at Lincoln Center,2012.0,,Them Changes,buddy miles
29880,29880,289971,217314,Missin You (Album Version),Trey Songz,0,So You Think You Can Dance,2005.0,Top 18 Perform (#5.8),Missin You,trey songz
29898,29898,306589,502868,All Of My Life,Sam Cooke,1959,Klondike Annie,1936.0,,My Medicine Man,sam coslow+mae west
29912,29912,371681,502868,Got My Mojo Working,Magic Sam,2001,Klondike Annie,1936.0,,My Medicine Man,sam coslow+mae west
29917,29917,317251,502868,Grown Man Pt. 2,Young Gunz / Kanye West / John Legend,2005,Klondike Annie,1936.0,,My Medicine Man,sam coslow+mae west
29939,29939,629635,502868,Just Like A Man,Way Out West,0,Klondike Annie,1936.0,,My Medicine Man,sam coslow+mae west
29979,29979,905109,690982,Just Want To Love You Tonight ,Average White Band,2009,The White Countess,2005.0,,Magic Love (Qi yi de ai qing),ching kwang lee+wei zhang+coco zhou ke+the white countess band
30012,30012,835974,690982,Who Do You Love,Steve Miller Band,1994,The White Countess,2005.0,,Magic Love (Qi yi de ai qing),ching kwang lee+wei zhang+coco zhou ke+the white countess band
30040,30040,797179,690982,Will You Love Me Tomorrow,The Michael Stanley Band,1977,The White Countess,2005.0,,Magic Love (Qi yi de ai qing),ching kwang lee+wei zhang+coco zhou ke+the white countess band
30068,30068,848950,690982,Out Of The Shadows Of Love,Barry White,1995,The White Countess,2005.0,,Magic Love (Qi yi de ai qing),ching kwang lee+wei zhang+coco zhou ke+the white countess band
30070,30070,241229,690982,I'm Gonna Love You Just A Little,Barry White,2003,The White Countess,2005.0,,Magic Love (Qi yi de ai qing),ching kwang lee+wei zhang+coco zhou ke+the white countess band
30076,30076,709998,690982,Julie Do Ya Love Me,White Plains,1994,The White Countess,2005.0,,Magic Love (Qi yi de ai qing),ching kwang lee+wei zhang+coco zhou ke+the white countess band
30156,30156,875909,690982,Love It All,Wicked Jazz Sounds Band,2009,The White Countess,2005.0,,Magic Love (Qi yi de ai qing),ching kwang lee+wei zhang+coco zhou ke+the white countess band
30206,30206,649788,690982,Doctor Love,The Leslie West Band,0,The White Countess,2005.0,,Magic Love (Qi yi de ai qing),ching kwang lee+wei zhang+coco zhou ke+the white countess band
30220,30220,2142,690982,Love That Burns,The Mick Fleetwood Blues Band,2008,The White Countess,2005.0,,Magic Love (Qi yi de ai qing),ching kwang lee+wei zhang+coco zhou ke+the white countess band
30230,30230,691594,690982,Just Wanna Love You Tonight (LP Version),Average White Band,1974,The White Countess,2005.0,,Magic Love (Qi yi de ai qing),ching kwang lee+wei zhang+coco zhou ke+the white countess band
30243,30243,587832,690982,Gonna Find Love One Day,White Plains,0,The White Countess,2005.0,,Magic Love (Qi yi de ai qing),ching kwang lee+wei zhang+coco zhou ke+the white countess band
30270,30270,408329,690982,You Wouldnt Know Love,The Nashville Bluegrass Band,1995,The White Countess,2005.0,,Magic Love (Qi yi de ai qing),ching kwang lee+wei zhang+coco zhou ke+the white countess band
30282,30282,840904,690982,Falling In Love Again,Michael Stanley Band,1981,The White Countess,2005.0,,Magic Love (Qi yi de ai qing),ching kwang lee+wei zhang+coco zhou ke+the white countess band
30287,30287,150750,690982,Why Should Love Be This Way,Michael Stanley Band,1992,The White Countess,2005.0,,Magic Love (Qi yi de ai qing),ching kwang lee+wei zhang+coco zhou ke+the white countess band
30359,30359,215284,14227,Jingle Bells (Album Version),Boney James,0,Animaniacs,1993.0,Hooray for North Hollywood: Part 2 (#5.6),Jingle Bells,james pierpont
30418,30418,379551,356243,Saturday Night Fish Fry - Parts 1 & 2 (Digitally Remastered),Louis Jordan & His Tympany Five,0,B.B. King: The Life of Riley,2012.0,,Saturday Night Fish Fry,louis jordan+ellis lawrence walsh
30818,30818,27985,458546,If I Get Lucky,The Johnny Shines Blues Band,2002,Grease Day USA,1978.0,,Youre the One That I Want,john farrar+the u.s.c. trojan marching band
30824,30824,805034,458546,When I Paint My Masterpiece (Live) (2001 Digital Remaster),The Band With Bob Dylan,0,Grease Day USA,1978.0,,Youre the One That I Want,john farrar+the u.s.c. trojan marching band
30825,30825,905109,458546,Just Want To Love You Tonight ,Average White Band,2009,Grease Day USA,1978.0,,Youre the One That I Want,john farrar+the u.s.c. trojan marching band
30834,30834,797387,458546,You're My Candy Sweet,THE FATBACK BAND,0,Grease Day USA,1978.0,,Youre the One That I Want,john farrar+the u.s.c. trojan marching band
30835,30835,38344,458546,(Hey) I Feel Real Good,THE FATBACK BAND,1975,Grease Day USA,1978.0,,Youre the One That I Want,john farrar+the u.s.c. trojan marching band
30837,30837,644702,458546,Who Can I Turn To?,US Army Field Band Jazz Ambassadors,0,Grease Day USA,1978.0,,Youre the One That I Want,john farrar+the u.s.c. trojan marching band
30844,30844,381488,458546,I Want To Be With You (Live @ The Troubadour_ LosAngeles),The Paul Butterfield Blues Band,0,Grease Day USA,1978.0,,Youre the One That I Want,john farrar+the u.s.c. trojan marching band
30845,30845,171003,458546,I Like Girls,THE FATBACK BAND,1993,Grease Day USA,1978.0,,Youre the One That I Want,john farrar+the u.s.c. trojan marching band
30864,30864,960689,458546,Mind Games (I Promise) (Anthology Version),John Lennon,0,Grease Day USA,1978.0,,Youre the One That I Want,john farrar+the u.s.c. trojan marching band
30869,30869,60273,458546,You're So Fine (1990 Digital Remaster),Steve Miller Band,1968,Grease Day USA,1978.0,,Youre the One That I Want,john farrar+the u.s.c. trojan marching band
30917,30917,683417,458546,You're Going To Lose That Girl,The Beatles Revival Band,0,Grease Day USA,1978.0,,Youre the One That I Want,john farrar+the u.s.c. trojan marching band
30927,30927,579817,458546,I Want You!,Peter Bjorn And John,2009,Grease Day USA,1978.0,,Youre the One That I Want,john farrar+the u.s.c. trojan marching band
30932,30932,868438,458546,How Did I Get By Without You,John Waite,1996,Grease Day USA,1978.0,,Youre the One That I Want,john farrar+the u.s.c. trojan marching band
30948,30948,216391,458546,I Call Him Holy,VIP Mass Choir featuring John P. Kee,0,Grease Day USA,1978.0,,Youre the One That I Want,john farrar+the u.s.c. trojan marching band
30967,30967,336694,458546,I Am The Bread Of Life (Songs For Worship_ Vol. 1 & 2 Album Version),John Michael Talbot,0,Grease Day USA,1978.0,,Youre the One That I Want,john farrar+the u.s.c. trojan marching band
30969,30969,748904,458546,I Wake Up Cryin' (Remastered Mono Version),The Watts 103rd. Street Rhythm Band,0,Grease Day USA,1978.0,,Youre the One That I Want,john farrar+the u.s.c. trojan marching band
31043,31043,265062,458546,Gee_ Rudolph (Ain't I Good To You) (Parody by Ken Vandermarr_ based on Gee_ Baby_ Aint I Good To You),The Christmas Jug Band,1987,Grease Day USA,1978.0,,Youre the One That I Want,john farrar+the u.s.c. trojan marching band
31044,31044,699082,458546,I Can't Stand Being Alone,Maurice John Vaughn,0,Grease Day USA,1978.0,,Youre the One That I Want,john farrar+the u.s.c. trojan marching band
31049,31049,89865,458546,I Can't Dance To Your Music,John Farnham,1995,Grease Day USA,1978.0,,Youre the One That I Want,john farrar+the u.s.c. trojan marching band
31087,31087,379037,458546,Rocket Man (I Think It's Going To Be A Long_ Long Time),Elton John,1976,Grease Day USA,1978.0,,Youre the One That I Want,john farrar+the u.s.c. trojan marching band
31089,31089,928618,458546,A Love Supreme Part I: Acknowledgement,John Coltrane Quartet,0,Grease Day USA,1978.0,,Youre the One That I Want,john farrar+the u.s.c. trojan marching band
31096,31096,275114,458546,Just One Man,US Navy Band Port Authority Soul Band,0,Grease Day USA,1978.0,,Youre the One That I Want,john farrar+the u.s.c. trojan marching band
31104,31104,959763,458546,We Didn't Want You To Know,WWE John Cena and Tha Trademarc,0,Grease Day USA,1978.0,,Youre the One That I Want,john farrar+the u.s.c. trojan marching band
31114,31114,824587,458546,I Wanna Be Loved (But By Only You),Steve Miller Band,1995,Grease Day USA,1978.0,,Youre the One That I Want,john farrar+the u.s.c. trojan marching band
31116,31116,733057,458546,Air That I Breathe,Party Band Kings,0,Grease Day USA,1978.0,,Youre the One That I Want,john farrar+the u.s.c. trojan marching band
31118,31118,770379,458546,Scottish Waltz (O' Gin I Were A Baron's Heir)/ Nameless Lassie (Scottish Waltz)/ Bonnie isle Of Gletness (Scottish Waltz),The Lothian Scottish Dance Band,0,Grease Day USA,1978.0,,Youre the One That I Want,john farrar+the u.s.c. trojan marching band
31138,31138,936634,458546,I Shall Not Be Moved,The Reverend Peyton's Big Damn Band,2007,Grease Day USA,1978.0,,Youre the One That I Want,john farrar+the u.s.c. trojan marching band
31142,31142,421559,458546,I Got A Line On You,The Jeff Healey Band,1995,Grease Day USA,1978.0,,Youre the One That I Want,john farrar+the u.s.c. trojan marching band
31143,31143,615027,458546,Over There - You're a Grand Old Flag - Yankee Doodle Boy,U.S. Air Force Band,0,Grease Day USA,1978.0,,Youre the One That I Want,john farrar+the u.s.c. trojan marching band
31145,31145,277176,458546,Since I Fell For You,John Holt,0,Grease Day USA,1978.0,,Youre the One That I Want,john farrar+the u.s.c. trojan marching band
31151,31151,336583,458546,Part I - Nestor's Saga (The Tale of the Ancient),John Surman_ Jack DeJohnette,0,Grease Day USA,1978.0,,Youre the One That I Want,john farrar+the u.s.c. trojan marching band
31164,31164,685496,458546,I See Your Face Before Me,John Coltrane / Red Garland / Paul Chambers / Art Taylor,1961,Grease Day USA,1978.0,,Youre the One That I Want,john farrar+the u.s.c. trojan marching band
31186,31186,956208,458546,Today I Started Loving You Again,Dolly Parton / John Popper,1996,Grease Day USA,1978.0,,Youre the One That I Want,john farrar+the u.s.c. trojan marching band
