song_id,track_id,title,artists,song,year,episode,episode_year
190618.0,517935.0,License to Drive,robert john lange+billy ocean,GET OUTTA MY DREAMS  GET INTO MY CAR,1988.0,,1988.0
190618.0,273172.0,The Tonight Show Starring Jimmy Fallon,billy ocean+robert john lange+jimmy fallon,Get Outta My Dreams  Get into My Car,1988.0,Josh Brolin/Kate McKinnon/Billy Ocean (#3.85),2014.0
192987.0,25416.0,Beavis and Butt-Head,grant lee buffalo,Mockingbirds,1994.0,U.S. History (#6.3),1993.0
194861.0,433756.0,Everybodys Dancin,spade cooley,Wake Up  Susan,0.0,,1950.0
195132.0,464584.0,Harlem Nights,Rosemary Clooney / Duke Ellington And His Orchestra,Sophisticated Lady,1956.0,,1989.0
195356.0,676791.0,The Oranges,sammy cahn+jule styne+dean martin,Let it Snow! Let it Snow! Let it Snow!,0.0,,2011.0
195356.0,463163.0,Hanging Up,jule styne+dean martin,Let It Snow  Let It Snow  Let It Snow,0.0,,2000.0
196167.0,524271.0,Lottery Ticket,chris brown+lil wayne+swizz beatz+jason poo bear boyd+lonny bereal,I Can Transform Ya,0.0,,2010.0
196753.0,679991.0,The Punk Singer,kathleen hanna+billy karren+tobi vail+kathryn wilcox+bikini kill,White Boy,1992.0,,2013.0
197448.0,714446.0,Vision Quest,red rider+tom cochrane,Lunatic Fringe (acoustic version),1997.0,,1985.0
198922.0,390625.0,Chillachin,bain mattox,Shame,2005.0,,2008.0
199010.0,136410.0,Later... With Jools Holland,lisa hannigan,Ocean and a Rock,2009.0,(#34.6),1992.0
199792.0,520444.0,Little Sisters,roger waters+richard wright+nick mason+david gilmour+pink floyd,A Saucerful Of Secrets (Live) (1994 Digital Remaster),0.0,,1972.0
200397.0,406518.0,David Gilmour Remember That Night,syd barrett+david gilmour+david bowie,Arnold Layne,2006.0,,2007.0
200701.0,255952.0,The Midnight Special,dan hartman,Countdown/This Is It,0.0,(#7.15),1972.0
200886.0,447153.0,Fuiste mÌ_a un verano,leonardo favio+vico berti,Fuiste MÌ_a un Verano,1993.0,,1969.0
201945.0,239214.0,The Blacklist,mark oliver everett+the eels,Theme From Blinking Lights,2005.0,Mr. Solomon (No. 32): Conclusion (#3.18),2013.0
202814.0,388817.0,Charlies Angels: Full Throttle,matt dike+marvin young+anthony smith+tone loc,Wild Thing,1988.0,,2003.0
203636.0,659787.0,The Final Curtain: The Ultimate Best of Falco Videos,falco,Geld,1999.0,,1999.0
203856.0,484095.0,In a World...,sting+the police,Roxanne,1978.0,,2013.0
205913.0,41662.0,Canadian Idol,bart howard+matt dusk,Fly Me to the Moon,2004.0,Top 4 Results Show (#2.29),2003.0
206207.0,725703.0,Wired,isaac hayes+david porter,You Don't Know Like I Know,0.0,,1989.0
206809.0,165895.0,Never Mind the Buzzcocks,tony mortimer+dominic hawken+rob kean+east 17,Stay Another Day,1994.0,(#9.6),1996.0
207905.0,326054.0,Weird Al Yankovic: The Ultimate Video Collection,dave grohl+krist novoselic+kurt cobain+modified lyrics by weird al yankovic+weird al yankovic,Smells Like Nirvana,1992.0,,2003.0
209407.0,173675.0,One Tree Hill,story of the year,Sidewalks (Acoustic Version),2003.0,Somewhere a Clock Is Ticking (#2.16),2003.0
209801.0,538945.0,Message to Love: The Isle of Wight Festival,joni mitchell,Big Yellow Taxi (Remastered LP Version),2004.0,,1997.0
211935.0,426694.0,El cantante,willie colÌ_n+hector lavoe+marc anthony,El DÌ_a de Mi Suerte,2007.0,,2006.0
213947.0,41195.0,Campeones de la vida,kapanga,El mono relojero,1998.0,(#1.2),1999.0
214786.0,136373.0,Later... With Jools Holland,doves,Kingdom Of Rust (Acoustic Version),2009.0,(#34.2),1992.0
214839.0,302743.0,Top of the Pops,michael jackson,Earth Song,1995.0,(1996-01-04),1964.0
215274.0,552613.0,Nancy Drew,corinne bailey rae,Like A Star (Live At Webster Hall),2007.0,,2007.0
217758.0,367393.0,Big Nothing,scott lucas+local h,Hands on the Bible,2002.0,,2006.0
218421.0,124069.0,Jazz Party,buddy g. desylva+ballard macdonald+george gershwin+henry red allen+dicky wells+buster bailey+coleman hawkins,Somebody Loves Me,1997.0,(#1.20),1958.0
218682.0,375360.0,Brad Paisley: The Video Collection,brad paisley,Alcohol,2005.0,,2006.0
221289.0,353296.0,Art School Confidential,anthony newley+leslie bricusse+monty alexander,Pure Imagination,0.0,,2006.0
221915.0,585679.0,Put the Needle on the Record,chaka khan,Clouds (Remix Album Version),0.0,,2004.0
222260.0,597064.0,Rock Rock Rock!,connie francis,I Never Had A Sweetheart,1993.0,,1956.0
222725.0,613361.0,Shortbus,animal collective+david portner+noah lennox,Sweet Road,2004.0,,2006.0
222763.0,301066.0,Top of the Pops,the pretenders,Talk Of The Town (Album Version),1981.0,(1980-04-17),1964.0
223309.0,199453.0,S.P.U.N.G,Katrina and the Waves feat. Soweto Gospel Choir,Walking on Sunshine,1985.0,Ensam Ì_r stark (#2.17),2002.0
224966.0,39120.0,CMT Top 20 Countdown,miley cyrus,The Climb,2009.0,(2009-03-20),2001.0
225612.0,300915.0,Top of the Pops,rupert holmes,Escape (The Pina Colada Song),1979.0,(1980-01-31),1964.0
227527.0,622243.0,Somewhere Over the Rainbow,george michael,Outside,1998.0,,2014.0
227719.0,619048.0,Slither,jane jensen,Saturday Night,0.0,,2006.0
227780.0,582384.0,Presque rien,perry blake+graham murphy,This time it's goodbye,1999.0,,2000.0
227819.0,301842.0,Top of the Pops,rush,Tom Sawyer,0.0,(1981-11-05),1964.0
228420.0,239422.0,The Block,empire of the sun+jonathon sloan+luke steele+nick littlemore,Walking On A Dream (Ben Watt Remix),2009.0,The Key Challenge (#4.5),2003.0
229315.0,552922.0,Narco,ray davies+the kinks,All Day and All of the Night,0.0,,2004.0
229335.0,236837.0,The Backyardigans,the backyardigans,The Ballad of the Brave Pink Knight (Hey Uniqua),2006.0,Knights Are Brave and Strong (#1.9),2004.0
229666.0,675259.0,The Natural,randy newman,End Title (Remastered LP Version) (Awakenings - Original Motion Picture Soundtrack),0.0,,1984.0
231113.0,699472.0,Tony Hawks Proving Ground,bad brains+paul h.r. hudson+gary dr. know miller+darryl jenifer,Banned in DC,1991.0,,2007.0
233094.0,475751.0,House of Boys,roy orbison+joe melson+courtesy of orbison records,Only the Lonely (Know the Way I Feel),1961.0,,2009.0
234283.0,147751.0,Make Room for Daddy,w.c. handy+judy birr,Saint Louis Blues,0.0,Linda  the Performer (#8.8),1953.0
234283.0,588600.0,Rain,w.c. handy,St. Louis Blues,0.0,,1932.0
235743.0,486237.0,Introducing Morrissey,morrissey+boz boorer,Jack The Ripper (Live),1994.0,,1996.0
236525.0,19310.0,Australian Idol,usher raymond+jermaine dupri+bryan michael cox+adrian hood,Burn,2004.0,Top 30 Group 2 Performance Show (#2.9),2003.0
239048.0,552927.0,Narco,andrew w.k.,Never Let Down,2003.0,,2004.0
239230.0,369817.0,Blade II,c.j. stone+reinhard raith+voodoo+serano,Blood is Pumping (Cold Blood),2001.0,,2002.0
240288.0,125057.0,Joolss Hootenanny,james morrison,Wonderful World,0.0,Jools 14th Annual Hootenanny,1993.0
241105.0,218586.0,Som Brasil,alceu valenÌ¤a+silvÌ©rio pessoa,Papagaio do Futuro,1974.0,Alceu ValenÌ¤a (#3.5),2007.0
242056.0,483173.0,Imagine: John Lennon,John Lennon And The Plastic Ono Band (With The Flux Fiddlers),How Do You Sleep? (Instrumental Score),0.0,,1988.0
243667.0,298506.0,Top of the Pops,jerry butler+kenny gamble+leon huff,Hey  Western Union Man,0.0,(1970-03-26),1964.0
245990.0,716039.0,WWE Tribute for the Troops,bob dylan,Ring Them Bells,1989.0,,2008.0
247300.0,600293.0,Rumor Has It...,russ morgan+jack stuart+kay starr,So Tired,1997.0,,2005.0
247363.0,599874.0,Ruckus,willie nelson+hank cochran+janie fricke,ONE DAY AT A TIME,1965.0,,1980.0
248698.0,728818.0,Yellow Magic Orchestra Live at NHK,ryuichi sakamoto,TONG POO,0.0,,2011.0
249269.0,203128.0,Saturday Night Live,death cab for cutie+benjamin gibbard+chris walla,Crooked Teeth (Album Version),2006.0,Scarlett Johansson/Death Cab for Cutie (#31.10),1975.0
249271.0,427174.0,El fronterizo,JosÌ© Alfredo Jimenez Con Mariachi Vargas De Tecalitlan,Esta Noche,0.0,,1952.0
250856.0,169994.0,OchÌ©ntame... otra vez,peret,El Gitano AntÌ_n,0.0,Somos rumberos (#3.4),2014.0
252630.0,390966.0,Chooch,john lee hooker,DIMPLES,1956.0,,2003.0
253280.0,1690.0,20 to 1,vanilla ice+rob parissi,Play That Funky Music,1989.0,Party Songs (#4.7),2005.0
253908.0,257413.0,The Nat King Cole Show,george gershwin+nat king cole,Somebody Loves Me,1998.0,(#1.11),1954.0
254305.0,329549.0,33 1/3 Revolutions Per Monkee,robert bumps blackwell+enotris johnson+little richard,Long Tall Sally,1956.0,,1969.0
254622.0,210981.0,Shindig!,gilbert bÌ©caud+pierre delanoÌÇ+mann curtis+the everly brothers,Medley: Let It Be Me / Give Peace A Chance [The Everly Brothers Show - 1970],0.0,(#1.5),1964.0
256229.0,462098.0,Hairspray,marc shaiman+zac efron,It Takes Two ('Hairspray'),0.0,,2007.0
256264.0,545957.0,Motown: The Early Years,brian holland+lamont dozier+eddie holland+the four tops,I Can't Help Myself (Sugar Pie_ Honey Bunch),0.0,,2005.0
256264.0,466968.0,Heaven Help Us,lamont dozier+brian holland+eddie holland+the four tops,I Can't Help Myself (Sugar Pie_ Honey Bunch),0.0,,1985.0
256336.0,55155.0,Daily Ukulele,neil young+olivia vessel,Harvest Moon  (LP Version),1993.0,Harvest Moon - Neil Young (#1.296),2013.0
257407.0,216709.0,So You Think You Can Dance,diana krall,A Case of You,2000.0,The Top 12 Perform (#6.17),2005.0
258133.0,520678.0,Live Aid,john fogerty+status quo,Rockin' All Over The World,1977.0,,1985.0
258207.0,342874.0,Alice Cooper ÌÊ Paris,alice cooper+duane hitchings,Who Do You Think We Are (Album Version),1981.0,,1982.0
259639.0,167577.0,No disparen al pianista,the sunday drivers,Paranoid,2007.0,(#1.8),2007.0
259742.0,234103.0,TeletÌ_n,francisca valenzuela,MuÌ©rdete la lengua,2007.0,TeletÌ_n 2010: DÌ_a 2 (#23.2),1978.0
260181.0,645449.0,The 90s: Ten Years That Changed the World,iggy pop+david bowie,Lust for Life,1977.0,,2015.0
261390.0,213756.0,Six Feet Under,Crosby_ Stills_ Nash & Young,Teach Your Children,1970.0,Untitled (#4.12),2001.0
261446.0,158480.0,Monty Python: Almost the Truth - The Lawyers Cut,neil innes+bonzo dog dooh dah band,I'm The Urban Spaceman,1968.0,The Not-So-Interesting Beginnings (#1.1),2009.0
264447.0,571285.0,Paradise  Hawaiian Style,bill giant+bernie baum+florence kaye+elvis presley,This Is My Heaven,1994.0,,1966.0
264886.0,470631.0,Hin und weg,SNAP!,Rhythm Is A Dancer (Roll On),1997.0,,2014.0
265314.0,168421.0,Nonni und Manni,klaus doldinger,Blizzard,0.0,,1988.0
265777.0,113496.0,House M.D.,doug ingle+iron butterfly,In-A-Gadda-Da-Vida (Live Version),1995.0,The Jerk (#3.23),2004.0
265969.0,167579.0,No disparen al pianista,Nacho Vegas & Christina Rosenvinge,Verano fatal,2007.0,(#1.9),2007.0
266661.0,393221.0,Class of 44,milton drake+al hoffman+jerry livingston+the merry macs,Mairzy Doats,1987.0,,1973.0
269791.0,191416.0,Rage,jimmy page+robert plant+john paul jones+john bonham+led zeppelin,Whole Lotta Love (2007 Remastered LP Version),2007.0,Frenzal Rhomb Redux,1987.0
269791.0,191369.0,Rage,jimmy page+robert plant+john paul jones+john bonham+led zeppelin,Whole Lotta Love (2007 Remastered LP Version),2007.0,(2005-01-29),1987.0
270399.0,582150.0,Premios Principales 2008,mai meneses+kim fanlo+francisco j. urchegui+nena daconte,TenÌ_a tanto que darte,2008.0,,2008.0
271395.0,179052.0,Pasila,bob russell+bobby scott+the hollies,He Ain't Heavy He's My Brother (1998 Digital Remaster),0.0,Veli (#2.10),2007.0
273298.0,460574.0,Guitar Man,sly stone+sammy hagar+neal schon+nile rodgers+narada michael walden,Thank You (Falettinme Be Mice Elf Agin),1969.0,,2009.0
273471.0,102854.0,Greys Anatomy,jenn grant,Everybody Loves You,0.0,Hook  Line and Sinner (#6.20),2005.0
275989.0,675100.0,The Namesake,susheela raman+sam mills+aref durvesh,The Same Song,2006.0,,2006.0
275993.0,236176.0,The Andy Griffith Show,dr. william s. pitts+andy griffith+don knotts+robert emhardt,The Church In The Wildwood (Just As I Am Album Version),0.0,Man in a Hurry (#3.16),1960.0
277117.0,151529.0,MemÌ_ries de la tele,alejandro sanz+ÌÛlex casademunt,Pisando fuerte,1991.0,(#3.30),2007.0
277450.0,697013.0,Tillsammans,bo hansson,Leaving Shire (2002 Digital Remaster),0.0,,2000.0
277514.0,141516.0,Los 80,fernando ubiergo+camila moreno,El tiempo en las bastillas,0.0,Loco no estoy (#5.10),2008.0
277514.0,141438.0,Los 80,fernando ubiergo+difuntos correa,El tiempo en las bastillas,0.0,18 sin aguinaldo (#1.3),2008.0
278273.0,11939.0,American Idol: The Search for a Superstar,lamont dozier+brian holland+eddie holland+julia demato,Where Did Our Love Go,0.0,The Clean Dozen (#2.16),2002.0
278273.0,299939.0,Top of the Pops,brian holland+lamont dozier+eddie holland+the manhattan transfer,Where Did Our Love Go?,0.0,(1978-09-07),1964.0
278875.0,504829.0,Kylie Minogue: Kylie Fever 2002 in Concert - Live in Manchester,greg fitzgerald+tom nichols+kylie minogue,Burning Up (Showgirl Tour - Live In Sydney),0.0,,2002.0
279011.0,553846.0,Neds,errol brown+tony wilson+hot chocolate,Emma,1974.0,,2010.0
280363.0,674735.0,The Music Never Stopped,stephen stills+crosby stills+nash+arrangement with warner music group film+tv licensing,Suite: Judy Blue Eyes (Demo),0.0,,2011.0
281402.0,372559.0,Bobby,les reed+geoff stephens+hermans hermits,There's A Kind Of Hush (All Over The World) (2003 Digital Remaster),1997.0,,2006.0
281712.0,680944.0,The Red Shoes,Pyotr Il'yich Tchaikovsky,Waltz From  Swan Lake,0.0,,1948.0
283524.0,465846.0,He Got Game,london symphony orchestra+aaron copland,Billy the Kid: Prairie Night: Card Game at Night,0.0,,1998.0
284415.0,220077.0,Sos mi vida,robbie williams,Angels (Live At The Forum),1998.0,CapÌ_tulo 123 (#1.123),2006.0
284551.0,177629.0,Parenthood,terry reid,River (LP Version),1973.0,Because Youre My Sister (#4.15),2010.0
284568.0,654784.0,The Crying Game,geoff stephens+boy george,The Crying Game,1987.0,,1992.0
285461.0,92253.0,Friday Night Football,chris isaak,Baby Did A Bad Bad Thing (Remastered Album Version),2006.0,The Finals - 2nd Semi Final: Hawthorn vs Adelaide (#14.29),2002.0
285914.0,613816.0,Showgirls,david bowie   / brian eno+david bowie,I'm Afraid Of Americans (Nine Inch nails V1 MIx),2000.0,,1995.0
286082.0,309014.0,Un paso adelante,smokey robinson+the temptations,Get Ready,1966.0,Quiero bailar (#1.7),2002.0
286196.0,103303.0,Greys Anatomy,erin mccarley,Gotta Figure This Out,2009.0,Rise Up (#5.7),2005.0
287802.0,218650.0,Som Brasil,cazuza+frejat+toni platÌ£o,Blues da Piedade,1988.0,Cazuza (#2.3),2007.0
289971.0,217314.0,So You Think You Can Dance,trey songz,Missin You (Album Version),0.0,Top 18 Perform (#5.8),2005.0
290812.0,396409.0,Commencement,kealii reichel; arranged by david kauahikaua+the punahou class of 2009,Mele A Ka Pu'uwai (Album Version),0.0,,2009.0
290945.0,467418.0,Heights,marc ribot+cubanos postizos+arrangement with warner strategic marketing,El Groucho Rojo,2000.0,,2005.0
291320.0,680453.0,The Rage: Carrie 2,romell regulacion+transmutator,My Wonderful Friend (Astralasia Mix),1997.0,,1999.0
293536.0,154598.0,Misfits,gene pitney,24 Hours From Tulsa,1988.0,(#1.2),2009.0
294069.0,133840.0,Lamastalgia,Ismo Alanko SÌ_Ì_tiÌ¦,Rakas rÌ_mÌ_ elÌ_mÌ_ (Live),2004.0,Armotonta menoa - kansalainen ja poliitikko (#1.1),2010.0
295711.0,250182.0,The Johnny Cash Show,jerry leiber+billy edd wheeler+johnny cash+june carter cash,Jackson,1967.0,(#2.26),1969.0
295876.0,120120.0,Independent Lens,superhuman happiness+arthur russell,That's Us / Wild Combination,2004.0,How to Survive a Plague (#15.7),1999.0
298172.0,54512.0,CuÌ©ntame,enrique urquijo+los secretos,Quiero Beber Hasta Perder El Control (2000),2000.0,åÁMaldito amor! (#17.14),2001.0
298411.0,63111.0,Death in Paradise,misty in roots,New Day (2002 Digital Remaster),2002.0,(#1.8),2011.0
302015.0,258427.0,The O.C.,rob zombie,Foxy_ Foxy,2006.0,The Dawn Patrol (#3.21),2003.0
302134.0,180153.0,Peaky Blinders,tom waits,Clap hands,1985.0,(#1.4),2013.0
302657.0,13447.0,AmÌ©rica,antonio carlos jobim+vinicius de moraes+celso fonseca,Shes a Carioca (Ela Ì© Carioca),0.0,(2005-03-14),2005.0
302862.0,440982.0,Flashing on the Sixties: A Tribal Document,joni mitchell+crosby stills nash+young,Woodstock (LP Version),1996.0,,1990.0
303023.0,150988.0,Melrose Place,gloria estefan,Words Get In The Way,1989.0,Peanut Butter and Jealousy (#1.20),1992.0
303539.0,518562.0,Life as a House,default,Live a Lie,2001.0,,2001.0
304061.0,52486.0,Crossing Jordan,richard thompson,Shoot Out The Lights,1988.0,Ockhams Razor (#2.10),2001.0
304190.0,494337.0,Joy,sylvia dee+sidney lippman+nat king cole,A House With Love At Christmas,2002.0,,2015.0
305782.0,351960.0,ApolÌ«nio Brasil  CampeÌ£o da Alegria,carlos gardel+alfredo le pera,El DÌ_a Que Me Quieras,0.0,,2003.0
306568.0,486398.0,Invincible,lee michaels+special arrangement with natural energy lab,Do You Know What I Mean,1971.0,,2006.0
306589.0,512459.0,Laughing Irish Eyes,sam h. stept,All Of My Life,1959.0,,1936.0
307923.0,591078.0,Red Nichols & His World Famous Pennies,harry warren+red nichols+his world famous pennies,Wail of the Winds,0.0,,1936.0
309084.0,16023.0,Arena,woody guthrie+sonny terry+brownie mcghee,The Ballad of John Henry,1962.0,Woody Guthrie,1975.0
310580.0,607369.0,Scrooged,mel tormÌ©+robert wells+natalie cole,The Christmas Song (Chestnuts Roasting on an Open Fire),1994.0,,1988.0
312643.0,256368.0,The Monkees,jack keller+diane hildebrand+the monkees,Your Auntie Grizelda,1967.0,,1966.0
313584.0,632541.0,Strictly G.I.,Bob Hope & Shirley Ross,Thanks for the Memory,1994.0,,1943.0
314209.0,609259.0,Serrat y Sabina: el sÌ_mbolo y el cuate,violeta parra+joan manuel serrat,Volver a los 17,1966.0,,2013.0
316847.0,118167.0,Idols,justin timberlake+chad hugo+pharrell williams+gift gwe,Senorita,2003.0,Grand Final (#3.31),2002.0
317371.0,213162.0,Six Feet Under,thievery corporation,The Time We Lost Our Way featuring Loulou,2005.0,A Coat of White Primer (#5.1),2001.0
317551.0,5968.0,A Favorita,thullio+wanessa camargo+camila,Me Abrace (AbrÌÁzame),0.0,(#1.1),2008.0
319145.0,659390.0,The Fear of 13,blue rodeo,Hasn't Hit Me Yet,1993.0,,2015.0
320972.0,617431.0,Sixteen Candles,david bowie,Young Americans (2007 Digital Remaster),1975.0,,1984.0
322503.0,625677.0,Spectre,JosÌ© Carreras / PlÌÁcido Domingo / Luciano Pavarotti / Los Angeles Music Center Opera Chorus / Los Angeles Philharmonic / Zubin Mehta,Libiamo Nelieti Calici [La Traviata/Act 1],0.0,,2015.0
323785.0,561397.0,O Amuleto de Ogum,the rolling stones .,Dead Flowers,1971.0,,1974.0
324047.0,215844.0,So You Think You Can Dance Canada,eddie palmieri,La Voz del Caribe,2003.0,Top 12 Performance (#3.17),2008.0
324189.0,706570.0,UFC 59: Reality Check,the panic division,Versus,2005.0,,2006.0
324339.0,543787.0,Mondo Concerto,adam devlin+eds chesters+mark morriss+scott morriss  /adrian mitchell+the bluetones,Bluetonic,1995.0,,1997.0
324382.0,699579.0,Tony Hawks Underground,solace,Indolence,0.0,,2003.0
325161.0,78751.0,EastEnders,chris rea,The Road to Hell,1990.0,(2001-11-09),1985.0
325313.0,570549.0,Pandoras Mirror,brian eno,Alternative 3 (2005 Digital Remaster),1978.0,,1981.0
325463.0,301379.0,Top of the Pops,the nolans,Who's Gonna Rock You,1980.0,(1980-12-18),1964.0
325499.0,347498.0,American Wasteland,rob sonic+creature+hangar 18,Sniper Picnic,2004.0,,2005.0
325655.0,173972.0,One Tree Hill,the wreckers,The Good Kind [Live],2007.0,The Tide That Left and Never Came Back (#2.22),2003.0
327007.0,677641.0,The Patriot,theodore hawkins jr.+jim odum,PEACE AND HAPPINESS,1993.0,,1986.0
328663.0,236881.0,The Backyardigans,the backyardigans,Tuba Polka (Alternate),2008.0,Polka Palace Party (#1.14),2004.0
329550.0,41770.0,Canadian Idol,willie dixon+elena juatco,I Just Want to Make Love to You,0.0,Top 8 Performances (#2.20),2003.0
329550.0,239529.0,The Blues,willie dixon+the rolling stones,I Just Want to Make Love to You,0.0,Godfathers and Sons (#1.5),2003.0
329590.0,175189.0,OperaciÌ_n triunfo,melocos+natalia jimÌ©nez,Cuando me vaya,2008.0,Gala 10 (#6.11),2001.0
329707.0,627521.0,St. Trinians,sophie ellis-bextor,If I Can't Dance,2007.0,,2007.0
330050.0,393897.0,Clockstoppers,chad kroeger+mike kroeger+ryan peake+nickelback,Soul Breathe,0.0,,2002.0
331235.0,19047.0,Australian Idol,george david weiss+bob thiele+guy sebastian,What a Wonderful World,2003.0,Group 3 Performance Show (#1.8),2003.0
331703.0,582582.0,Pretty Ugly People,the boy least likely to,Be Gentle With Me,2005.0,,2008.0
333262.0,667628.0,The Joy of Disco,Ethel Merman / The London Festival Orchestra / Stanley Black,Alexander's Ragtime Band,1979.0,,2012.0
333557.0,250625.0,The King of Queens,screamin jay hawkins,I Put a Spell on You,1956.0,Knee Jerk (#8.16),1998.0
333557.0,647570.0,The Ballad of Jack and Rose,screamin jay hawkins+nina simone,I Put a Spell on You,1956.0,,2005.0
333557.0,680273.0,The Quickie,screamin jay hawkins+nolan f. porter ii+mike nelson (tenor+baritone sax)+ken steiger (guitars,I Put a Spell on You,1956.0,,2001.0
333875.0,1355.0,20 to 1,the bee gees+barry gibb   / robin gibb  / maurice gibb,Stayin' Alive [Live - Las Vegas 1997] (Album Version),1998.0,Greatest Songs of All Time (#3.2),2005.0
333875.0,83721.0,Entourage,barry gibb+robin gibb+maurice gibb+the bee gees,Stayin' Alive [Live - Las Vegas 1997] (Album Version),1998.0,The Dream Team (#4.5),2004.0
334196.0,390363.0,Chikara: Sword of Destiny,rick derringer+el hijo del ice cream,A Real American,0.0,,2015.0
334196.0,727362.0,WrestleMania III,rick derringer+derringer,Real American,0.0,,1987.0
335770.0,60725.0,Daria,Juvenile / Mannie Fresh / Lil Wayne,Back That Azz Up,0.0,Antisocial Climbers (#4.2),1997.0
336381.0,650866.0,The Boys in the Band,cole porter+harpers bizarre,Anything Goes_ I Get A Kick Out Of You,0.0,,1970.0
336381.0,631778.0,Strange Alibi,cole porter,Anything Goes_ I Get A Kick Out Of You,0.0,,1941.0
336381.0,530350.0,Magnavox Presents Frank Sinatra,cole porter+frank sinatra,Anything Goes_ I Get A Kick Out Of You,0.0,,1973.0
338134.0,42853.0,Casal Rock,david otero+chema ruiz+jandro velÌÁzquez+el canto del loco,Zapatillas,2005.0,MissiÌ_ Sant Jordi (#2.3),2009.0
338391.0,672346.0,The Maker,elliott smith,BALLAD OF BIG NOTHING,0.0,,1997.0
339236.0,620905.0,Soda Stereo: El Ì¼ltimo concierto,gustavo cerati+soda stereo,TÌ© para tres,1997.0,,2005.0
339589.0,5568.0,90210,santigold,L.E.S. Artistes (Single),0.0,To Sext or Not to Sext (#2.2),2008.0
340989.0,402831.0,D2: The Mighty Ducks,Queen + Paul Rodgers,We Will Rock You (Live),0.0,,1994.0
340989.0,303359.0,Top of the Pops,Queen + Paul Rodgers,We Will Rock You (Live),0.0,(2000-07-07),1964.0
341064.0,205301.0,Scrubs,john francis wade+donald faison+the choir,O Come  All Ye Faithful,0.0,My Own Personal Jesus (#1.11),2001.0
343465.0,338836.0,Absolute Beginners,charles mingus,Better Git It in Your Soul (The Hot and the Cool),1986.0,,1986.0
343803.0,692108.0,The Work of Director Mark Romanek,trent reznor+nine inch nails,Closer (Precursor),1994.0,,2005.0
344961.0,629036.0,Starsky & Hutch,johnny cash+arrangement with celebrity licensing,Folsom Prison Blues,1957.0,,2004.0
344961.0,136327.0,Later... With Jools Holland,johnny cash+gordon jenkins,Folsom Prison Blues,1957.0,(#3.7),1992.0
349983.0,123504.0,James at 15,the doobie brothers,Nothin' But A Heartache (LP Version),1977.0,Listless Fever (#1.14),1977.0
350556.0,460044.0,Guinevere,norman gimbel+haroldo lobo+niletinho+astrud gilberto,Goodbye Sadness (Tristeza),1987.0,,1999.0
351534.0,554895.0,Never Been Kissed,adam lohrbach+home grown,Nowhere Slow,1998.0,,1999.0
351557.0,675948.0,The Night of the White Pants,the riverboat gamblers,Dead From the Neck Up,2003.0,,2006.0
351640.0,336568.0,A Very Harold & Kumar 3D Christmas,irving berlin+bing crosby,White Christmas,1942.0,,2011.0
351640.0,165921.0,Never Mind the Buzzcocks,irving berlin+bing crosby,White Christmas,1942.0,Merry Mind the Buzzcocks (#2.8),1996.0
351640.0,443622.0,Four Christmases,irving berlin+bing crosby,White Christmas,1942.0,,2008.0
351998.0,588210.0,Radiofreccia,ronnie van zant+edward king+gary rossington+lynyrd skynyrd,Sweet Home Alabama,1974.0,,1998.0
351998.0,569055.0,Outside Providence,edward king+gary rossington+ronnie van zant+lynyrd skynyrd,Sweet Home Alabama,1974.0,,1999.0
355748.0,234971.0,Thats Life,melanie doane,Still Desire You,2002.0,The Tell-Tale Uterus (#1.6),2000.0
356497.0,555941.0,Nick and Norahs Infinite Playlist,adem olenius+shout out louds,Very Loud (Architecture Remix),2006.0,,2008.0
357521.0,296786.0,Todds Pop Song Reviews,warren allen brooks+stevie b,Because I Love You (The Postman Song),1988.0,The Top Ten Worst Hit Songs of 1991 (#7.6),2009.0
357568.0,301888.0,Top of the Pops,kevin godley+lol creme  (as godley+creme),Wedding Bells,1981.0,(1981-12-17),1964.0
358694.0,377564.0,Britney Spears Live: The Femme Fatale Tour,robert john lange+shania twain+keith scott+britney spears,Don't Let Me Be The Last To Know,1999.0,,2011.0
359010.0,729093.0,Yes: Symphonic Live,jon anderson  : your move+chris squire : all good people+yes  with european festival orchestra,I've Seen All Good People,1989.0,,2002.0
359921.0,325454.0,Ìdolos,toni braxton+kenneth babyface edmonds+dÌ©bora gonÌ¤alves,How Could An Angel Break My Heart,1997.0,Gala 1 - Meu Ìdolo (#1.9),2003.0
360166.0,50982.0,Country Style  U.S.A.,skeeter davis,Am I That Easy to Forget,1995.0,(#4.6),1957.0
361782.0,576166.0,Physical Graffiti: A Classic Album Under Review,john paul jones+jimmy page+robert plant+led zeppelin,No Quarter (2007 Remastered Album Version),0.0,,2008.0
361976.0,210356.0,Shindig!,mick jagger+keith richards+the rolling stones,Heart of Stone,1964.0,(#1.26),1964.0
362772.0,303706.0,Top of the Pops,steps,You'll Be Sorry,2000.0,(2001-06-15),1964.0
363697.0,216019.0,So You Think You Can Dance Canada,rihanna,Breakin' Dishes,2007.0,Top 18 Results (#1.8),2008.0
363718.0,50505.0,Cougar Town,kenny loggins+pÌ©ter wolf+ina wolf,Playing With The Boys,1986.0,Here Comes My Girl (#1.9),2009.0
363775.0,215562.0,Snooker: Welsh Open,belinda carlisle,(We Want) The Same Thing (Summer Remix),1990.0,(#6.19),2009.0
363844.0,1245.0,20 to 1,pete murray,Feeler,2003.0,Greatest Aussie Chart Toppers (#9.9),2005.0
