,_id,ltable_id,rtable_id,ltable_title,ltable_artist_name,ltable_year,rtable_title,rtable_year,rtable_episode,rtable_song,rtable_artists
179288,179288,476277,424481,Be My Lover,La Bouche,1995,Earthly Possessions,1999.0,,Be My Lover,gerd a. saraf andy brenner melani thornton donald mcray la bouche
179749,179749,922942,585470,White Bird,It's A Beautiful Day,1969,Purple Rain,1984.0,,The Bird,morris day the time
180913,180913,94862,367052,I Could Have Danced All Night,Frank Chacksfield,0,Big Business Girl,1931.0,,If I Could Be with You,james p. johnson frank albertson   with band
181975,181975,831274,288023,Remember Tomorrow (Live),Paul Di'Anno,1997,The X Factor,2005.0,Live Decider 5 (#4.23),Do You Remember,nathaniel willemse angel tupai the collective shiane hawke jason owen fourtunate jared cotter sean paul jay sean
182853,182853,903360,242521,The magic of love,Russell Watson / Lionel Richie / Jay Berliner / Jeff Bova / Royal Philharmonic Orchestra / John Lubbock,0,The Dodge Dancing Party,1955.0,Songs of the 40s (#17.21),That Old Black Magic,harold arlen the orchestra
183170,183170,447470,266446,Transparent Day (Album Version),The West Coast Pop Art Experimental Band,1967,The Sammy Davis  Jr. Show,1966.0,(#1.14),You Gotta Start Off Each Day with a Song,jimmy durante sammy davis jr. art carney
185968,185968,71198,584202,Tell Me Why,Will Smith / Mary J. Blige,2005,Protection,2000.0,,When You Know Why Youre Happy,mary margaret ohara
187913,187913,867792,552927,Falling Down,Andrew Gold,0,Narco,2004.0,,Never Let Down,andrew w.k.
188577,188577,946728,278075,What It Is,Dave Weckl Band,2005,The Tonight Show with Jay Leno,1992.0,(#20.12),What I Like About You,wally palmar mike skill james marinos the tonight show band
192765,192765,877485,585807,Night Life,Willie Nelson;Ray Price,0,Puzzle,1974.0,,Stay all night (stay a little longer),willie nelson
192880,192880,156199,379162,Bringing Mary Home,Don Reno & Red Smiley & Bill Harrell & The Cutups,0,Buckaroo from Powder River,1947.0,,Seeing Nellie Home,smiley burnette the cass county boys
194079,194079,161698,163813,Piano Concerto No. 2 in C minor_ Op. 18,Richard Clayderman,0,Mystery Science Theater 3000,1988.0,The Undead (#9.6),I Caint Say No,richard rodgers kevin murphy
196449,196449,420572,534100,Goodbye Reprise #54 (Album Version),American Music Club,1985,Marley & Me,2008.0,,Rockin the Suburbs (Over the Hedge Version),ben folds arrangement with sony bmg music entertainment
196750,196750,215284,318168,Jingle Bells (Album Version),Boney James,0,Wheel of Fortune,1983.0,Happy Holidays 5 (#27.75),Jingle Bells,james pierpont
199445,199445,445078,244086,Les Kid Nappeurs Main Theme,Marc Collin,1999,The Fashion Fund,2014.0,Choosing the Final Ten (#3.2),Main Course A,marc steinmeier peter jordan
203141,203141,27985,278223,If I Get Lucky,The Johnny Shines Blues Band,2002,The Tonight Show with Jay Leno,1992.0,(#20.146),Come On Get It,lenny kravitz craig ross the tonight show band
203830,203830,462004,376197,All The Way From Memphis,Mott The Hoople,1973,Breaking the Waves,1996.0,,All the Way from Memphis,ian hunter mott the hoople
204088,204088,330449,122078,Buffalo Bills - Shout (Part 1& 2),The Isley Brothers,0,It Takes Two,2006.0,(#3.4),Shout,chloe maxwell david campbell ronald isley rudolph isley okelly isley
206036,206036,487818,588664,Concerto N.4 In F Minor Largo Op.8 : Winter,Antonio Vivaldi,0,Rainbow,1995.0,,Concerto Grosso Op 3 No 8,antonio vivaldi
207354,207354,417190,417994,If I Could Only Stay Asleep,Patsy Cline,1991,Doing Time for Patsy Cline,1997.0,,If I Could Only Stay Asleep,ethel bassey wayland chandler patsy cline
207862,207862,141196,608145,Little Girl,John Mayall & The Bluesbreakers / Eric Clapton,0,Seduced and Abandoned,2013.0,,Girl  Beautiful Girl,john sebastian
208545,208545,411295,94644,You Know What The Trouble Is Baby,Tommy Dorsey and His Orchestra,2003,Game of Thrones,2011.0,The Climb (#3.6),You Know Nothing,ramin djawadi czech film orchestra choir
209326,209326,518211,507833,Everybody Wants To Rule The World,Reid Anderson / Ethan Iverson / David King,2007,La grande bellezza,2013.0,,World to Come IV,david lang maya beiser
209412,209412,632976,642556,Greenback Dollar,The Kingston Trio,1963,Thank You for Smoking,2005.0,,Greenback Dollar,hoyt axton kenneth ramsey the kingston trio
209509,209509,404301,383731,Can't Stop the Music,Village People,1980,Cant Stop the Music,1980.0,,Cant Stop the Music,jacques morali the village people
211501,211501,336911,641961,Hush Little Baby,Ranking Joe,1996,Terms of Endearment,1983.0,,Rock-a-Bye Your Baby with a Dixie Melody,sam lewis joe young jean schwartz judy garland
212437,212437,913297,64030,Don't Play Rock,Ralph Myerz And The Jack Herren Band,2006,Degrassi: The Next Generation,2001.0,Jesus  Etc.: Part 1 (#10.37),Dont Say Love,ralph sail all too much
212590,212590,793257,669138,Trouble Dub - FAMS Mix,Bob Marley & The Wailers,0,The Last Horseman,1944.0,,Trouble on the Range,cindy walker bob wills his texas playboys
212828,212828,129673,383393,Sad Song A Day,The Old Joe Clarks,0,Camp Rock 2: The Final Jam,2010.0,,Youre My Favorite Song,demi lovato joe jonas
214221,214221,947159,426881,Liebestraum Nr.3 - Notturno for Piano,Franz Liszt,0,El desencanto,1976.0,,Sonata para piano D-959-,franz schubert
214499,214499,895219,100189,Frank Williams / The Jackson Southernaires Medley - If Jesus Can't Fix It_ Remember Me_ No Tears In Heaven_ Don't Look Down On A Man_ Near The Cross,The Jackson Southernaires,0,Good Times,1974.0,Thats Entertainment  Evans Style (#5.24),You Dont Have to Be a Star (To Be in My Show),john glover james dean janet jackson ralph carter
216287,216287,459552,282637,Square One (Album Version),Tom Petty,2006,The Voice UK,2012.0,Blind Auditions 4 (#3.4),One Night Only,henry krieger tom eyen sarah eden-winn
217674,217674,402942,684318,Music Was My First Love/Cherokee/Moonlight Serenade/Don't Get Around Much/I'm Getting Sentimental/Tangerine/I Can't Get Started With You/In The Mood/When They Begin The Beguine/When The Saints Come Marching In,Al Martino,0,The Singing Kid,1936.0,,California  Here I Come,joseph meyer al jolson  in the opening medley
222167,222167,240558,387702,Ay! Mi Vida,Los Autenticos Decadentes,2003,Ceremonia de inauguraciÃŒ_n - 56Ã¥Â¼ Festival internacional de cine de San SebastiÃŒÃn,2008.0,,Morena de mi corazÃŒ_n,cesar rosas los lobos  with antonio banderas
224155,224155,459552,416474,Square One (Album Version),Tom Petty,2006,Disney Sing-Along-Songs: Honor to Us All,1998.0,,We Are One,tom snow
225757,225757,538438,539987,Run Come (Throw Away Your Stoney Heart),Ras Michael / The Sons Of Negus,1974,Michael V: The Bubble G Anthology,2007.0,,Joy in My Heart,michael v.
225986,225986,639217,567591,Astro Boy - Opening Theme,John Ottman,2009,Original Gangstas,1996.0,,O.G. Opening Theme,john bolden teddy bolden ii
226626,226626,940892,542611,Killing Floor,The Electric Flag-An American Music Band;Michael Bloomfield,0,Mississippi Grind,2015.0,,Floor To Crawl,james hand arrangement with concord music group inc.
228160,228160,648128,11143,I don't remember you /  Sometimes a day goes by [The Happy Time / Woman of the Year],Bryn Terfel / Paul Gemignani / Orchestra of the Welsh National Opera,0,American Horror Story,2011.0,Show Stoppers (#4.12),If I Cant Be Yours All Of The Time,the morrie morrison orchestra
229339,229339,562715,10858,When I'm A Rock 'n Roll Star (Reprise),David Cassidy,0,American Experience,1988.0,Race to the Moon (#18.2),Astronaut Rock,david ramsay
229845,229845,414088,550521,Sweet Woman (Album Version),Blue Magic,0,My One and Only,2009.0,,Home Sweet Home,robert ellen the blue ridge mountain boys
231366,231366,641635,562772,Too Late,The Brian Jacket Letdown,0,Observe and Report,2009.0,,Its Late,brian may queen
232465,232465,640273,451963,Snowdon Song,Tony Caro and John,0,Ginger Meggs,1982.0,,Tonys Song,john stuart andrew campbell peter foerster
232562,232562,3587,451963,The Rishi Kesh Song (Anthology Version),John Lennon,0,Ginger Meggs,1982.0,,Tonys Song,john stuart andrew campbell peter foerster
233015,233015,696656,92253,Just Kissed My Baby,Chris Duarte,0,Friday Night Football,2002.0,The Finals - 2nd Semi Final: Hawthorn vs Adelaide (#14.29),Baby Did a Bad  Bad Thing,chris isaak
233056,233056,551253,576545,Me Cago En El Amor,Tonino Carotone,1999,Piedras verdes,2001.0,,Me cago en el amor,tonino carotone
233809,233809,72174,128298,Just In Time,Shirley Scott / Stanley Turrentine,1965,Kidd Video,1984.0,,Time,bryan scott kidd video / lead vocals by bryan scott
234188,234188,871326,271573,When They Ring The Golden Bells,Tennessee Ernie Ford,0,The Tennessee Ernie Ford Show,1956.0,Howard McNear (#4.9),Jingle Bells,james pierpont tennessee ernie ford the top twenty
234958,234958,234423,308932,TÌ¼ (Album Version),Jorge Drexler,1996,Un camino hacia el destino,2016.0,(#1.97),Mi camino eres tÃŒÂ¼,jorge eduardo murguÃŒ_a mauricio arriaga paulina goto
235238,235238,35695,730400,Cherry Ball Blues,Skip James,1964,Youre a Lucky Fellow  Mr. Smith,1943.0,,Hup  Two  Three  Four Blues,buddy pepper inez james
235533,235533,630088,29300,Muda De Vida,Humanos,2004,Bem-Vindos a Beirais,2013.0,Se NÃŒÂ£o HÃŒÃ ÃŒÂgua  Vai ao Fundo (#4.22),Muda de Vida,antÃŒ_nio variaÃŒÂ¤ÃŒÂµes humanos
236828,236828,97855,587166,Souvenir (Hard House Version),Orchestral Manoeuvres In The Dark,1998,Quixotes Island,2011.0,,Souvenir,orchestral manoeuvres in the dark paul humphreys martin cooper
237087,237087,253112,378414,You Can Never Hold Back Spring,Tom Waits,2005,Brother Can You Spare a Dime,1975.0,,Franklin D. Roosevelts Back Again,bill cox john cohen tom paley
244852,244852,448492,246525,The Stroke (Live) (24-Bit Digitally Remastered 05),Billy Squier,2005,The Good Guys,2010.0,Pilot (#1.1),The Stroke,billy squier
248471,248471,617714,251297,Any Place I Hang My Hat is Home - On the Atchison_ Topeka and The Santa Fe - Jeepers Creepers - Glow Worm - Lazybones - I'm an Old Cowhand - Come Rain or Come Shine - Blues in the Night (The Travel Medley),Lee Lessack,0,The Last Man on Earth,2015.0,Alive in Tucson (#1.1),Sun Shine On Me,lee silver productions
251959,251959,796104,160678,War Time Blues,Mississippi Joe Callicott,0,Murdoch Mysteries,2008.0,Murdoch in Ragtime (#7.10),A Hot Time in the Old Town,theo. a. metz joe hayden tenika davis
254089,254089,79103,550260,MorgenblÌ_tter op. 279 (Walzer),AndrÌ© Rieu_ Johann Strauss Orchester,0,My Love Came Back,1940.0,,Ein Herz  ein Sinn (One Heart  One Mind)  Op. 323,johann strauss
254218,254218,37071,231350,We Will Rock You (Live In Ukraine),Queen + Paul Rodgers,0,TFI Friday,1996.0,(#1.6),Going for Gold (Live),paul banks tom gladwin alan leach rick witter shed seven
257857,257857,224792,711603,Mind Games,David T. Chastain,0,Vamps,2012.0,,Change Your Mind,david darling david kitay lindemulder paul trudeau
260709,260709,153293,577311,Carry Me Home,The Hentchmen with Jack White,1998,Pioneer Marshal,1949.0,,When Dallas Is Your Home,robert creighton williams jack elliott
261754,261754,897309,250164,He Turned Water Into Wine (The Gospel Music Of Johnny Cash Album Version),Johnny Cash,0,The Johnny Cash Show,1969.0,(#2.21),Water into Wine,johnny cash june carter cash
262738,262738,491262,51442,I Need Somebody (Loveland's Full On Vocal 12' Mix)/ Make The World Go Round (Acappella)/ When I'm Good And Ready (The Woman's Prerogative Mix),Loveland Feat. The Voice Of Rachel McFarlene/ Sandy B/ Sybil,0,Crazy Ex-Girlfriend,2015.0,Josh and I Are Good People! (#1.5),Im a Good Person (reprise),rachel bloom adam schlesinger produced by adam schlesinger steven m. gold gina gallego   with donna lynne champlin
265214,265214,378146,555487,Hard Time Blues,Walter Trout,0,New York Beat Movie,1981.0,,Time Undivided,walter steding
268968,268968,927301,250625,(She Put The)Wamee(On Me),Screaming Jay Hawkins,0,The King of Queens,1998.0,Knee Jerk (#8.16),I Put a Spell on You,screamin jay hawkins
269568,269568,754254,224906,Star Trek: First Contact- End Title,Jerry Goldsmith,0,Star Trek: Voyager,1995.0,Death Wish (#2.18),Star Trek: Voyager - Main Title,jerry goldsmith jay chattaway
270457,270457,751278,216299,Hot Pants Pt. 2 & 3 (She Got To Use What She Got To Get What She Wants),James Brown / The J.B.'s,0,So You Think You Can Dance,2005.0,1 of 11 Voted Off (#7.7),I Got the Feelin,james brown
270565,270565,385808,231240,Local Boy In The Photograph,Stereophonics,1997,T in the Park 2015,2015.0,Stereophonics (#1.45),Local Boy in the Photograph,stereophonics
271816,271816,746295,406550,Don't Let Me Go,Michael Penn,2000,David Lettermans Holiday Film Festival,1985.0,,We Go To Rio,harry shearer paul shaffer michael mckean marcia strassman
271908,271908,627146,406550,Finale: Janette/When Does This Feeling Go Away? (LP Version),Michael Feinstein,0,David Lettermans Holiday Film Festival,1985.0,,We Go To Rio,harry shearer paul shaffer michael mckean marcia strassman
274470,274470,745179,352898,Way Down,Marty Stuart And His Fabulous Superlatives / Handsome Harry,2005,Arizona Trail,1943.0,,Ridin Down to Santa Fe,johnny bond his red river valley boys
274475,274475,268049,352898,Look Out Dog_ Slow Down Train,Hackensaw Boys,0,Arizona Trail,1943.0,,Ridin Down to Santa Fe,johnny bond his red river valley boys
275734,275734,72003,236749,Freedom Song,Wadada Leo Smith,0,The Backyardigans,2004.0,Cave Party (#1.19),The Backyardigans Theme Song,evan lurie douglas wieselman mcpaul smith
277950,277950,336381,530350,Anything Goes_ I Get A Kick Out Of You,Cole Porter,0,Magnavox Presents Frank Sinatra,1973.0,,I Get a Kick Out of You,cole porter frank sinatra
278181,278181,506517,188748,Space Age Love Song (Major Tom Remix),Flock Of Seagulls,0,Psych,2006.0,Talk Derby to Me (#3.7),Space Age Love Song,michael score paul reynolds frank maudsley ali score a flock of seagulls
281538,281538,906406,58946,Oh Pretty Woman,Steve Cropper,1971,Dancing with the Stars,2005.0,Round Ten: Final Results (#8.21),Oh  Boy!,sonny west bill tilghman norman petty danced by steve karina
282206,282206,944737,567166,I Can't Stop Loving You,Don Gibson,1987,Opry Video Classics: Legends,2007.0,,I Cant Stop Loving You,don gibson
282670,282670,786639,97975,Do To Me,Lil Mark,0,Glastonbury 2015,2015.0,Mark Ronson (#1.5),Do You Really Want to Hurt Me,mark ronson boy george
284490,284490,885805,228413,O amor para ser amor,Jorge Ferreira,0,SueÃŒÂ±o de amor,2016.0,(#1.79),Para estar contigo,jorge eduardo murguÃŒ_a mauricio arriaga paulina david holguÃŒ_n
285657,285657,751278,287505,Hot Pants Pt. 2 & 3 (She Got To Use What She Got To Get What She Wants),James Brown / The J.B.'s,0,The X Factor,2004.0,Judges Houses 1 (#2.9),What Becomes of the Brokenhearted,william weatherspoon paul riser james dean the brothers
286571,286571,120143,455950,When Cats Get Up In the Morning,Old Town School of Folk Music,0,Goosebumps,2015.0,,Get Ugly,jason derulo sean douglas jason evigan ricky reed arrangement with warner music group film tv licensing
286922,286922,784641,188716,Things Can Only Get Better,Howard Jones,0,Psych,2006.0,Pilot (#1.1),Things Can Only Get Better,howard jones
288173,288173,434906,271577,Friday Night,Twenty 4 Seven,0,The Tennessee Ernie Ford Show,1956.0,Howard McNear (#4.9),The Loveliest Night of the Year,juventino rosas irving aaronson tennessee ernie ford the top twenty
290437,290437,601631,188886,Pretty Vacant (Guitar Hero Version),Sex Pistols,0,Punklandia,2008.0,Vaatteet on mun aatteet (#1.1),Pretty Vacant,steve jones glen matlock paul cook john lydon the sex pistols
291819,291819,580169,330229,Crying,Roy Orbison,1962,50/50,2011.0,,Crying,roy orbison joe melson
292545,292545,286377,595932,Last Year's Man,Leonard Cohen,1970,Road Trip: Beer Pong,2009.0,,The Last Summer,leonard jay jackson dave scott the forward
292801,292801,215284,85490,Jingle Bells (Album Version),Boney James,0,Everybody Loves Raymond,1996.0,Christmas Present (#5.11),Jingle Bells,james pierpont
293406,293406,944704,65835,CanÌ¤Ì£o Simples,Tiago Bettencourt,2007,Deixa-me Amar,2007.0,(#1.174),CanÃŒÂ¤ÃŒÂ£o simples,tiago bettencourt
295198,295198,144862,507991,Don Carlo_ 3. Akt_ 2. Szene / Act 3_ Scene 2: O Carlo_ ascolta_ la madre,Coro e Orchestra del Teatro dell'Opera di Roma,0,La herida luminosa,1997.0,,Concierto nÃ¥Â¼ 2 para piano en C menor Opus 18,sergei rachmaninoff coro de monjas benedictinas del real monasterio de san pelayo
296013,296013,405021,664150,Life connects,Michael Mantler_ Jack Bruce_ Marianne Faithfull_ Robert Wyatt,0,The Happy Ending,1969.0,,What Are You Doing The Rest Of Your Life? (Interlude),michel legrand michael dees
296531,296531,713865,457273,Shut Up and Leave Me Alone,The Michael Stanley Band,0,Grand Theft Auto V,2013.0,,Hold Up,marion band$ nipsey hussle
296629,296629,704680,657806,Sweet Soul Music (Single/LP Version),Arthur Conley,0,The Emperor,1967.0,,Sweet Soul Music,arthur conley otis redding
303071,303071,391982,421683,The Things That Dreams Are Made Of (Original dub),The Human League,2007,Dreams of a Life,2011.0,,The Things That Dreams Are Made of,the human league phil oakey philip adrian wright
304015,304015,54834,355957,The Four Seasons - Summer - Presto,Antonio Vivaldi,1998,Away We Go,2009.0,,The Four Seasons Spring Violin Concerto in E. Allegro,antonio vivaldi royal philharmonic orchestra
305113,305113,22203,354916,Dialogue et final si j'avais su,Maurice Chevalier / FranÌ¤oise Dorin / Marina Hottine / Suzanne Gabriello / Jo Charrier / Marcel Carpentier / Perrette Souplex / Andree Grandjean / Cadet Rivers / Raymond Girerd / Orchestre De Jacques-Henri Rys / Jacques Henri Rys,0,Au revoir mon amour,2011.0,,Ah ! Si vous connaissiez ma poule,charles borel-clerc maurice chevalier
306152,306152,676033,277779,There Comes A Time,Tony Williams,0,The Tonight Show with Jay Leno,1992.0,(#19.53),Its the Most Wonderful Time of the Year,eddie pola george wyle andy williams
307138,307138,937335,533814,La Luna,Steve Roach & Robert Rich,0,Marilyn Hotchkiss Ballroom Dancing & Charm School,2005.0,,Bella Luna,robert j. walsh
307283,307283,61880,211124,When I See You,Macy Gray,2002,Shindig!,1964.0,(#2.12),See You at the Go-Go,billy page dobie gray
307365,307365,946027,583392,The Missing Moon and Stars,William Lee Ellis,0,Private Obsession,1995.0,,STARS FELL ON TIJUANA,lee frost dean andre
307638,307638,321697,210405,If,John Berry,0,Shindig!,1964.0,(#1.28),If I Fell,john lennon paul mccartney the wellingtons
308841,308841,897120,425010,Dance Hall Days,Wang Chung,1983,Echelon Conspiracy,2009.0,,Dance Hall Days,wang chung
309555,309555,632004,707012,Any Given Sunday [feat. Guru & Common] (Explicit Soundtrack Version),Jamie Foxx,0,UmJammer Lammy,1999.0,,Fright Flight (PaRappas Version),masaya matsuura ryu watabe dred foxx
309775,309775,363775,215562,(We Want) The Same Thing (Summer Remix),Belinda Carlisle,1990,Snooker: Welsh Open,2009.0,(#6.19),(We Want) The Same Thing,belinda carlisle
313201,313201,699605,363111,Just Another Day,WWE John Cena and Tha Trademarc,0,Bedtime with Barney: Imagination Island,1994.0,,Just Imagine (Reprise),philip a. parker stephen white bob west hope cervantes pia manalo john david bennett ricky carter barry pearl julie johnson patty wirtz
313328,313328,629635,363111,Just Like A Man,Way Out West,0,Bedtime with Barney: Imagination Island,1994.0,,Just Imagine (Reprise),philip a. parker stephen white bob west hope cervantes pia manalo john david bennett ricky carter barry pearl julie johnson patty wirtz
316092,316092,254282,731009,El Bueno_ El Malo y El Feo (The Good_ The Bad & The Ugly) (Reggaeton Remix) (Feat. Tego CalderÌ_n And Eddie Dee),Vico C Featuring Tego CalderÌ_n And Eddie Dee,0,Yours  Mine & Ours,2005.0,,Slippin and Slidin (Itaal Shur Remix),eddie bo albert collins little richard james smith
316124,316124,453779,680085,Words,Doves,2002,The Purifiers,2004.0,,Words,doves
317362,317362,597148,7244,SÌ_lo Para Ti,Rafael Orozco Con El Binomio De Oro,0,Abismo de pasiÃŒ_n,2012.0,Donador (#1.57),SÃŒ_lo un suspiro,jorge eduardo murguÃŒ_a ÃŒÃ’scar cruz alejandra orozco
319881,319881,450204,395426,Main Theme from Hellraiser: Resurrection Waltz,Orlando Pops Orchestra and Andrew Lane,0,College Holiday,1936.0,,The Sweetheart Waltz,burton lane
320103,320103,922447,402820,Sare Nabian Da Tu Imam (Edited),Ustad Nusrat Fateh Ali Khan,0,D.R.E.A.M. Team,1999.0,,Eres tu la razon,dino herrmann ali olmo
320344,320344,746592,1210,Happy Days (12' Remix),Silk Featuring Keith Sweat,0,20 to 1,2005.0,Celebrity Flings (#7.4),Days Go By,keith urban monty powell
320856,320856,336807,401016,Hot Time In Old Town Tonight,Mississippi John Hurt,0,Crooner,1932.0,,In a Shanty in Old Shanty Town,jack little john siras
322350,322350,441689,381236,Marcus Garvey,Burning Spear,1975,Bye-Bye,1995.0,,Old Marcus Garvey,burning spear   - fullwood burning spear
322780,322780,177889,18102,You Can't Always Get What You Want,The Rolling Stones,1969,Atop the Fourth Wall,2008.0,Ultimates 3 # 3 and 4 (#3.5),You Cant Always Get What You Want,mick jagger keith richards the rolling stones
323799,323799,749414,665377,Heart In Hand,Memory Dean,0,The Hoober-Bloob Highway,1975.0,,On the Other Hand,dean elliott
324881,324881,960963,164683,Y Ya Tu Campana No Suena,Juan Formell y los Van Van,0,Naeildo kantabille,2014.0,Lesson 1 (#1.1),Violin Sonata No. 5 in F major  Opus 24,ludwig van beethoven
325147,325147,174320,729093,Shoulda Seen It Comin',Mike Marshall & Chris Thile,2006,Yes: Symphonic Live,2002.0,,Ive Seen All Good People,jon anderson  : your move chris squire : all good people yes  with european festival orchestra
325378,325378,867405,504627,Dream Lover,Bobby Darin,1959,Kustom Kar Kommandos,1970.0,,Dream Lover,bobby darin the paris sisters
329863,329863,835822,459085,Breaking Up Is Hard To Do,David Cassidy & The Partridge Family,0,Greta,2009.0,,Toss It Up,david hilker john costello
332308,332308,57832,33325,The Man On The Flying Trapeze,Eddie Cantor,1994,Boardwalk Empire,2010.0,Family Limitation (#1.6),A Good Man is Hard to Find,eddie green ehud rasherie
333737,333737,302862,440982,Woodstock (LP Version),Joni Mitchell,1996,Flashing on the Sixties: A Tribal Document,1990.0,,Woodstock,joni mitchell crosby stills nash young
333961,333961,115144,455586,Why You Wanna Trip On Me,Michael Jackson,1991,Good Will Hunting,1997.0,,Why Do I Lie?,jill cunniff luscious jackson
334973,334973,455437,164340,Moon River (LP Version),Johnny Crawford,0,NCIS: Naval Criminal Investigative Service,2003.0,Requiem (#5.7),Big River,johnny cash
337243,337243,500359,454043,All the Things You Are,Steve Smith,0,Gods New Plan,1999.0,,Steves Things,steve johnston
337550,337550,923803,135774,Green River,John Fogerty,1998,Late Show with David Letterman,1993.0,(#19.46),Green River,john fogerty
338659,338659,163194,184310,Suite from Born on the Fourth of July/I.  Theme from Born on the Fourth of July,John Williams;The Boston Pops Orchestra,0,PokÃŒÂ©mon,1998.0,Right On  Rhydon! (#4.47),Born to Be A Winner,john siegler john loeffler david kos rolfe
338870,338870,333875,83721,Stayin' Alive [Live - Las Vegas 1997] (Album Version),Bee Gees,1998,Entourage,2004.0,The Dream Team (#4.5),Stayin Alive,barry gibb robin gibb maurice gibb the bee gees
338943,338943,887093,311109,If I Get Home On Christmas Day,Elvis Presley,1994,Vegas,2012.0,Estinto (#1.10),Blue Christmas,billy hayes jay johnson elvis presley
338978,338978,307677,311109,Christmas 1979,Wild Billy Childish And The Musicians Of The British Empire,2007,Vegas,2012.0,Estinto (#1.10),Blue Christmas,billy hayes jay johnson elvis presley
339376,339376,635264,269502,Empty Arms Again,JERRY WALLACE,0,The Sonny and Cher Show,1976.0,(#1.8),Im Gonna Make You Love Me / My World Is Empty Without You,kenny gamble jerry ross also co-attributed to jerry williams leon huff  / brian holland lamont dozier eddie holland sonny bono cher
342501,342501,694045,542560,Concerto No 1 In B Flat Minor_ Op23: Third Movement - Allegro Con Fuoco,Van Cliburn,0,Mission: Impossible - Rogue Nation,2015.0,,Symphony No. 3 Eroica,ludwig van beethoven
344892,344892,679458,404041,The Man I Want To Be,Chris Young,0,Dampfnudelblues,2013.0,,If You Want Blood (Youve Got It),angus young malcolm young bon scott ac/dc
347592,347592,403847,422946,(Have You Heard The News) Dewey Cox Died,John C. Reilly,2007,Dudley Do-Right,1999.0,,Did You Ever Have To Make Up Your Mind,john sebastian steve tyrell david morgan rosemary butler edie lehmann
347748,347748,59716,422946,Crank It Up,David Banner / Static,0,Dudley Do-Right,1999.0,,Did You Ever Have To Make Up Your Mind,john sebastian steve tyrell david morgan rosemary butler edie lehmann
351492,351492,585984,546600,And Going Away,Yonder Mountain String Band,2003,Mr. Deeds,2002.0,,Where Are You Going,dave matthews dave matthews band
352691,352691,745179,485729,Way Down,Marty Stuart And His Fabulous Superlatives / Handsome Harry,2005,International Settlement,1938.0,,You Made Me That Way,sidney clare harry akst dolores del rio
353062,353062,751877,63099,Last Flight To Reggae City,Tommy McCook / Stranger Cole,2002,Death in Paradise,2011.0,(#1.4),Reggae Merengue,tommy mccook the supersonics
353591,353591,325479,71323,Symphony No. 9 In D Minor_ Op. 125; lll Adagio Molto E Cantabile,Ludwig van Beethoven,0,Disneyland,1954.0,The Magnificent Rebel: Part 1 (#9.8),Bagatelle No. 25 in A Minor  Op. 59 FÃŒ_r Elise,ludwig van beethoven
353612,353612,905861,71323,Piano Sonata (moonlight) N.14 In C Sharp Minor Op.27 N.2 : Adagio Sostenuto,Ludwig van Beethoven,0,Disneyland,1954.0,The Magnificent Rebel: Part 1 (#9.8),Bagatelle No. 25 in A Minor  Op. 59 FÃŒ_r Elise,ludwig van beethoven
355928,355928,725510,344006,Bell Boy Blues,Buddy Rich / Buck Clayton / Trummy Young / Willie Smith / Flip Phillips / Kenny Kersey / Benny Fonville,0,All Tied Up,1993.0,,LIVE ON AND SING THE BLUES,byther smith
356875,356875,266621,691271,The Song From Moulin Rouge,June Hutton,0,The Wicker Tree,2011.0,,The Wicker Tree Song,robin hardy keith easdale june nelson gordon wilson stuart glasgow clyderbank male voice choir
358500,358500,595716,504363,Ocean Man (LP Version),Ween,0,Kung Pow: Enter the Fist,2002.0,,Ocean Man,dean ween gene ween ween
359090,359090,849304,440289,Bizet: Carmen: C'est toi!,Georges Bizet,0,First Opera Film Festival,1948.0,,Carmen,georges bizet
359801,359801,627620,603420,Puff the Magic Canon in D,J. Pachelbel,0,Sanctuary,2008.0,,Canon in D major,johann pachelbel
362352,362352,899877,677773,Don't You Know,Johnny Ace / Johnny Board & His Orchestra,1992,The Penthouse,1967.0,,No One Will Ever Know,johnny hawksworth the johnny hawksworth orchestra
362483,362483,164251,677773,Symphony No. 4 Op. 98 In E Minor: Allegro Giacoso,The London Fox Orchestra,0,The Penthouse,1967.0,,No One Will Ever Know,johnny hawksworth the johnny hawksworth orchestra
362484,362484,177821,677773,Symphony No. 1 In C Minor Op. 68: Un Poco Allegretto e Grazioso,The London Fox Orchestra,0,The Penthouse,1967.0,,No One Will Ever Know,johnny hawksworth the johnny hawksworth orchestra
362818,362818,570051,4171,But I Want More (Live At The Reading Rock Festival_ 29th August 1982),The Michael Schenker Group,0,7th Heaven,1996.0,The Magic of Gershwin (#10.14),But Not for Me,george gershwin ira gershwin michael feinstein
366786,366786,393261,296702,Climbing up 'Iknimaya - The Path To Heaven' (Album Version),James Horner,0,Todds Pop Song Reviews,2009.0,The Lazy Song (#2.11),Get Up Offa That Thing,james brown
367558,367558,658428,66710,Um Caso Raro,PÌ_lo Norte,0,Deixa-me Amar,2007.0,(#1.26),Um caso raro,pÃŒ_lo norte
369045,369045,916797,708062,Get On Up (Clean LP Version),Trick Daddy (Featuring The Lost Tribe_ Money Mark Of Tre +6 and JV),0,Unaccompanied Minors,2006.0,,Everythings Gonna Be Cool This Christmas (Acoustic Version),mark oliver everett mark oliver everett
