,Unnamed: 0,_id,ltable_id,rtable_id,ltable_title,ltable_artist_name,ltable_year,rtable_title,rtable_year,rtable_episode,rtable_song,rtable_artists
682595,682595,682595,236523,618340,For You,Dave Hollister,0,Slatterys Hurricane,1949.0,,For You,joseph a. burke
682683,682683,682683,236525,19310,Burn,Usher,2004,Australian Idol,2003.0,Top 30 Group 2 Performance Show (#2.9),Burn,usher raymond+jermaine dupri+bryan michael cox+adrian hood
683515,683515,683515,237298,548836,Du bist nicht allein,Zeichen der Zeit,2004,Musico Pandemonium,2014.0,,,joe manco+eric von der heide+aristoscat
684817,684817,684817,237701,331789,Trigger Happy,Jackson United,2008,A Certain Justice,2014.0,,,brian jackson harris+justin raines+michael wickstrom
688743,688743,688743,238871,526194,Have A Little Faith,David Houston,0,Lovelife,1997.0,,Have Faith,richard amend+the jonah kiss
690969,690969,690969,239048,552927,Never Let Down,Andrew W.K.,2003,Narco,2004.0,,Never Let Down,andrew w.k.
692618,692618,692618,239962,535444,Poliisi Pamputtaa,Eppu Normaali,1978,Matti,2006.0,,Poliisi pamputtaa,pantse syrjÌ_
693552,693552,693552,240288,1354,Wonderful World,James Morrison,0,20 to 1,2005.0,Greatest Songs of All Time (#3.2),What A Wonderful World,louis armstrong+george david weiss  / bob thiele
693555,693555,693555,240288,12832,Wonderful World,James Morrison,0,American Masters,1985.0,Satchmo: The Life of Louis Armstrong (#4.3),What a Wonderful World,bob thiele+george david weiss
693557,693557,693557,240288,19047,Wonderful World,James Morrison,0,Australian Idol,2003.0,Group 3 Performance Show (#1.8),What a Wonderful World,george david weiss+bob thiele+guy sebastian
693571,693571,693571,240288,73511,Wonderful World,James Morrison,0,Dolly,1987.0,Down in New Orleans (#1.21),What a Wonderful World,bob thiele+george david weiss+george kirby
693586,693586,693586,240288,125057,Wonderful World,James Morrison,0,Joolss Hootenanny,1993.0,Jools 14th Annual Hootenanny,Wonderful World,james morrison
693638,693638,693638,240288,318463,Wonderful World,James Morrison,0,Who Wants to Be a Millionaire,2002.0,(#7.152),What a Wonderful World,george david weiss+bob thiele+contestant eddie horwitz
696449,696449,696449,240896,416487,Who's Afraid Of The Big Bad Wolf,LL Cool J,0,Disney Sing-Along-Songs: Supercalifragilisticexpialidocious,1990.0,,Whos Afraid of the Big Bad Wolf,
697284,697284,697284,241105,218586,Papagaio Do Futuro,Alceu ValenÌ¤a,1974,Som Brasil,2007.0,Alceu ValenÌ¤a (#3.5),Papagaio do Futuro,alceu valenÌ¤a+silvÌ©rio pessoa
697654,697654,697654,241213,651324,Dead To Me,Unleashed,0,The British Invasion Returns,2000.0,,Bad To Me,john lennon+paul mccartney+billy j. kramer
702254,702254,702254,242164,24544,Just Give Me Tonight,Michael Stanley Band,1983,Baywatch,1989.0,Point Doom (#3.7),Save Me Tonight,giant
703319,703319,703319,242326,331789,A Brand New Day,Diana Ross / Michael Jackson / Nipsey Russell / Ted Ross / Richard Pryor / Lena Horne / Mabel King / Thelma Carpenter / Theresa Merritt,1988,A Certain Justice,2014.0,,,brian jackson harris+justin raines+michael wickstrom
703372,703372,703372,242326,435277,A Brand New Day,Diana Ross / Michael Jackson / Nipsey Russell / Ted Ross / Richard Pryor / Lena Horne / Mabel King / Thelma Carpenter / Theresa Merritt,1988,FTA,1972.0,,A Brand New Day,homer swan
705121,705121,705121,242785,548836,Hold what you got,JOE TEX,1969,Musico Pandemonium,2014.0,,,joe manco+eric von der heide+aristoscat
707345,707345,707345,243505,116997,Electrical Storm,U2,2002,Idol,2002.0,(#2.23),Electrical Storm,bono+the edge+adam clayton+larry mullen jr.+mariusz totoszko
707440,707440,707440,243667,298506,Hey_ Western Union Man,Jerry Butler,0,Top of the Pops,1964.0,(1970-03-26),Hey  Western Union Man,jerry butler+kenny gamble+leon huff
708282,708282,708282,243903,679033,R R'N'R Girl Like You,Wig Wam,0,The Possibilities Are Endless,2014.0,,A Girl Like You,edwyn collins
708461,708461,708461,243965,270179,I Remember,The Pinkerton Thugs,0,The Sopranos,1999.0,The Blue Comet (#6.20),You Remember,mary lorson+madder rose
708545,708545,708545,243965,413001,I Remember,The Pinkerton Thugs,0,Devons Ghost: Legend of the Bloody Boy,2005.0,,I Remember You,eyeshine+johnny yong bosch
711676,711676,711676,244876,722795,Did I Happen To Mention,Julia Fordham,1989,Whirlwind,2007.0,,Did I Mention,f.l. jones+myer lansky+fl jones+fbb
712649,712649,712649,245181,376034,Tour de Force,Junior Mance,0,Breakin,1984.0,,Tour de France,kraftwerk+arrangement with warner special products+emi
712985,712985,712985,245373,351960,El DÌ_a Que Me Quieras,Juan Diego FlÌ_rez / Daniel Binelli / Fort Worth Symphony Orchestra / Miguel Harth-Bedoya,0,ApolÌ«nio Brasil  CampeÌ£o da Alegria,2003.0,,El DÌ_a Que Me Quieras,carlos gardel+alfredo le pera
714454,714454,714454,245990,716039,Ring Them Bells,Bob Dylan,1989,WWE Tribute for the Troops,2008.0,,Ring Them Bells,bob dylan
714475,714475,714475,246015,475434,Early In The Morning,Vanity Fair,1969,Hotel Sahara,1951.0,,Early One Morning,
716481,716481,716481,246796,93783,A Dream Is A Wish Your Heart Makes,Perry Como,0,Full House,1987.0,The House Meets the Mouse: Part 2 (#6.24),A Dream Is a Wish Your Heart Makes,john stamos  (jesse+the rippers)+mack david+al hoffman+jerry livingston
718671,718671,718671,247259,548836,Il Trovatore (1988 Digital Remaster): Miserere...Ah_ che la morte ognora,Maria Callas/Giuseppe di Stefano/Coro del Teatro alla Scala_ Milano/Orchestra del Teatro alla Scala_ Milano/Herbert von Karajan,0,Musico Pandemonium,2014.0,,,joe manco+eric von der heide+aristoscat
718845,718845,718845,247300,600293,So Tired,Russ Morgan,1997,Rumor Has It...,2005.0,,So Tired,russ morgan+jack stuart+kay starr
718956,718956,718956,247314,697489,Character,Van Hunt,0,Tin Cup,1996.0,,Character Flaw,joe ely+patrick flannery
718978,718978,718978,247346,105556,Bang,L.E.G.A.C.Y.,2009,Haja CoraÌ¤Ì£o,2016.0,,Bang,umberto tavares+anitta+jefferson junior
718979,718979,718979,247346,139197,Bang,L.E.G.A.C.Y.,2009,Lip Sync Battle Philippines,2016.0,Miguel Tanfelix & Bianca Umali vs. Kristoffer Martin & Joyce Ching (#1.6),Bang Bang,rickard gÌ¦ransson+savan kotecha+nicki minaj+max martin+kristofer martin+joyce ching
718984,718984,718984,247346,284567,Bang,L.E.G.A.C.Y.,2009,The West Wing,1999.0,The Cold (#7.13),Bang Bang,dizzy gillespie
718986,718986,718986,247346,588875,Bang,L.E.G.A.C.Y.,2009,Raising Wolves,2012.0,,Bang,brittany star+little clayway+dj fontane
721626,721626,721626,248025,139983,I Can't Drive 55,Sammy Hagar,1984,Live from Daryls House,2007.0,Sammy Hagar (#9.1),I Cant Drive 55,
724622,724622,724622,248720,269950,Daniel,ZaÌøko Langa Langa,0,The Sopranos,1999.0,Luxury Lounge (#6.7),Daniel,elton john+bernie taupin
724951,724951,724951,248886,416777,You Got A Boy Friend,Pugh Rogefeldt,0,Divas Live: An Honors Concert for VH1 Save the Music,1998.0,,Youve Got A Friend,carole king+cÌ©line dion+gloria estefan+shania twain
725589,725589,725589,249064,376639,Deliver Me,Robin Holcomb,1990,Bridge and Tunnel,2014.0,,Deliver Me,nk
726212,726212,726212,249271,427174,Esta Noche,JosÌ© Alfredo Jimenez Con Mariachi Vargas De Tecalitlan,0,El fronterizo,1952.0,,Esta Noche,josÌ© alfredo jimÌ©nez
727540,727540,727540,249621,114874,Jumpin' Jack Flash,Thelma Houston,1969,Hrvatski Idol,2004.0,(#1.12),Jumpin Jack Flash,mick jagger+keith richards+alan scuric
730409,730409,730409,250336,548430,I Never Loved A Woman (The Way I Love You),Spencer Wiggins,2004,Muscle Shoals,2013.0,,I Never Loved a Man (The Way I Love You),ronnie shannon+aretha franklin+arrangement with warner music group film+tv licensing
732150,732150,732150,250464,522316,The Chase,zero dB,0,Long teng hu yue,1983.0,,The Desert Chase,john williams
732153,732153,732153,250464,655572,The Chase,zero dB,0,The Day of the Dolphin,1973.0,,The Chase,georges delerue  et son orchestre
732164,732164,732164,250642,355285,Tuxedo Junction,Willie Bobo,0,Australia,2008.0,,Tuxedo Junction,buddy feyne+william johnson+julian dash+erskine hawkins+glenn miller+his orchestra+arrangement with sony bmg music entertainment
732168,732168,732168,250642,549611,Tuxedo Junction,Willie Bobo,0,My Dog Skip,2000.0,,Tuxedo Junction,william johnson+buddy feyne+erskine hawkins+julian dash+gene krupa+his orchestra  (as gene krupa+his orchestra)
732193,732193,732193,250748,117737,God is Good,Witchdoctor,2007,Idols!,2002.0,Liveshow #0 (#4.9),Good God,anouk+remon stotijn+sandy goeree
732636,732636,732636,250801,403266,Wild Side Of Life,Waylon Jennings & Jessi Colter,0,Daddys Dyin... Whos Got the Will?,1990.0,,Dark Side Of Life,lucinda williams+beverly dangelo
732913,732913,732913,250856,169994,El Gitano AntÌ_n,Peret,0,OchÌ©ntame... otra vez,2014.0,Somos rumberos (#3.4),Gitano AntÌ_n,peret
736782,736782,736782,251471,653313,The Story of the Blues,Langston Hughes,1995,The Clan,2005.0,,The Birth of the Blues,ray henderson+sung during the las vegas performance
736865,736865,736865,251494,134444,Happy Birthday Anthony,The Teddybears,0,Last of the Summer Wine,1973.0,Happy Birthday  Howard (#14.6),Happy Birthday,mildred j. hill+patty s. hill+bill owen+peter sallis .+brian wilde
736868,736868,736868,251494,149378,Happy Birthday Anthony,The Teddybears,0,Mary Tyler Moore,1970.0,Happy Birthday  Lou! (#4.15),Happy Birthday,
736872,736872,736872,251494,176560,Happy Birthday Anthony,The Teddybears,0,P.O.V.,1988.0,Homegoings (#26.1),Happy Birthday,mildred j. hill+patty s. hill+isaiah owens
736873,736873,736873,251494,192005,Happy Birthday Anthony,The Teddybears,0,Rainbow,1972.0,Generosity (#17.44),Happy Birthday,rod burton+jane tucker+freddy marks+geoffrey hayes
736896,736896,736896,251494,660138,Happy Birthday Anthony,The Teddybears,0,The Five Heartbeats,1991.0,,Happy Birthday,mildred j. hill+patty s. hill+the five heartbeats+brenda+tanya
739140,739140,739140,251572,223077,SpongeBob SquarePants Theme Song performed by Cee-Lo Green,Cee-Lo,0,SpongeBob SquarePants,1999.0,SpongeBob Meets the Strangler/Pranks a Lot (#3.20),SpongeBob SquarePants Theme Song,stephen hillenburg+derek drymon+hank smith music+patrick pinney
739677,739677,739677,251693,175453,We've Got Time,Melissa Manchester,0,Orange Is the New Black,2013.0,Tit Punch (#1.2),Youve Got Time,grammy nominee regina spektor
739917,739917,739917,251825,720771,3 Little Words,Frankmusik,2007,What Price Hollywood?,1932.0,,Three Little Words,harry ruby
740276,740276,740276,251935,260805,My Old Kentucky Home,The Mormon Tabernacle Choir,0,The Phil Silvers Show,1955.0,Rock n Roll Rookie (#2.23),My Old Kentucky Home (edit),stephen foster+the platoon
740480,740480,740480,251935,648078,My Old Kentucky Home,The Mormon Tabernacle Choir,0,The Bears Tale,1940.0,,My Old Kentucky Home  Good Night,stephen foster
741322,741322,741322,252143,178970,Sweet Mary Jane,Skin,0,Party of Five,1994.0,Spring Breaks: Part 2 (#2.22),Sweet Mary Jane,frofbit blue
743267,743267,743267,252469,161031,Forgive And Forget,Wavorly,2007,Music Nuggets,2010.0,(2012-03-24),Forgive Forget,caligola+eric papilaya
744630,744630,744630,252971,451498,Night Train,Paul Revere & The Raiders (featuring Mark Lindsay),1990,Ghostline,2015.0,,Freight Train,spence peppard+james taylor+spencer taylor
744844,744844,744844,253099,460881,Happy Days,Wayne Marshall,0,Gunmans Code,1946.0,,Those Happy Days,milton rosen+everett carter+fuzzy knight
744857,744857,744857,253099,636854,Happy Days,Wayne Marshall,0,Sweethearts,1938.0,,Happy Day,herbert stothart+chorus
746221,746221,746221,253280,1690,Play That Funky Music,Vanilla Ice,1989,20 to 1,2005.0,Party Songs (#4.7),Play That Funky Music,vanilla ice+rob parissi
746241,746241,746241,253280,245990,Play That Funky Music,Vanilla Ice,1989,The Get Down,2016.0,Where There Is Ruin  There Is Hope for a Treasure (#1.1),Play That Funky Music,wild cherry
746641,746641,746641,253385,599389,So In Love,Peggy Lee,1996,Roulette,1978.0,,In Love,andreas erich beurmann )
748877,748877,748877,253908,124069,Somebody Loves Me,Nat King Cole,1998,Jazz Party,1958.0,(#1.20),Somebody Loves Me,buddy g. desylva+ballard macdonald+george gershwin+henry red allen+dicky wells+buster bailey+coleman hawkins
748941,748941,748941,253908,257413,Somebody Loves Me,Nat King Cole,1998,The Nat King Cole Show,1954.0,(#1.11),Somebody Loves Me,george gershwin+nat king cole
748988,748988,748988,253908,339771,Somebody Loves Me,Nat King Cole,1998,Adam,2009.0,,Somebody Loved,deb talan+steve tannen+the weepies
749174,749174,749174,253908,657801,Somebody Loves Me,Nat King Cole,1998,The Emperor,1967.0,,Somebody to Love,jefferson airplane+darby slick
750515,750515,750515,254305,329549,Long Tall Sally,Little Richard,1956,33 1/3 Revolutions Per Monkee,1969.0,,Long Tall Sally,robert bumps blackwell+enotris johnson+little richard
751588,751588,751588,254688,259810,Sunshine,The Partridge Family,1973,The Partridge Family,1970.0,Morning Becomes Electric (#4.20),Sunshine,wes farrell+bobby hart+danny janssen
751590,751590,751590,254688,324658,Sunshine,The Partridge Family,1973,iCarly,2007.0,iGoodbye (#6.13),Sunshine,michele vice-maslin+tori hogan
754753,754753,754753,255939,90085,Las Amarillas,Los Lobos,1988,Floricienta,2004.0,(#2.5),Flores Amarillas,florencia bertotti
754981,754981,754981,256027,558013,Rock 'n' Roll,Mitch Ryder,0,No Kidding,1960.0,,Rock and Roll,edwin astley
760085,760085,760085,257071,239674,Let The Good Times Roll,The Blues Band,1993,The Blues,2003.0,The Road to Memphis (#1.3),Let the Good Times Roll,fleecie moore+spo-de-odee+b.b. king+the memphis all-stars
761016,761016,761016,257407,216709,A Case Of You,Diana Krall,2000,So You Think You Can Dance,2005.0,The Top 12 Perform (#6.17),A Case of You,diana krall
762126,762126,762126,257588,548836,To Love Somebody,Billie Joe Royal,1993,Musico Pandemonium,2014.0,,,joe manco+eric von der heide+aristoscat
763444,763444,763444,257987,339339,Helter Skelter,Zomby,2009,Across the Universe,2007.0,,Helter Skelter,john lennon+paul mccartney+dana fuchs
765727,765727,765727,258192,312376,Er gehÌ¦rt zu mir,Tina Rainford,0,Verbotene Liebe,1995.0,(#1.1878),Er gehÌ¦rt zu mir,written joachim heider+gregor rottschalk+alex huber+tanja wenzel
766564,766564,766564,258338,482055,A Rainy Night In Soho,Nick Cave/Shane MacGowan,0,If I Should Fall from Grace: The Shane MacGowan Story,2001.0,,Rainy Night in Soho,the pogues
766928,766928,766928,258662,331221,Let Me In,Copywrite,2002,99 Homes,2014.0,,Let Me Down,keith jackson+steven davis+steve shelton+the glass heroes
767199,767199,767199,258689,548836,Roosevelt & Ira Lee,Tony Joe White,1986,Musico Pandemonium,2014.0,,,joe manco+eric von der heide+aristoscat
770192,770192,770192,259176,331789,La Razon Eres Tu (Look What You Make Me Do),Sin Bandera Featuring Brian McKnight,2005,A Certain Justice,2014.0,,,brian jackson harris+justin raines+michael wickstrom
771202,771202,771202,259555,541086,Come Running,Darren Styles,2008,Milk Punch,2000.0,,Time Running,sound imperium
771819,771819,771819,259639,167577,Paranoid,The Sunday Drivers,2007,No disparen al pianista,2007.0,(#1.8),Paranoid,the sunday drivers
771873,771873,771873,259742,234103,MuÌ©rdete la lengua,Francisca Valenzuela,2007,TeletÌ_n,1978.0,TeletÌ_n 2010: DÌ_a 2 (#23.2),MuÌ©rdete la lengua,francisca valenzuela
772187,772187,772187,260181,645449,Lust For Life,Iggy Pop,1977,The 90s: Ten Years That Changed the World,2015.0,,Lust for Life,iggy pop+david bowie
774971,774971,774971,261390,213756,Teach Your Children,Crosby_ Stills_ Nash & Young,1970,Six Feet Under,2001.0,Untitled (#4.12),Teach Your Children,graham nash
775145,775145,775145,261446,158480,I'm The Urban Spaceman,The Bonzo Dog Doo Dah Band,1968,Monty Python: Almost the Truth - The Lawyers Cut,2009.0,The Not-So-Interesting Beginnings (#1.1),Im the Urban Spaceman,neil innes+bonzo dog dooh dah band
777564,777564,777564,262612,558175,Your Love,Shadiya,0,No Other Woman,2011.0,,Your Love,mariÌ© digby
778001,778001,778001,263160,256583,Feelings,Morris Albert,1975,The Morecambe & Wise Show,1968.0,1975 Christmas Show (#9.0),Feelings,des oconnor
780252,780252,780252,263400,683130,For Those About to Rock (We Salute You),Rockabye Baby!,0,The School of Rock,2003.0,,For Those About To Rock (We Salute You),brian johnson+angus young+malcolm young
780351,780351,780351,263408,271906,Night And Day,Rod Stewart,2004,The Tennessee Ernie Ford Show,1956.0,Liberace (#3.22),Night and Day,liberace
780440,780440,780440,263419,10424,A Noite Do Meu Bem,Agostinho Dos Santos,1992,AmazÌ«nia: De Galvez a Chico Mendes,2007.0,,A Noite do Meu Bem,dolores durÌÁn+milton nascimento
783116,783116,783116,264447,571285,This Is My Heaven,Elvis Presley,1994,Paradise  Hawaiian Style,1966.0,,This Is My Heaven,bill giant+bernie baum+florence kaye+elvis presley
787265,787265,787265,265314,168421,Blizzard,Klaus Doldinger,0,Nonni und Manni,1988.0,,Blizzard,klaus doldinger
787810,787810,787810,265514,197711,The Theme,Shirley Scott,1965,Roomies,1987.0,Obsession (#1.7),Title Theme,billy vera+chip taylor+billy taylor
787856,787856,787856,265514,244422,The Theme,Shirley Scott,1965,The Flash,2014.0,King Shark (#2.15),The Flash Theme,blake neely
787857,787857,787857,265514,246670,The Theme,Shirley Scott,1965,The Good Wife,2009.0,Here Comes the Judge (#4.8),The Good Wife Theme,david buckley
787858,787858,787858,265514,246740,The Theme,Shirley Scott,1965,The Good Wife,2009.0,Oppo Research (#6.4),The Good Wife Theme,david buckley
787880,787880,787880,265514,266899,The Theme,Shirley Scott,1965,The Shield,2002.0,Extraction (#5.1),The Shield Theme,vivian romero+ness bautista+rodney alejandro
787881,787881,787881,265514,266993,The Theme,Shirley Scott,1965,The Shield,2002.0,Postpartum (#5.11),The Shield Theme,vivian romero+ness bautista+rodney alejandro
788008,788008,788008,265514,295720,The Theme,Shirley Scott,1965,To the Manor Born,1979.0,,Theme,ronnie hazlehurst
788069,788069,788069,265514,518821,The Theme,Shirley Scott,1965,Lifeforce,1985.0,,The Lifeforce Theme,michael kamen+henry mancini
788783,788783,788783,265969,167579,Verano fatal,Nacho Vegas & Christina Rosenvinge,2007,No disparen al pianista,2007.0,(#1.9),Verano fatal,christina rosenvinge+nacho vegas
788825,788825,788825,266184,363627,The March,Wooden Stars,0,Beg  Borrow or Steal,1937.0,,The Wedding March,felix mendelssohn-bartholdy
788839,788839,788839,266184,650772,The March,Wooden Stars,0,The Boy in Blue,1986.0,,The Wedding March,felix mendelssohn-bartholdy
789566,789566,789566,266428,575400,Father And Son,Damien Leith,2008,Peter Gabriel: Growing Up Live,2003.0,,Father  Son,peter gabriel
789668,789668,789668,266478,486404,Eternity,Force of Evil,2003,Invincible Force,2011.0,,In Eternity,serberus
789696,789696,789696,266478,640562,Eternity,Force of Evil,2003,Team P.R.O.O.F.,,,Eternity,jonathan slater
790564,790564,790564,266661,393221,Mairzy Doats,The Merry Macs,1987,Class of 44,1973.0,,Mairzy Doats,milton drake+al hoffman+jerry livingston+the merry macs
791308,791308,791308,266900,538154,Someday,Lionel Richie,1998,Memphis the Musical,2011.0,,Someday,david bryan
797360,797360,797360,267821,128499,Life Goes On,Spear Of Destiny,0,KidÌ« senshi Gundam Seed Destiny,2004.0,Asu e no shukkÌ« (#1.14),Life Goes On,yuki kajiura+mika arisaka
797544,797544,797544,267894,376372,Sail Away,Urban Cookie Collective,1994,Brian Wilson: Songwriter 1969 - 1982,2012.0,,Sail Away,randy newman
797593,797593,797593,267982,100906,Christmas Tree,Cary Brothers,0,Gossip Girl,2007.0,Roman Holiday (#1.11),O Christmas Tree,the plush interiors
799668,799668,799668,268615,81406,Faith,Scan X,1995,Eli Stone,2008.0,Pilot (#1.1),Faith,george michael
799670,799670,799670,268615,476480,Faith,Scan X,1995,How to Go Out on a Date in Queens,2006.0,,Faith,irene tuomainen
799681,799681,799681,268684,156511,Oh Susannah,Starlings_ TN,0,MisteRogers Neighborhood,1968.0,1651: Learning (#22.11),Oh Susanna,by stephen foster
799688,799688,799688,268684,332541,Oh Susannah,Starlings_ TN,0,A Day of Fury,1956.0,,Oh  Susanna,stephen foster
799701,799701,799701,268684,680189,Oh Susannah,Starlings_ TN,0,The Queens Guards,1961.0,,Oh Susannah,jess conrad
799735,799735,799735,268777,648037,Undercover,Sten,2007,The Beach Girls,1982.0,,Go Undercover,arsenal
800158,800158,800158,269252,482056,Fairy Tale of New York,Wild Colonial Bhoys,0,If I Should Fall from Grace: The Shane MacGowan Story,2001.0,,Fairy Tale of New York,the pogues+the pogues  with kirsty maccoll
800931,800931,800931,269370,548836,Weird Spots in the Middle (Shiny Happy Jihad),Joe Rogan,2007,Musico Pandemonium,2014.0,,,joe manco+eric von der heide+aristoscat
801463,801463,801463,269617,77407,Get Ready,Kleeer,0,Duets,2012.0,Superstars Choice (#1.8),Get Ready,john legend+jennifer nettles+robin thicke+kelly clarkson+smokey robinson
801487,801487,801487,269617,309014,Get Ready,Kleeer,0,Un paso adelante,2002.0,Quiero bailar (#1.7),Get Ready,smokey robinson+the temptations
801546,801546,801546,269755,530346,Both Sides,Ohm-G,2005,Magkapatid,2002.0,,Both Sides Now,music+lyrics joni mitchell+sharon cuneta
801866,801866,801866,269768,586767,Crazy Little Thing Called Love,Torsten Goods,0,Queens Greatest Flix,1981.0,,Crazy Little Thing Called Love,freddie mercury+queen
804806,804806,804806,271095,545771,Follow Me,Washington,0,Mothers Day,2010.0,,Follow Me Now,ali dee+joey katsaros+alana da fonseca+sheila owens+gleedsville
807019,807019,807019,271467,713908,Ich Bin Die Fesche Lola,Marlene Dietrich,1990,Vilniaus getas,2006.0,,Ich Bin Die Fesche Lola,friedrich hollaender+judita leitaite+sostines brass quintet+pavelas giunteris
807652,807652,807652,271473,559888,Something I Want To Tell You,Small Faces,1967,Not Fade Away,2012.0,,I Want To Tell You,george harrison+the beatles
809576,809576,809576,271838,282710,Blue Jean Girls,Main Attraction,0,The Voice UK,2012.0,Live Show 1 Results (#1.8),Blue Jeans,lana del rey
809591,809591,809591,271838,461356,Blue Jean Girls,Main Attraction,0,Gzaabneulni,2013.0,,Blue Jean Blues,billy gibbons+frank beard+dusty hill+zz top
809643,809643,809643,271865,662760,Listen to the Mockingbird,The Louvin Brothers,0,The Gorgeous Hussy,1936.0,,Listen to the Mockingbird,richard milburn
809646,809646,809646,271865,722090,Listen to the Mockingbird,The Louvin Brothers,0,When the Cats Away,1929.0,,Listen to the Mocking Bird,
810285,810285,810285,272130,192781,Butterfly,Kult Of Krameria,0,Rave,2001.0,,Butterfly Kiss,chihiro yonekura
810465,810465,810465,272257,548836,Lonesome Road Blues (Instrumental),Merle Travis & Joe Maphis,0,Musico Pandemonium,2014.0,,,joe manco+eric von der heide+aristoscat
811196,811196,811196,272561,118162,You Light Up My Life,Westlife,2006,Idols,2002.0,Grand Final (#2.31),You Light Up My Life,joseph brooks+posoletso sejosingoe
811725,811725,811725,272561,542218,You Light Up My Life,Westlife,2006,Miss Congeniality,2000.0,,You Light Up My Life,joseph brooks+deirdre quinn
812097,812097,812097,272570,411696,Just A Closer Walk With Thee,Veterinary Street Jazz Band,0,Descansos,2009.0,,Just a Closer Walk With Thee,david busse
812133,812133,812133,272570,631115,Just A Closer Walk With Thee,Veterinary Street Jazz Band,0,Stony Island,1978.0,,Just A Closer Walk With Thee,
812181,812181,812181,272799,304826,Working Man,Charming,0,Transporter: The Series,2012.0,The Switch (#1.10),Working Man,geddy lee+alex lifeson
812210,812210,812210,272799,539069,Working Man,Charming,0,Metal: A Headbangers Journey,2005.0,,Working Man,rush
813807,813807,813807,273298,460574,Thank You (Falettinme Be Mice Elf Agin),Sly & The Family Stone,1969,Guitar Man,2009.0,,Thank You (Falettinme Be Mice Elf Agin),sly stone+sammy hagar+neal schon+nile rodgers+narada michael walden
814491,814491,814491,273456,211550,Jeanie With The Light Brown Hair,The Singers Unlimited,1998,Shining Time Station,1989.0,He Loves Me  He Loves Me Not (#2.15),Jeanie with the Light Brown Hair,rory dodd+stephen foster
814553,814553,814553,273471,43713,Everybody Loves You,Jenn Grant,0,Celebrity Bowling,1971.0,,Everybody Loves My Baby,king richards fluegel knights
814595,814595,814595,273471,102854,Everybody Loves You,Jenn Grant,0,Greys Anatomy,2005.0,Hook  Line and Sinner (#6.20),Everybody Loves You,jenn grant
818485,818485,818485,274926,202023,Merry Christmas Fritz,Wild Billy Childish & The Musicians of the British Empire,2007,Saturday Night Live,1975.0,Helen Hunt/Hanson (#23.9),Merry Christmas Baby,hanson
819940,819940,819940,275236,250589,O fortuna,THERION,2000,The King of Queens,1998.0,Clothes Encounter (#5.21),O Fortuna,carl orff
820962,820962,820962,275795,7510,Jingle Bells,Barry Manilow (Duet with ExposÌ©),2006,According to Jim,2001.0,Stalking Santa (#4.10),Jingle Bells,
820963,820963,820963,275795,14227,Jingle Bells,Barry Manilow (Duet with ExposÌ©),2006,Animaniacs,1993.0,Hooray for North Hollywood: Part 2 (#5.6),Jingle Bells,james pierpont
820965,820965,820965,275795,24585,Jingle Bells,Barry Manilow (Duet with ExposÌ©),2006,Baywatch,1989.0,Silent Night  Baywatch Night: Part 2 (#5.12),Jingle Bells,james pierpont
820966,820966,820966,275795,45708,Jingle Bells,Barry Manilow (Duet with ExposÌ©),2006,Chuck,2007.0,Chuck Versus the Crown Vic (#1.11),Jingle Bells,james pierpont
820968,820968,820968,275795,85490,Jingle Bells,Barry Manilow (Duet with ExposÌ©),2006,Everybody Loves Raymond,1996.0,Christmas Present (#5.11),Jingle Bells,james pierpont
820969,820969,820969,275795,86000,Jingle Bells,Barry Manilow (Duet with ExposÌ©),2006,Everybody Loves Raymond,1996.0,The Thought That Counts (#7.11),Jingle Bells,dieter reith+james pierpont
820972,820972,820972,275795,147660,Jingle Bells,Barry Manilow (Duet with ExposÌ©),2006,Make Room for Daddy,1953.0,Christmas and Clowns (#4.13),Jingle Bells,james pierpont+danny thomas+sherry jackson+rusty hamer
820974,820974,820974,275795,168577,Jingle Bells,Barry Manilow (Duet with ExposÌ©),2006,Northern Exposure,1990.0,Seoul Mates (#3.10),Jingle Bell Rock,joe beal+jim boothe
820978,820978,820978,275795,271573,Jingle Bells,Barry Manilow (Duet with ExposÌ©),2006,The Tennessee Ernie Ford Show,1956.0,Howard McNear (#4.9),Jingle Bells,james pierpont+tennessee ernie ford+the top twenty
821055,821055,821055,275795,318168,Jingle Bells,Barry Manilow (Duet with ExposÌ©),2006,Wheel of Fortune,1983.0,Happy Holidays 5 (#27.75),Jingle Bells,james pierpont
821066,821066,821066,275795,592097,Jingle Bells,Barry Manilow (Duet with ExposÌ©),2006,Remember the Night,1940.0,,Jingle Bells,james pierpont
821067,821067,821067,275795,627784,Jingle Bells,Barry Manilow (Duet with ExposÌ©),2006,Stalag 17,1953.0,,Jingle Bells,james pierpont
821071,821071,821071,275795,671208,Jingle Bells,Barry Manilow (Duet with ExposÌ©),2006,The Long Kiss Goodnight,1996.0,,Jingle Bells,james pierpont+jingle dogs
821204,821204,821204,275989,560076,The Same Song,Susheela Raman,2006,Nothing But Trouble,1991.0,,Same Song,shock-g+ron brooks+tupac shakur+digital underground+george clinton+jim vitti+j.s. theracon+bootsy collins+parliament+jimmy mchugh+dorothy fields
821230,821230,821230,275989,675100,The Same Song,Susheela Raman,2006,The Namesake,2006.0,,The Same Song,susheela raman+sam mills+aref durvesh
821235,821235,821235,275989,706715,The Same Song,Susheela Raman,2006,Udayananu Tharam,2005.0,,Theme Song,ranjith+deepak dev
